city,population,HCN_Result,plant_dens,dist,std_dist,population_latitude,population_longitude
Acton,1,0.541666667,6.8,0.06,0.0,43.63,-80.041667
Acton,2,0.17391304300000002,8.8,0.31,0.050301811,43.630737,-80.03879599999998
Acton,3,0.391304348,5.2,0.45,0.078470825,43.631747,-80.03740400000002
Acton,4,0.458333333,5.0,0.66,0.120724346,43.633851,-80.036413
Acton,5,0.391304348,13.0,0.85,0.158953722,43.6347,-80.0342
Acton,6,0.217391304,19.0,0.97,0.183098592,43.634009000000006,-80.031868
Acton,7,0.17391304300000002,4.6,1.16,0.221327968,43.635464,-80.03025799999998
Acton,8,0.434782609,7.4,1.32,0.253521127,43.636552,-80.02901999999997
Acton,9,0.28571428600000004,2.0,1.48,0.28571428600000004,43.637952,-80.02792600000002
Acton,10,0.304347826,3.2,1.7,0.329979879,43.63921,-80.025938
Acton,11,0.260869565,16.0,1.94,0.378269618,43.641366,-80.024425
Acton,12,0.434782609,5.6,2.27,0.444668008,43.643423,-80.021411
Acton,13,0.583333333,7.6,2.52,0.494969819,43.64544,-80.019766
Acton,14,0.636363636,0.0,2.81,0.55331992,43.647264,-80.017155
Acton,15,0.565217391,9.6,3.05,0.601609658,43.648941,-80.015283
Acton,16,0.47826087,6.0,3.51,0.69416499,43.652135,-80.01164399999998
Acton,17,0.222222222,0.0,4.15,0.822937626,43.656758,-80.006851
Acton,18,0.2,11.8,4.4,0.8732394370000001,43.658516,-80.004942
Acton,19,0.347826087,0.0,4.73,0.939637827,43.659632,-80.00050999999998
Acton,20,0.4166666670000001,13.0,5.03,1.0,43.66284,-79.999864
