OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Quito_pcs__GMIS_OID,Quito_pcs__GMIS_FID_,Quito_pcs__GMIS_COUNT,Quito_pcs__GMIS_AREA,Quito_pcs__GMIS_MEAN
-1,Quito,6,-0.001390000000000,-78.457070000000002,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,20.774799999999999,23.664700000000000,0.877900000000000,100.000000000000000,5,0,5,37,33300.000000000000000,60.243243243199998
-1,Quito,7,-0.003360000000000,-78.453720000000004,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,20.606000000000002,23.664700000000000,0.870700000000000,100.000000000000000,6,1,6,32,28800.000000000000000,87.937500000000000
-1,Quito,8,-0.007220000000000,-78.453059999999994,9,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,20.191600000000001,23.664700000000000,0.853200000000000,100.000000000000000,7,2,7,35,31500.000000000000000,88.685714285700001
-1,Quito,9,-0.014020000000000,-78.452860000000001,19,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,19.447299999999998,23.664700000000000,0.821800000000000,100.000000000000000,8,3,8,33,29700.000000000000000,70.878787878799997
-1,Quito,10,-0.024440000000000,-78.452070000000006,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,18.317499999999999,23.664700000000000,0.774000000000000,100.000000000000000,9,4,9,36,32400.000000000000000,53.583333333299997
-1,Quito,11,-0.033410000000000,-78.453699999999998,20,13,0.650000000000000,-0.186867000000000,-78.479535999999996,South America,17.303799999999999,23.664700000000000,0.731200000000000,100.000000000000000,10,5,10,35,31500.000000000000000,73.200000000000003
-1,Quito,12,-0.039720000000000,-78.454780000000000,15,9,0.600000000000000,-0.186867000000000,-78.479535999999996,South America,16.591899999999999,23.664700000000000,0.701100000000000,100.000000000000000,11,6,11,32,28800.000000000000000,67.375000000000000
-1,Quito,13,-0.049160000000000,-78.454319999999996,9,1,0.111000000000000,-0.186867000000000,-78.479535999999996,South America,15.566900000000000,23.664700000000000,0.657800000000000,100.000000000000000,12,7,12,36,32400.000000000000000,36.250000000000000
-1,Quito,14,-0.054990000000000,-78.453299999999999,8,3,0.375000000000000,-0.186867000000000,-78.479535999999996,South America,14.951400000000000,23.664700000000000,0.631800000000000,100.000000000000000,13,8,13,36,32400.000000000000000,76.305555555599994
-1,Quito,15,-0.066610000000000,-78.458330000000004,20,10,0.500000000000000,-0.186867000000000,-78.479535999999996,South America,13.578300000000000,23.664700000000000,0.573800000000000,100.000000000000000,14,9,14,35,31500.000000000000000,45.885714285699997
-1,Quito,16,-0.065670000000000,-78.465090000000004,15,6,0.400000000000000,-0.186867000000000,-78.479535999999996,South America,13.571899999999999,23.664700000000000,0.573500000000000,100.000000000000000,15,10,15,35,31500.000000000000000,72.371428571400003
-1,Quito,17,-0.069750000000000,-78.470399999999998,20,2,0.100000000000000,-0.186867000000000,-78.479535999999996,South America,13.062400000000000,23.664700000000000,0.552000000000000,100.000000000000000,16,11,16,35,31500.000000000000000,79.628571428599997
-1,Quito,18,-0.082690000000000,-78.483310000000003,17,4,0.235000000000000,-0.186867000000000,-78.479535999999996,South America,11.591600000000000,23.664700000000000,0.489800000000000,100.000000000000000,17,12,17,36,32400.000000000000000,21.750000000000000
-1,Quito,19,-0.088890000000000,-78.487589999999997,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,10.931300000000000,23.664700000000000,0.461900000000000,100.000000000000000,18,13,18,35,31500.000000000000000,44.342857142900002
-1,Quito,20,-0.096630000000000,-78.489490000000004,20,10,0.500000000000000,-0.186867000000000,-78.479535999999996,South America,10.094799999999999,23.664700000000000,0.426600000000000,100.000000000000000,19,14,19,32,28800.000000000000000,59.062500000000000
-1,Quito,21,-0.102650000000000,-78.491090000000000,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,9.452199999999999,23.664700000000000,0.399400000000000,100.000000000000000,20,15,20,32,28800.000000000000000,97.937500000000000
-1,Quito,22,-0.110580000000000,-78.493979999999993,20,1,0.050000000000000,-0.186867000000000,-78.479535999999996,South America,8.633400000000000,23.664700000000000,0.364800000000000,100.000000000000000,21,16,21,35,31500.000000000000000,99.685714285700001
-1,Quito,23,-0.115810000000000,-78.492000000000004,20,0,0.000000000000000,-0.186867000000000,-78.479535999999996,South America,8.021800000000001,23.664700000000000,0.339000000000000,100.000000000000000,22,17,22,35,31500.000000000000000,93.942857142899996
-1,Quito,24,-0.123920000000000,-78.491590000000002,20,2,0.100000000000000,-0.186867000000000,-78.479535999999996,South America,7.126600000000000,23.664700000000000,0.301100000000000,100.000000000000000,23,18,23,35,31500.000000000000000,79.628571428599997
