OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Fairbanks_pcs__GMIS_OID,Fairbanks_pcs__GMIS_FID_,Fairbanks_pcs__GMIS_COUNT,Fairbanks_pcs__GMIS_AREA,Fairbanks_pcs__GMIS_MEAN
-1,Fairbanks,1,64.830050000000000,-147.734059999999999,20,4,0.200000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.198600000000000,9.412500000000000,0.127300000000000,100.000000000000000,0,0,0,34,30600.000000000000000,84.558823529400001
-1,Fairbanks,2,64.831280000000007,-147.730760000000004,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.991800000000000,9.412500000000000,0.105400000000000,100.000000000000000,1,1,1,36,32400.000000000000000,72.638888888899999
-1,Fairbanks,3,64.833119999999994,-147.731549999999999,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.884400000000000,9.412500000000000,0.094000000000000,100.000000000000000,2,2,2,32,28800.000000000000000,34.437500000000000
-1,Fairbanks,4,64.835830000000001,-147.731099999999998,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.728600000000000,9.412500000000000,0.077400000000000,100.000000000000000,3,3,3,32,28800.000000000000000,96.125000000000000
-1,Fairbanks,5,64.837350000000001,-147.731750000000005,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.728000000000000,9.412500000000000,0.077300000000000,100.000000000000000,4,4,4,32,28800.000000000000000,51.343750000000000
-1,Fairbanks,6,64.838030000000003,-147.733489999999989,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.809200000000000,9.412500000000000,0.086000000000000,100.000000000000000,5,5,5,24,21600.000000000000000,25.500000000000000
-1,Fairbanks,7,64.839160000000007,-147.735649999999993,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.923700000000000,9.412500000000000,0.098100000000000,100.000000000000000,6,6,6,31,27900.000000000000000,59.967741935500001
-1,Fairbanks,8,64.845160000000007,-147.722579999999994,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.871700000000000,9.412500000000000,0.092600000000000,100.000000000000000,7,7,7,35,31500.000000000000000,98.085714285700007
-1,Fairbanks,9,64.845609999999994,-147.726879999999994,20,7,0.350000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.002500000000000,9.412500000000000,0.106500000000000,100.000000000000000,8,8,8,36,32400.000000000000000,59.416666666700003
-1,Fairbanks,10,64.845309999999998,-147.717600000000004,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,0.839700000000000,9.412500000000000,0.089200000000000,100.000000000000000,9,9,9,35,31500.000000000000000,67.942857142899996
-1,Fairbanks,11,64.847780000000000,-147.716600000000000,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.112400000000000,9.412500000000000,0.118200000000000,100.000000000000000,10,10,10,35,31500.000000000000000,42.514285714300001
-1,Fairbanks,12,64.851900000000001,-147.715170000000001,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.571600000000000,9.412500000000000,0.167000000000000,100.000000000000000,11,11,11,35,31500.000000000000000,59.200000000000003
-1,Fairbanks,13,64.851910000000004,-147.717170000000010,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,1.572100000000000,9.412500000000000,0.167000000000000,100.000000000000000,12,12,12,23,20700.000000000000000,84.739130434800003
-1,Fairbanks,14,64.862219999999994,-147.742510000000010,20,4,0.200000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.985300000000000,9.412500000000000,0.317200000000000,100.000000000000000,13,13,13,36,32400.000000000000000,55.194444444399998
-1,Fairbanks,15,64.860619999999997,-147.724909999999994,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.571900000000000,9.412500000000000,0.273200000000000,100.000000000000000,14,14,14,35,31500.000000000000000,69.685714285700001
-1,Fairbanks,16,64.857560000000007,-147.749560000000002,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.701400000000000,9.412500000000000,0.287000000000000,100.000000000000000,15,15,15,36,32400.000000000000000,52.055555555600002
-1,Fairbanks,17,64.854179999999999,-147.751659999999987,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.471200000000000,9.412500000000000,0.262500000000000,100.000000000000000,16,16,16,36,32400.000000000000000,37.555555555600002
-1,Fairbanks,18,64.867769999999993,-147.695159999999987,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,3.482700000000000,9.412500000000000,0.370000000000000,100.000000000000000,17,17,17,32,28800.000000000000000,15.343750000000000
-1,Fairbanks,19,64.855289999999997,-147.688359999999989,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.355200000000000,9.412500000000000,0.250200000000000,100.000000000000000,18,18,18,35,31500.000000000000000,99.914285714299993
-1,Fairbanks,20,64.858339999999998,-147.675309999999996,20,3,0.150000000000000,64.837776000000005,-147.716385000000002,USA,North America,2.999500000000000,9.412500000000000,0.318700000000000,100.000000000000000,19,19,19,34,30600.000000000000000,81.441176470599999
-1,Fairbanks,21,64.859359999999995,-147.675309999999996,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,3.086800000000000,9.412500000000000,0.327900000000000,100.000000000000000,20,20,20,23,20700.000000000000000,42.521739130400000
-1,Fairbanks,22,64.870519999999999,-147.646620000000013,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,4.911500000000000,9.412500000000000,0.521800000000000,100.000000000000000,21,21,21,35,31500.000000000000000,57.228571428599999
-1,Fairbanks,23,64.896519999999995,-147.663049999999998,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.000900000000000,9.412500000000000,0.743800000000000,100.000000000000000,22,22,22,35,31500.000000000000000,13.628571428600001
-1,Fairbanks,24,64.898510000000002,-147.662520000000001,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.216500000000000,9.412500000000000,0.766700000000000,100.000000000000000,23,23,23,34,30600.000000000000000,15.705882352900000
-1,Fairbanks,25,64.906379999999999,-147.633690000000001,20,6,0.300000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.569699999999999,9.412500000000000,0.910500000000000,100.000000000000000,24,24,24,37,33300.000000000000000,31.621621621599999
-1,Fairbanks,26,64.906490000000005,-147.633909999999986,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.575799999999999,9.412500000000000,0.911100000000000,100.000000000000000,25,25,25,2,1800.000000000000000,27.500000000000000
-1,Fairbanks,27,64.906670000000005,-147.622500000000002,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.850800000000000,9.412500000000000,0.940300000000000,100.000000000000000,26,26,26,35,31500.000000000000000,20.085714285700000
-1,Fairbanks,28,64.896389999999997,-147.618099999999998,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.001500000000000,9.412500000000000,0.850100000000000,100.000000000000000,27,27,27,33,29700.000000000000000,23.121212121199999
-1,Fairbanks,29,64.896199999999993,-147.623300000000000,20,7,0.350000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.844100000000000,9.412500000000000,0.833400000000000,100.000000000000000,28,28,28,37,33300.000000000000000,8.027027027030000
-1,Fairbanks,30,64.896900000000002,-147.627199999999988,19,2,0.105000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.807800000000000,9.412500000000000,0.829500000000000,100.000000000000000,29,29,29,35,31500.000000000000000,1.028571428570000
-1,Fairbanks,31,64.897099999999995,-147.633700000000005,20,5,0.250000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.665700000000000,9.412500000000000,0.814400000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.342857142857000
-1,Fairbanks,32,64.896799999999999,-147.639299999999992,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.505200000000000,9.412500000000000,0.797400000000000,100.000000000000000,31,31,31,36,32400.000000000000000,0.000000000000000
-1,Fairbanks,33,64.898799999999994,-147.632000000000005,20,6,0.300000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.869200000000000,9.412500000000000,0.836000000000000,100.000000000000000,32,32,32,36,32400.000000000000000,0.000000000000000
-1,Fairbanks,34,64.899199999999993,-147.624799999999993,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.084300000000001,9.412500000000000,0.858900000000000,100.000000000000000,33,33,33,34,30600.000000000000000,0.000000000000000
-1,Fairbanks,35,64.899299999999997,-147.618300000000005,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,8.261799999999999,9.412500000000000,0.877700000000000,100.000000000000000,34,34,34,36,32400.000000000000000,9.277777777780001
-1,Fairbanks,36,64.891800000000003,-147.667100000000005,20,1,0.050000000000000,64.837776000000005,-147.716385000000002,USA,North America,6.442400000000000,9.412500000000000,0.684500000000000,100.000000000000000,35,35,35,35,31500.000000000000000,10.085714285700000
-1,Fairbanks,37,64.881399999999999,-147.812600000000003,20,2,0.100000000000000,64.837776000000005,-147.716385000000002,USA,North America,6.647500000000000,9.412500000000000,0.706200000000000,100.000000000000000,36,36,36,34,30600.000000000000000,23.911764705900001
-1,Fairbanks,38,64.890299999999996,-147.814799999999991,20,3,0.150000000000000,64.837776000000005,-147.716385000000002,USA,North America,7.464400000000000,9.412500000000000,0.793000000000000,100.000000000000000,37,37,37,32,28800.000000000000000,51.031250000000000
-1,Fairbanks,39,64.909719999999993,-147.624200000000002,20,0,0.000000000000000,64.837776000000005,-147.716385000000002,USA,North America,9.107200000000001,9.412500000000000,0.967600000000000,100.000000000000000,38,38,38,36,32400.000000000000000,21.944444444399998
-1,Fairbanks,40,64.913610000000006,-147.627800000000008,20,4,0.200000000000000,64.837776000000005,-147.716385000000002,USA,North America,9.412500000000000,9.412500000000000,1.000000000000000,100.000000000000000,39,39,39,35,31500.000000000000000,7.257142857140000
