OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Orangeville_pcs__GMIS_OID,Orangeville_pcs__GMIS_FID_,Orangeville_pcs__GMIS_COUNT,Orangeville_pcs__GMIS_AREA,Orangeville_pcs__GMIS_MEAN
-1,Orangeville,1,43.917672000000003,-80.095032000000003,NA,NA,0.100000000000000,43.919240000000002,-80.097409999999996,North America,0.258220982422000,6.634869742480000,0.038900000000000,100.000000000000000,0,0,0,34,30600.000000000000000,50.000000000000000
-1,Orangeville,2,43.918664999999997,-80.100931000000003,NA,NA,0.368421053000000,43.919240000000002,-80.097409999999996,North America,0.289175290817000,6.634869742480000,0.043600000000000,100.000000000000000,1,1,1,35,31500.000000000000000,51.085714285700000
-1,Orangeville,3,43.917541000000000,-80.105250999999996,NA,NA,0.428571429000000,43.919240000000002,-80.097409999999996,North America,0.655838835106000,6.634869742480000,0.098800000000000,100.000000000000000,2,2,2,35,31500.000000000000000,76.514285714300001
-1,Orangeville,4,43.917239000000002,-80.108331000000007,NA,NA,0.476190476000000,43.919240000000002,-80.097409999999996,North America,0.902594667683000,6.634869742480000,0.136000000000000,100.000000000000000,3,3,3,35,31500.000000000000000,48.028571428600003
-1,Orangeville,5,43.915982000000000,-80.111579000000006,NA,NA,0.450000000000000,43.919240000000002,-80.097409999999996,North America,1.191325652530000,6.634869742480000,0.179600000000000,100.000000000000000,4,4,4,32,28800.000000000000000,48.937500000000000
-1,Orangeville,6,43.915140999999998,-80.116459000000006,NA,NA,0.300000000000000,43.919240000000002,-80.097409999999996,North America,1.592418477950000,6.634869742480000,0.240000000000000,100.000000000000000,5,5,5,36,32400.000000000000000,48.777777777799997
-1,Orangeville,7,43.913429999999998,-80.122837000000004,NA,NA,0.250000000000000,43.919240000000002,-80.097409999999996,North America,2.136701145840000,6.634869742480000,0.322000000000000,100.000000000000000,6,6,6,35,31500.000000000000000,36.057142857099997
-1,Orangeville,8,43.914158000000000,-80.119303000000002,NA,NA,0.350000000000000,43.919240000000002,-80.097409999999996,North America,1.842411547790000,6.634869742480000,0.277700000000000,100.000000000000000,7,7,7,32,28800.000000000000000,51.187500000000000
-1,Orangeville,9,43.913693000000002,-80.124861999999993,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,2.283759973190000,6.634869742480000,0.344200000000000,100.000000000000000,8,8,8,32,28800.000000000000000,37.562500000000000
-1,Orangeville,10,43.912025999999997,-80.127049999999997,NA,NA,0.200000000000000,43.919240000000002,-80.097409999999996,North America,2.506032385540000,6.634869742480000,0.377700000000000,100.000000000000000,9,9,9,35,31500.000000000000000,29.942857142899999
-1,Orangeville,11,43.911780999999998,-80.129874999999998,NA,NA,0.100000000000000,43.919240000000002,-80.097409999999996,North America,2.729534433500000,6.634869742480000,0.411400000000000,100.000000000000000,10,10,10,32,28800.000000000000000,39.312500000000000
-1,Orangeville,12,43.913018999999998,-80.132636000000005,NA,NA,0.600000000000000,43.919240000000002,-80.097409999999996,North America,2.905156505870000,6.634869742480000,0.437900000000000,100.000000000000000,11,11,11,37,33300.000000000000000,0.000000000000000
-1,Orangeville,13,43.909595000000003,-80.134867000000000,NA,NA,0.619047619000000,43.919240000000002,-80.097409999999996,North America,3.186304550230000,6.634869742480000,0.480200000000000,100.000000000000000,12,12,12,37,33300.000000000000000,42.648648648600002
-1,Orangeville,14,43.910259000000003,-80.137512000000001,NA,NA,0.600000000000000,43.919240000000002,-80.097409999999996,North America,3.363893583120000,6.634869742480000,0.507000000000000,100.000000000000000,13,13,13,36,32400.000000000000000,33.027777777799997
-1,Orangeville,15,43.913043000000002,-80.140613999999999,NA,NA,0.250000000000000,43.919240000000002,-80.097409999999996,North America,3.528572945750000,6.634869742480000,0.531800000000000,100.000000000000000,14,14,14,36,32400.000000000000000,0.000000000000000
-1,Orangeville,16,43.909547000000003,-80.141696999999994,NA,NA,0.500000000000000,43.919240000000002,-80.097409999999996,North America,3.707607680670000,6.634869742480000,0.558800000000000,100.000000000000000,15,15,15,36,32400.000000000000000,16.972222222199999
-1,Orangeville,17,43.912475000000001,-80.147833000000006,NA,NA,0.400000000000000,43.919240000000002,-80.097409999999996,North America,4.108350212350000,6.634869742480000,0.619200000000000,100.000000000000000,16,16,16,32,28800.000000000000000,0.000000000000000
-1,Orangeville,18,43.907913000000001,-80.145570000000006,NA,NA,0.100000000000000,43.919240000000002,-80.097409999999996,North America,4.058176960300000,6.634869742480000,0.611600000000000,100.000000000000000,17,17,17,33,29700.000000000000000,11.363636363600000
-1,Orangeville,19,43.909841000000000,-80.149304999999998,NA,NA,0.250000000000000,43.919240000000002,-80.097409999999996,North America,4.286264622810000,6.634869742480000,0.646000000000000,100.000000000000000,18,18,18,32,28800.000000000000000,0.000000000000000
-1,Orangeville,20,43.907643999999998,-80.149859000000006,NA,NA,0.350000000000000,43.919240000000002,-80.097409999999996,North America,4.394762679880000,6.634869742480000,0.662400000000000,100.000000000000000,19,19,19,35,31500.000000000000000,8.885714285710000
