OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Fergus_pcs__GMIS_OID,Fergus_pcs__GMIS_FID_,Fergus_pcs__GMIS_COUNT,Fergus_pcs__GMIS_AREA,Fergus_pcs__GMIS_MEAN
-1,Fergus,1,43.706659999999999,-80.378056000000001,NA,NA,0.200000000000000,43.703670000000002,-80.379530000000003,North America,0.352954519972000,8.240240672220001,0.042800000000000,100.000000000000000,0,0,0,37,33300.000000000000000,61.000000000000000
-1,Fergus,2,43.706294000000000,-80.378794999999997,NA,NA,0.400000000000000,43.703670000000002,-80.379530000000003,North America,0.297697180587000,8.240240672220001,0.036100000000000,100.000000000000000,1,1,1,15,13500.000000000000000,70.066666666700002
-1,Fergus,3,43.706470000000003,-80.380319000000000,NA,NA,0.428571429000000,43.703670000000002,-80.379530000000003,North America,0.317739871141000,8.240240672220001,0.038600000000000,100.000000000000000,2,2,2,25,22500.000000000000000,40.640000000000001
-1,Fergus,4,43.707287999999998,-80.380983000000001,NA,NA,0.550000000000000,43.703670000000002,-80.379530000000003,North America,0.418914430083000,8.240240672220001,0.050800000000000,100.000000000000000,3,3,3,22,19800.000000000000000,24.818181818199999
-1,Fergus,5,43.707788999999998,-80.381749999999997,NA,NA,0.500000000000000,43.703670000000002,-80.379530000000003,North America,0.491547635995000,8.240240672220001,0.059700000000000,100.000000000000000,4,4,4,19,17100.000000000000000,26.631578947400001
-1,Fergus,6,43.709131999999997,-80.383736999999996,NA,NA,0.272727273000000,43.703670000000002,-80.379530000000003,North America,0.695144664745000,8.240240672220001,0.084400000000000,100.000000000000000,5,5,5,34,30600.000000000000000,27.823529411799999
-1,Fergus,7,43.711351000000001,-80.386593000000005,NA,NA,0.450000000000000,43.703670000000002,-80.379530000000003,North America,1.025562696700000,8.240240672220001,0.124500000000000,100.000000000000000,6,6,6,35,31500.000000000000000,38.885714285699997
-1,Fergus,8,43.712800000000001,-80.390299999999996,NA,NA,0.272727273000000,43.703670000000002,-80.379530000000003,North America,1.334188939520000,8.240240672220001,0.161900000000000,100.000000000000000,7,7,7,36,32400.000000000000000,30.305555555600002
-1,Fergus,9,43.714216000000000,-80.392066999999997,NA,NA,0.500000000000000,43.703670000000002,-80.379530000000003,North America,1.546156504980000,8.240240672220001,0.187600000000000,100.000000000000000,8,8,8,35,31500.000000000000000,27.828571428600000
-1,Fergus,10,43.715730999999998,-80.392949000000002,NA,NA,0.280000000000000,43.703670000000002,-80.379530000000003,North America,1.721031276510000,8.240240672220001,0.208900000000000,100.000000000000000,9,9,9,33,29700.000000000000000,31.696969697000000
-1,Fergus,11,43.715049999999998,-80.398353999999998,NA,NA,0.208333333000000,43.703670000000002,-80.379530000000003,North America,1.972433411190000,8.240240672220001,0.239400000000000,100.000000000000000,10,10,10,36,32400.000000000000000,0.638888888889000
-1,Fergus,12,43.719551000000003,-80.398679000000001,NA,NA,0.571428571000000,43.703670000000002,-80.379530000000003,North America,2.342470898920000,8.240240672220001,0.284300000000000,100.000000000000000,11,11,11,35,31500.000000000000000,6.000000000000000
-1,Fergus,13,43.721696999999999,-80.403644999999997,NA,NA,0.285714286000000,43.703670000000002,-80.379530000000003,North America,2.788312882020000,8.240240672220001,0.338400000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.000000000000000
-1,Fergus,14,43.728706000000003,-80.411176999999995,NA,NA,0.421052632000000,43.703670000000002,-80.379530000000003,North America,3.770805293260000,8.240240672220001,0.457600000000000,100.000000000000000,13,13,13,36,32400.000000000000000,3.166666666670000
-1,Fergus,15,43.734205000000003,-80.418797999999995,NA,NA,0.545454545000000,43.703670000000002,-80.379530000000003,North America,4.635427262120000,8.240240672220001,0.562500000000000,100.000000000000000,14,14,14,35,31500.000000000000000,2.000000000000000
-1,Fergus,16,43.736750999999998,-80.422346000000005,NA,NA,0.541666667000000,43.703670000000002,-80.379530000000003,North America,5.036886322790000,8.240240672220001,0.611300000000000,100.000000000000000,15,15,15,35,31500.000000000000000,5.800000000000000
-1,Fergus,17,43.739241000000000,-80.427429000000004,NA,NA,0.722222222000000,43.703670000000002,-80.379530000000003,North America,5.519160109070000,8.240240672220001,0.669800000000000,100.000000000000000,16,16,16,32,28800.000000000000000,1.187500000000000
-1,Fergus,18,43.747317000000002,-80.437192999999994,NA,NA,0.653846154000000,43.703670000000002,-80.379530000000003,North America,6.710049078170000,8.240240672220001,0.814300000000000,100.000000000000000,17,17,17,35,31500.000000000000000,3.114285714290000
-1,Fergus,19,43.752122000000000,-80.448932999999997,NA,NA,0.500000000000000,43.703670000000002,-80.379530000000003,North America,7.754116377710000,8.240240672220001,0.941000000000000,100.000000000000000,18,18,18,34,30600.000000000000000,0.000000000000000
-1,Fergus,20,43.755935999999998,-80.452233000000007,NA,NA,0.640000000000000,43.703670000000002,-80.379530000000003,North America,8.240240672220001,8.240240672220001,1.000000000000000,100.000000000000000,19,19,19,36,32400.000000000000000,2.388888888890000
