OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Calgary_pcs__GMIS_OID,Calgary_pcs__GMIS_FID_,Calgary_pcs__GMIS_COUNT,Calgary_pcs__GMIS_AREA,Calgary_pcs__GMIS_MEAN
-1,Calgary,1,51.051859999999998,-114.064019999999999,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,0.772000000000000,35.048999999999999,0.022000000000000,100.000000000000000,0,0,0,32,28800.000000000000000,60.093750000000000
-1,Calgary,2,51.040740000000000,-114.069479999999999,20,7,0.350000000000000,51.047328999999998,-114.072387000000006,North America,0.760300000000000,35.048999999999999,0.021700000000000,100.000000000000000,1,1,1,34,30600.000000000000000,82.323529411799996
-1,Calgary,3,51.030180000000001,-114.069080000000000,10,1,0.100000000000000,51.047328999999998,-114.072387000000006,North America,1.920800000000000,35.048999999999999,0.054800000000000,100.000000000000000,2,2,2,36,32400.000000000000000,74.638888888899999
-1,Calgary,4,51.022080000000003,-114.071520000000007,10,1,0.100000000000000,51.047328999999998,-114.072387000000006,North America,2.808200000000000,35.048999999999999,0.080100000000000,100.000000000000000,3,3,3,32,28800.000000000000000,38.437500000000000
-1,Calgary,5,51.014260000000000,-114.072239999999994,20,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,3.677100000000000,35.048999999999999,0.104900000000000,100.000000000000000,4,4,4,34,30600.000000000000000,20.117647058799999
-1,Calgary,6,51.006439999999998,-114.070300000000003,14,2,0.143000000000000,51.047328999999998,-114.072387000000006,North America,4.549000000000000,35.048999999999999,0.129800000000000,100.000000000000000,5,5,5,32,28800.000000000000000,70.750000000000000
-1,Calgary,7,51.010339999999999,-114.078930000000000,20,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,4.138400000000000,35.048999999999999,0.118100000000000,100.000000000000000,6,6,6,35,31500.000000000000000,53.514285714300001
-1,Calgary,8,50.999769999999998,-114.079059999999998,13,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,5.308900000000000,35.048999999999999,0.151500000000000,100.000000000000000,7,7,7,37,33300.000000000000000,58.324324324300001
-1,Calgary,9,50.991709999999998,-114.086280000000002,20,2,0.100000000000000,51.047328999999998,-114.072387000000006,North America,6.260400000000000,35.048999999999999,0.178600000000000,100.000000000000000,8,8,8,32,28800.000000000000000,65.437500000000000
-1,Calgary,10,50.987879999999997,-114.085899999999995,20,3,0.150000000000000,51.047328999999998,-114.072387000000006,North America,6.677700000000000,35.048999999999999,0.190500000000000,100.000000000000000,9,9,9,36,32400.000000000000000,49.555555555600002
-1,Calgary,11,50.978470000000002,-114.083659999999995,10,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,7.697300000000000,35.048999999999999,0.219600000000000,100.000000000000000,10,10,10,32,28800.000000000000000,78.687500000000000
-1,Calgary,12,50.960810000000002,-114.087879999999998,20,1,0.050000000000000,51.047328999999998,-114.072387000000006,North America,9.681400000000000,35.048999999999999,0.276200000000000,100.000000000000000,11,11,11,35,31500.000000000000000,55.542857142899997
-1,Calgary,13,50.960549999999998,-114.085080000000005,10,3,0.300000000000000,51.047328999999998,-114.072387000000006,North America,9.690200000000001,35.048999999999999,0.276500000000000,100.000000000000000,12,12,12,35,31500.000000000000000,72.514285714300001
-1,Calgary,14,50.955320000000000,-114.083449999999999,12,2,0.167000000000000,51.047328999999998,-114.072387000000006,North America,10.260199999999999,35.048999999999999,0.292700000000000,100.000000000000000,13,13,13,35,31500.000000000000000,28.057142857100001
-1,Calgary,15,50.942219999999999,-114.080929999999995,20,2,0.100000000000000,51.047328999999998,-114.072387000000006,North America,11.702900000000000,35.048999999999999,0.333900000000000,100.000000000000000,14,14,14,35,31500.000000000000000,41.657142857099998
-1,Calgary,16,50.935740000000003,-114.083230000000000,13,0,0.000000000000000,51.047328999999998,-114.072387000000006,North America,12.431300000000000,35.048999999999999,0.354700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,58.971428571399997
-1,Calgary,17,50.925849999999997,-114.079629999999995,20,5,0.250000000000000,51.047328999999998,-114.072387000000006,North America,13.517400000000000,35.048999999999999,0.385700000000000,100.000000000000000,16,16,16,35,31500.000000000000000,54.485714285699999
-1,Calgary,18,50.920389999999998,-114.094139999999996,12,1,0.083000000000000,51.047328999999998,-114.072387000000006,North America,14.196899999999999,35.048999999999999,0.405100000000000,100.000000000000000,17,17,17,32,28800.000000000000000,47.031250000000000
-1,Calgary,19,50.908360000000002,-114.097600000000000,12,1,0.083000000000000,51.047328999999998,-114.072387000000006,North America,15.553100000000001,35.048999999999999,0.443800000000000,100.000000000000000,18,18,18,36,32400.000000000000000,53.638888888899999
-1,Calgary,20,50.899320000000003,-114.093490000000003,13,6,0.462000000000000,51.047328999999998,-114.072387000000006,North America,16.524000000000001,35.048999999999999,0.471500000000000,100.000000000000000,19,19,19,36,32400.000000000000000,66.416666666699996
-1,Calgary,21,50.889690000000002,-114.094390000000004,10,3,0.300000000000000,51.047328999999998,-114.072387000000006,North America,17.596200000000000,35.048999999999999,0.502000000000000,100.000000000000000,20,20,20,33,29700.000000000000000,19.060606060600001
-1,Calgary,22,50.877640000000000,-114.094279999999998,10,3,0.300000000000000,51.047328999999998,-114.072387000000006,North America,18.930700000000002,35.048999999999999,0.540100000000000,100.000000000000000,21,21,21,36,32400.000000000000000,0.555555555556000
