OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Ottawa_pcs__GMIS_OID,Ottawa_pcs__GMIS_FID_,Ottawa_pcs__GMIS_COUNT,Ottawa_pcs__GMIS_AREA,Ottawa_pcs__GMIS_MEAN
,Ottawa,1,45.419944999999998,-75.706850000000003,16,5,0.312000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.774400000000000,14.727399999999999,0.052600000000000,100.000000000000000,0,0,0,34,30600.000000000000000,60.352941176500003
,Ottawa,2,45.417394000000002,-75.695447999999999,15,11,0.733000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.479800000000000,14.727399999999999,0.032600000000000,100.000000000000000,1,1,1,36,32400.000000000000000,85.555555555599994
,Ottawa,3,45.414583000000000,-75.696205000000006,15,5,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.776500000000000,14.727399999999999,0.052700000000000,100.000000000000000,2,2,2,35,31500.000000000000000,87.228571428600006
,Ottawa,4,45.413665000000002,-75.698559399999994,14,4,0.286000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.881300000000000,14.727399999999999,0.059800000000000,100.000000000000000,3,3,3,35,31500.000000000000000,63.114285714300003
,Ottawa,5,45.412697000000001,-75.701505999999995,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,1.038600000000000,14.727399999999999,0.070500000000000,100.000000000000000,4,4,4,35,31500.000000000000000,34.428571428600002
,Ottawa,6,45.408192000000000,-75.703249000000000,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,1.556900000000000,14.727399999999999,0.105700000000000,100.000000000000000,5,5,5,34,30600.000000000000000,41.852941176500003
,Ottawa,7,45.403278000000000,-75.701058000000003,12,6,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,2.052100000000000,14.727399999999999,0.139300000000000,100.000000000000000,6,6,6,35,31500.000000000000000,59.057142857099997
,Ottawa,8,45.389986000000000,-75.696263000000002,15,6,0.400000000000000,45.421531999999999,-75.697188999999995,Canada,North America,3.508500000000000,14.727399999999999,0.238200000000000,100.000000000000000,7,7,7,34,30600.000000000000000,31.235294117599999
,Ottawa,9,45.389657999999997,-75.696263000000002,14,1,0.071000000000000,45.421531999999999,-75.697188999999995,Canada,North America,3.545000000000000,14.727399999999999,0.240700000000000,100.000000000000000,8,8,8,11,9900.000000000000000,26.818181818199999
,Ottawa,10,45.380344999999998,-75.687860000000001,16,3,0.188000000000000,45.421531999999999,-75.697188999999995,Canada,North America,4.637300000000000,14.727399999999999,0.314900000000000,100.000000000000000,9,9,9,32,28800.000000000000000,16.656250000000000
,Ottawa,11,45.375579999999999,-75.692857000000004,12,4,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,5.120800000000000,14.727399999999999,0.347700000000000,100.000000000000000,10,10,10,34,30600.000000000000000,27.382352941200001
,Ottawa,12,45.371529000000002,-75.691063999999997,14,2,0.143000000000000,45.421531999999999,-75.697188999999995,Canada,North America,5.580600000000000,14.727399999999999,0.378900000000000,100.000000000000000,11,11,11,37,33300.000000000000000,30.405405405400000
,Ottawa,13,45.379154000000000,-75.690950999999998,16,3,0.188000000000000,45.421531999999999,-75.697188999999995,Canada,North America,4.737300000000000,14.727399999999999,0.321700000000000,100.000000000000000,12,12,12,36,32400.000000000000000,19.250000000000000
,Ottawa,14,45.366885000000003,-75.690136999999993,15,5,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.101400000000000,14.727399999999999,0.414300000000000,100.000000000000000,13,13,13,35,31500.000000000000000,23.942857142899999
,Ottawa,15,45.364870000000003,-75.687217000000004,16,5,0.312000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.348500000000000,14.727399999999999,0.431100000000000,100.000000000000000,14,14,14,35,31500.000000000000000,37.028571428600003
,Ottawa,16,45.365096999999999,-75.683010999999993,13,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.372200000000000,14.727399999999999,0.432700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,25.199999999999999
,Ottawa,17,45.363346999999997,-75.688309000000004,15,2,0.133000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.506900000000000,14.727399999999999,0.441800000000000,100.000000000000000,16,16,16,35,31500.000000000000000,11.600000000000000
,Ottawa,18,45.356619999999999,-75.691749000000002,15,2,0.133000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.230400000000000,14.727399999999999,0.490900000000000,100.000000000000000,17,17,17,33,29700.000000000000000,23.090909090899999
,Ottawa,19,45.353262000000001,-75.692874000000003,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.598800000000000,14.727399999999999,0.516000000000000,100.000000000000000,18,18,18,35,31500.000000000000000,30.085714285700000
,Ottawa,20,45.353262000000001,-75.699112000000000,12,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.592800000000000,14.727399999999999,0.515600000000000,100.000000000000000,19,19,19,34,30600.000000000000000,7.294117647060000
,Ottawa,21,45.352291000000001,-75.695804999999993,12,9,0.750000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.700000000000000,14.727399999999999,0.522800000000000,100.000000000000000,20,20,20,34,30600.000000000000000,12.882352941200001
,Ottawa,22,45.355390000000000,-75.690526000000006,16,2,0.125000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.373000000000000,14.727399999999999,0.500600000000000,100.000000000000000,21,21,21,33,29700.000000000000000,20.272727272699999
,Ottawa,23,45.345334000000001,-75.691725000000005,12,1,0.083000000000000,45.421531999999999,-75.697188999999995,Canada,North America,8.483599999999999,14.727399999999999,0.576000000000000,100.000000000000000,22,22,22,34,30600.000000000000000,46.029411764700001
,Ottawa,24,45.342216999999998,-75.691725000000005,14,1,0.071000000000000,45.421531999999999,-75.697188999999995,Canada,North America,8.829700000000001,14.727399999999999,0.599500000000000,100.000000000000000,23,23,23,35,31500.000000000000000,55.799999999999997
,Ottawa,25,45.339871000000002,-75.692036999999999,11,3,0.273000000000000,45.421531999999999,-75.697188999999995,Canada,North America,9.089200000000000,14.727399999999999,0.617200000000000,100.000000000000000,24,24,24,33,29700.000000000000000,45.242424242399998
,Ottawa,26,45.336153000000003,-75.693166000000005,14,2,0.143000000000000,45.421531999999999,-75.697188999999995,Canada,North America,9.498900000000001,14.727399999999999,0.645000000000000,100.000000000000000,25,25,25,35,31500.000000000000000,8.114285714290000
,Ottawa,27,45.329690999999997,-75.694084000000004,16,4,0.250000000000000,45.421531999999999,-75.697188999999995,Canada,North America,10.215100000000000,14.727399999999999,0.693600000000000,100.000000000000000,26,26,26,35,31500.000000000000000,20.257142857100000
,Ottawa,28,45.323048000000000,-75.689336999999995,16,7,0.438000000000000,45.421531999999999,-75.697188999999995,Canada,North America,10.968100000000000,14.727399999999999,0.744700000000000,100.000000000000000,27,27,27,36,32400.000000000000000,24.416666666699999
,Ottawa,29,45.320335000000000,-75.689971999999997,16,8,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.266700000000000,14.727399999999999,0.765000000000000,100.000000000000000,28,28,28,35,31500.000000000000000,46.371428571400003
,Ottawa,30,45.303286000000000,-75.679958999999997,16,8,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,13.217100000000000,14.727399999999999,0.897400000000000,100.000000000000000,29,29,29,34,30600.000000000000000,20.088235294099999
,Ottawa,31,45.308829000000003,-75.692695000000001,16,2,0.125000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.536899999999999,14.727399999999999,0.851300000000000,100.000000000000000,30,30,30,34,30600.000000000000000,2.411764705880000
,Ottawa,32,45.307474999999997,-75.692359999999994,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.688200000000000,14.727399999999999,0.861500000000000,100.000000000000000,31,31,31,29,26100.000000000000000,4.862068965520000
,Ottawa,33,45.313327999999998,-75.693374000000006,16,4,0.250000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.035399999999999,14.727399999999999,0.817200000000000,100.000000000000000,32,32,32,36,32400.000000000000000,18.000000000000000
,Ottawa,34,45.313054000000001,-75.693158999999994,10,8,0.800000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.066300000000000,14.727399999999999,0.819300000000000,100.000000000000000,33,33,33,5,4500.000000000000000,3.200000000000000
,Ottawa,35,45.318708999999998,-75.688027000000005,12,4,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.455800000000000,14.727399999999999,0.777900000000000,100.000000000000000,34,34,34,35,31500.000000000000000,39.714285714299997
,Ottawa,36,45.315683999999997,-75.687319000000002,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.795000000000000,14.727399999999999,0.800900000000000,100.000000000000000,35,35,35,37,33300.000000000000000,45.162162162199998
