OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Halifax_pcs__GMIS_OID,Halifax_pcs__GMIS_FID_,Halifax_pcs__GMIS_COUNT,Halifax_pcs__GMIS_AREA,Halifax_pcs__GMIS_MEAN
-1,Halifax,1,44.639620000000001,-63.574480000000001,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.018800000000000,24.200900000000001,0.042100000000000,100.000000000000000,0,0,0,35,31500.000000000000000,36.028571428600003
-1,Halifax,2,44.638620000000003,-63.577820000000003,20,5,0.250000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.146500000000000,24.200900000000001,0.047400000000000,100.000000000000000,1,1,1,35,31500.000000000000000,54.285714285700003
-1,Halifax,3,44.640709999999999,-63.579720000000002,19,4,0.211000000000000,44.648766000000002,-63.575237000000001,Canada,North America,0.963400000000000,24.200900000000001,0.039800000000000,100.000000000000000,2,2,2,35,31500.000000000000000,33.799999999999997
-1,Halifax,4,44.644240000000003,-63.584800000000001,20,1,0.050000000000000,44.648766000000002,-63.575237000000001,Canada,North America,0.908600000000000,24.200900000000001,0.037500000000000,100.000000000000000,3,3,3,35,31500.000000000000000,17.399999999999999
-1,Halifax,5,44.643929999999997,-63.588580000000000,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.184600000000000,24.200900000000001,0.048900000000000,100.000000000000000,4,4,4,36,32400.000000000000000,40.583333333299997
-1,Halifax,6,44.645919999999997,-63.589540000000000,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.174900000000000,24.200900000000001,0.048500000000000,100.000000000000000,5,5,5,34,30600.000000000000000,55.794117647100002
-1,Halifax,7,44.649160000000002,-63.591310000000000,20,6,0.300000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.272200000000000,24.200900000000001,0.052600000000000,100.000000000000000,6,6,6,35,31500.000000000000000,19.600000000000001
-1,Halifax,8,44.650579999999998,-63.597349999999999,20,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.760900000000000,24.200900000000001,0.072800000000000,100.000000000000000,7,7,7,36,32400.000000000000000,34.361111111100001
-1,Halifax,9,44.651220000000002,-63.605899999999998,20,1,0.050000000000000,44.648766000000002,-63.575237000000001,Canada,North America,2.440900000000000,24.200900000000001,0.100900000000000,100.000000000000000,8,8,8,35,31500.000000000000000,16.228571428599999
-1,Halifax,10,44.649250000000002,-63.613639999999997,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,3.038400000000000,24.200900000000001,0.125500000000000,100.000000000000000,9,9,9,35,31500.000000000000000,15.571428571400000
-1,Halifax,11,44.646729999999998,-63.609800000000000,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,2.743600000000000,24.200900000000001,0.113400000000000,100.000000000000000,10,10,10,36,32400.000000000000000,15.750000000000000
-1,Halifax,12,44.652670000000001,-63.619140000000002,20,1,0.050000000000000,44.648766000000002,-63.575237000000001,Canada,North America,3.500000000000000,24.200900000000001,0.144600000000000,100.000000000000000,11,11,11,34,30600.000000000000000,19.176470588200001
-1,Halifax,13,44.653959999999998,-63.622570000000003,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,3.788500000000000,24.200900000000001,0.156500000000000,100.000000000000000,12,12,12,36,32400.000000000000000,47.583333333299997
-1,Halifax,14,44.653860000000002,-63.626420000000003,20,1,0.050000000000000,44.648766000000002,-63.575237000000001,Canada,North America,4.088200000000000,24.200900000000001,0.168900000000000,100.000000000000000,13,13,13,37,33300.000000000000000,68.972972972999997
-1,Halifax,15,44.651409999999998,-63.637479999999996,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,4.932500000000000,24.200900000000001,0.203800000000000,100.000000000000000,14,14,14,35,31500.000000000000000,20.685714285700001
-1,Halifax,16,44.652070000000002,-63.642730000000000,16,2,0.125000000000000,44.648766000000002,-63.575237000000001,Canada,North America,5.351700000000000,24.200900000000001,0.221100000000000,100.000000000000000,15,15,15,34,30600.000000000000000,12.411764705900000
-1,Halifax,17,44.652040000000000,-63.645460000000000,18,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,5.566900000000000,24.200900000000001,0.230000000000000,100.000000000000000,16,16,16,34,30600.000000000000000,32.529411764700001
-1,Halifax,18,44.655490000000000,-63.648209999999999,18,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,5.820600000000000,24.200900000000001,0.240500000000000,100.000000000000000,17,17,17,32,28800.000000000000000,26.531250000000000
-1,Halifax,19,44.649529999999999,-63.648820000000001,18,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,5.821500000000000,24.200900000000001,0.240500000000000,100.000000000000000,18,18,18,34,30600.000000000000000,31.058823529400001
-1,Halifax,20,44.649230000000003,-63.652479999999997,18,1,0.056000000000000,44.648766000000002,-63.575237000000001,Canada,North America,6.110700000000000,24.200900000000001,0.252500000000000,100.000000000000000,19,19,19,35,31500.000000000000000,63.799999999999997
-1,Halifax,21,44.634000000000000,-63.684950000000001,18,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,8.834099999999999,24.200900000000001,0.365000000000000,100.000000000000000,20,20,20,36,32400.000000000000000,21.138888888899999
-1,Halifax,22,44.632429999999999,-63.684730000000002,19,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,8.851300000000000,24.200900000000001,0.365700000000000,100.000000000000000,21,21,21,33,29700.000000000000000,14.757575757600000
-1,Halifax,23,44.642060000000001,-63.688119999999998,20,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,8.961499999999999,24.200900000000001,0.370300000000000,100.000000000000000,22,22,22,32,28800.000000000000000,70.625000000000000
-1,Halifax,24,44.636560000000003,-63.691360000000003,19,2,0.105000000000000,44.648766000000002,-63.575237000000001,Canada,North America,9.286799999999999,24.200900000000001,0.383700000000000,100.000000000000000,23,23,23,35,31500.000000000000000,21.028571428599999
-1,Halifax,25,44.636699999999998,-63.698760000000000,15,2,0.133000000000000,44.648766000000002,-63.575237000000001,Canada,North America,9.864200000000000,24.200900000000001,0.407600000000000,100.000000000000000,24,24,24,35,31500.000000000000000,17.714285714300001
-1,Halifax,26,44.643389999999997,-63.707830000000001,17,5,0.294000000000000,44.648766000000002,-63.575237000000001,Canada,North America,10.506600000000001,24.200900000000001,0.434100000000000,100.000000000000000,25,25,25,35,31500.000000000000000,31.428571428600002
-1,Halifax,27,44.644849999999998,-63.712719999999997,16,3,0.188000000000000,44.648766000000002,-63.575237000000001,Canada,North America,10.885000000000000,24.200900000000001,0.449800000000000,100.000000000000000,26,26,26,32,28800.000000000000000,31.156250000000000
-1,Halifax,28,44.655230000000003,-63.735340000000001,19,1,0.053000000000000,44.648766000000002,-63.575237000000001,Canada,North America,12.685000000000000,24.200900000000001,0.524200000000000,100.000000000000000,27,27,27,34,30600.000000000000000,19.058823529400001
-1,Halifax,29,44.653410000000001,-63.738289999999999,18,3,0.167000000000000,44.648766000000002,-63.575237000000001,Canada,North America,12.908500000000000,24.200900000000001,0.533400000000000,100.000000000000000,28,28,28,35,31500.000000000000000,15.971428571400001
-1,Halifax,30,44.656739999999999,-63.736229999999999,18,2,0.111000000000000,44.648766000000002,-63.575237000000001,Canada,North America,12.765700000000001,24.200900000000001,0.527500000000000,100.000000000000000,29,29,29,36,32400.000000000000000,23.805555555600002
-1,Halifax,31,44.659829999999999,-63.740630000000003,18,3,0.167000000000000,44.648766000000002,-63.575237000000001,Canada,North America,13.140200000000000,24.200900000000001,0.543000000000000,100.000000000000000,30,30,30,32,28800.000000000000000,23.375000000000000
-1,Halifax,32,44.662070000000000,-63.749180000000003,16,1,0.062000000000000,44.648766000000002,-63.575237000000001,Canada,North America,13.837899999999999,24.200900000000001,0.571800000000000,100.000000000000000,31,31,31,36,32400.000000000000000,15.777777777800001
-1,Halifax,33,44.666359999999997,-63.763150000000003,18,2,0.111000000000000,44.648766000000002,-63.575237000000001,Canada,North America,14.991199999999999,24.200900000000001,0.619400000000000,100.000000000000000,32,32,32,35,31500.000000000000000,6.228571428570000
-1,Halifax,34,44.672870000000003,-63.782660000000000,17,3,0.176000000000000,44.648766000000002,-63.575237000000001,Canada,North America,16.622699999999998,24.200900000000001,0.686900000000000,100.000000000000000,33,33,33,35,31500.000000000000000,15.971428571400001
-1,Halifax,35,44.675840000000001,-63.812060000000002,17,1,0.059000000000000,44.648766000000002,-63.575237000000001,Canada,North America,18.970400000000001,24.200900000000001,0.783900000000000,100.000000000000000,34,34,34,36,32400.000000000000000,12.555555555600000
-1,Halifax,36,44.683239999999998,-63.840280000000000,18,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,21.308199999999999,24.200900000000001,0.880500000000000,100.000000000000000,35,35,35,37,33300.000000000000000,4.972972972970000
-1,Halifax,37,44.685040000000001,-63.847679999999997,20,5,0.250000000000000,44.648766000000002,-63.575237000000001,Canada,North America,21.919799999999999,24.200900000000001,0.905700000000000,100.000000000000000,36,36,36,34,30600.000000000000000,1.823529411760000
-1,Halifax,38,44.684590000000000,-63.858899999999998,18,2,0.111000000000000,44.648766000000002,-63.575237000000001,Canada,North America,22.783799999999999,24.200900000000001,0.941400000000000,100.000000000000000,37,37,37,35,31500.000000000000000,4.057142857140000
-1,Halifax,39,44.685699999999997,-63.874380000000002,19,3,0.158000000000000,44.648766000000002,-63.575237000000001,Canada,North America,24.010700000000000,24.200900000000001,0.992100000000000,100.000000000000000,38,38,38,37,33300.000000000000000,60.432432432399999
-1,Halifax,40,44.690880000000000,-63.875489999999999,17,1,0.059000000000000,44.648766000000002,-63.575237000000001,Canada,North America,24.200900000000001,24.200900000000001,1.000000000000000,100.000000000000000,39,39,39,36,32400.000000000000000,51.277777777799997
