city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,continent,distance,max_dist,std_distance,Country,GMIS_MEAN
Guelph,1,43.547469,-80.248663,NA,NA,0.260869565,43.54481,-80.24811,North America,0.2990077263923078,8.728394321210192,0.0343,Canada,74.20408163265306
Guelph,2,43.543796,-80.251401,NA,NA,0.208333333,43.54481,-80.24811,North America,0.288219952964638,8.728394321210192,0.033,Canada,76.10204081632654
Guelph,3,43.543534,-80.256281,NA,NA,0.15,43.54481,-80.24811,North America,0.6736843887408756,8.728394321210192,0.0772,Canada,34.142857142857146
Guelph,4,43.542081,-80.259996,NA,NA,0.13636363599999998,43.54481,-80.24811,North America,1.0049209679688884,8.728394321210192,0.1151,Canada,49.55102040816327
Guelph,5,43.540348,-80.26536999999998,NA,NA,0.444444444,43.54481,-80.24811,North America,1.477000956654721,8.728394321210192,0.1692,Canada,33.416666666666664
Guelph,6,43.537395,-80.268073,NA,NA,0.095238095,43.54481,-80.24811,North America,1.8080236882690779,8.728394321210192,0.2071,Canada,43.808510638297875
Guelph,7,43.534438,-80.271649,NA,NA,0.333333333,43.54481,-80.24811,North America,2.2203854309812536,8.728394321210192,0.2544,Canada,34.979166666666664
Guelph,8,43.532498,-80.278412,NA,NA,0.227272727,43.54481,-80.24811,North America,2.8000375763189,8.728394321210192,0.3208,Canada,20.958333333333332
Guelph,9,43.529329,-80.279211,NA,NA,0.333333333,43.54481,-80.24811,North America,3.0411030365069855,8.728394321210192,0.3484,Canada,39.82608695652174
Guelph,10,43.527514,-80.283798,NA,NA,0.14285714300000002,43.54481,-80.24811,North America,3.4604566765126634,8.728394321210192,0.3965,Canada,50.520833333333336
Guelph,11,43.52296,-80.287828,NA,NA,0.047619048,43.54481,-80.24811,North America,4.019248260253641,8.728394321210192,0.4605,Canada,62.829787234042556
Guelph,12,43.51745,-80.294999,NA,NA,0.4,43.54481,-80.24811,North America,4.852226135141292,8.728394321210192,0.5559,Canada,5.148936170212766
Guelph,13,43.517511,-80.299222,NA,NA,0.47826087,43.54481,-80.24811,North America,5.117862724281383,8.728394321210192,0.5863,Canada,0
Guelph,14,43.510934000000006,-80.303899,NA,NA,0.181818182,43.54481,-80.24811,North America,5.866755312277773,8.728394321210192,0.6721,Canada,3.18
Guelph,15,43.50731,-80.308595,NA,NA,0.533333333,43.54481,-80.24811,North America,6.416187566237875,8.728394321210192,0.7351,Canada,2.75
Guelph,16,43.503631,-80.31398100000001,NA,NA,0.35,43.54481,-80.24811,North America,7.0122616197841445,8.728394321210192,0.8034,Canada,0
Guelph,17,43.49825300000001,-80.321281,NA,NA,0.4,43.54481,-80.24811,North America,7.84901118641167,8.728394321210192,0.8993,Canada,0
Guelph,18,43.493583,-80.324448,NA,NA,0.391304348,43.54481,-80.24811,North America,8.386555124163046,8.728394321210192,0.9608,Canada,0
Guelph,19,43.492744,-80.32911899999998,NA,NA,0.7777777779999999,43.54481,-80.24811,North America,8.728394321210192,8.728394321210192,1,Canada,0
Guelph,20,43.496014,-80.33285,NA,NA,0.4,43.54481,-80.24811,North America,8.72496662689768,8.728394321210192,0.9996,Canada,0
