city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,continent,distance,max_dist,std_distance,Country,GMIS_MEAN
Fergus,1,43.70666,-80.378056,NA,NA,0.2,43.70367,-80.37953,North America,0.35295451997166377,8.240240672215846,0.0428,Canada,56.54347826086956
Fergus,2,43.706294,-80.378795,NA,NA,0.4,43.70367,-80.37953,North America,0.29769718058711286,8.240240672215846,0.0361,Canada,60.12244897959184
Fergus,3,43.70647,-80.380319,NA,NA,0.428571429,43.70367,-80.37953,North America,0.31773987114132257,8.240240672215846,0.0386,Canada,41.333333333333336
Fergus,4,43.707288,-80.380983,NA,NA,0.55,43.70367,-80.37953,North America,0.41891443008330836,8.240240672215846,0.0508,Canada,28
Fergus,5,43.707789,-80.38175,NA,NA,0.5,43.70367,-80.37953,North America,0.4915476359946682,8.240240672215846,0.0597,Canada,27.914893617021278
Fergus,6,43.709132,-80.383737,NA,NA,0.272727273,43.70367,-80.37953,North America,0.6951446647448694,8.240240672215846,0.0844,Canada,26.282608695652176
Fergus,7,43.711351,-80.386593,NA,NA,0.45,43.70367,-80.37953,North America,1.0255626966982028,8.240240672215846,0.1245,Canada,42.59183673469388
Fergus,8,43.7128,-80.3903,NA,NA,0.272727273,43.70367,-80.37953,North America,1.334188939522197,8.240240672215846,0.1619,Canada,32.57142857142857
Fergus,9,43.714216,-80.392067,NA,NA,0.5,43.70367,-80.37953,North America,1.5461565049823083,8.240240672215846,0.1876,Canada,29.717391304347824
Fergus,10,43.715731,-80.392949,NA,NA,0.28,43.70367,-80.37953,North America,1.7210312765061775,8.240240672215846,0.2089,Canada,28.14
Fergus,11,43.71505,-80.398354,NA,NA,0.208333333,43.70367,-80.37953,North America,1.9724334111862738,8.240240672215846,0.2394,Canada,0.2608695652173913
Fergus,12,43.719551,-80.398679,NA,NA,0.571428571,43.70367,-80.37953,North America,2.342470898922161,8.240240672215846,0.2843,Canada,6.142857142857143
Fergus,13,43.721697,-80.403645,NA,NA,0.28571428600000004,43.70367,-80.37953,North America,2.7883128820226646,8.240240672215846,0.3384,Canada,0
Fergus,14,43.728706,-80.411177,NA,NA,0.421052632,43.70367,-80.37953,North America,3.7708052932557585,8.240240672215846,0.4576,Canada,3.2448979591836733
Fergus,15,43.734205,-80.418798,NA,NA,0.545454545,43.70367,-80.37953,North America,4.635427262115578,8.240240672215846,0.5625,Canada,2.3333333333333335
Fergus,16,43.736751,-80.42234599999998,NA,NA,0.541666667,43.70367,-80.37953,North America,5.036886322789465,8.240240672215846,0.6113,Canada,5.38
Fergus,17,43.739241,-80.427429,NA,NA,0.7222222220000001,43.70367,-80.37953,North America,5.5191601090707465,8.240240672215846,0.6698,Canada,1.446808510638298
Fergus,18,43.747317,-80.43719300000002,NA,NA,0.653846154,43.70367,-80.37953,North America,6.71004907817653,8.240240672215846,0.8143,Canada,3.2291666666666665
Fergus,19,43.752122,-80.448933,NA,NA,0.5,43.70367,-80.37953,North America,7.754116377709879,8.240240672215846,0.941,Canada,0
Fergus,20,43.755936,-80.45223299999998,NA,NA,0.64,43.70367,-80.37953,North America,8.240240672215846,8.240240672215846,1,Canada,2.0408163265306123
