OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Lisbon_pcs__GMIS_OID,Lisbon_pcs__GMIS_FID_,Lisbon_pcs__GMIS_COUNT,Lisbon_pcs__GMIS_AREA,Lisbon_pcs__GMIS_MEAN
-1,Lisbon,2,38.709642000000002,-9.143395000000000,20,17,0.850000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,1.367900000000000,24.111499999999999,0.056700000000000,100.000000000000000,1,0,1,37,33300.000000000000000,89.243243243199998
-1,Lisbon,3,38.716386999999997,-9.148225000000000,19,18,0.947000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,1.870200000000000,24.111499999999999,0.077600000000000,100.000000000000000,2,1,2,35,31500.000000000000000,69.485714285699999
-1,Lisbon,4,38.721370000000000,-9.140044000000000,20,17,0.850000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,1.559900000000000,24.111499999999999,0.064700000000000,100.000000000000000,3,2,3,34,30600.000000000000000,46.588235294100002
-1,Lisbon,5,38.721881000000003,-9.155893000000001,20,19,0.950000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,2.718600000000000,24.111499999999999,0.112800000000000,100.000000000000000,4,3,4,36,32400.000000000000000,71.972222222200003
-1,Lisbon,6,38.726753000000002,-9.150081000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,2.601900000000000,24.111499999999999,0.107900000000000,100.000000000000000,5,4,5,35,31500.000000000000000,44.342857142900002
-1,Lisbon,7,38.731288999999997,-9.152848000000001,20,18,0.900000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,3.124700000000000,24.111499999999999,0.129600000000000,100.000000000000000,6,5,6,36,32400.000000000000000,57.222222222200003
-1,Lisbon,8,38.737399000000003,-9.155955000000001,20,15,0.750000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,3.810000000000000,24.111499999999999,0.158000000000000,100.000000000000000,7,6,7,35,31500.000000000000000,54.228571428599999
-1,Lisbon,9,38.743867999999999,-9.153244000000001,20,19,0.950000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,4.259000000000000,24.111499999999999,0.176600000000000,100.000000000000000,8,7,8,34,30600.000000000000000,84.941176470599999
-1,Lisbon,10,38.747264999999999,-9.148273000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,4.394200000000000,24.111499999999999,0.182200000000000,100.000000000000000,9,8,9,36,32400.000000000000000,89.305555555599994
-1,Lisbon,11,38.751745000000000,-9.151284000000000,20,20,1.000000000000000,38.711136000000003,-9.127746999999999,Portugal,Europe,4.955600000000000,24.111499999999999,0.205500000000000,100.000000000000000,10,9,10,32,28800.000000000000000,42.531250000000000
