city,population,population_latitude,population_longitude,total_plants,numCyanogenic,freqHCN,latitude_city,longitude_city,continent,distance,max_dist,std_distance,Country,GMIS_MEAN
Brantford,1,43.138889,-80.26861099999998,NA,NA,0.45,43.13941,-80.26365,North America,0.40667515739989873,8.549176674784274,0.0476,Canada,69.59574468085107
Brantford,2,43.14099,-80.268058,NA,NA,0.1,43.13941,-80.26365,North America,0.3984735754988602,8.549176674784274,0.0466,Canada,61.869565217391305
Brantford,3,43.144651,-80.269614,NA,NA,0.45,43.13941,-80.26365,North America,0.75747621615961,8.549176674784274,0.0886,Canada,56.69387755102041
Brantford,4,43.14634,-80.269408,NA,NA,0.2,43.13941,-80.26365,North America,0.9011322644424674,8.549176674784274,0.1054,Canada,66.33333333333333
Brantford,5,43.149062,-80.270122,NA,NA,0.388888889,43.13941,-80.26365,North America,1.1948163991738605,8.549176674784274,0.1398,Canada,37.8936170212766
Brantford,6,43.152058,-80.272903,NA,NA,0.25,43.13941,-80.26365,North America,1.594202687416117,8.549176674784274,0.1865,Canada,38.69565217391305
Brantford,7,43.154786,-80.271974,NA,NA,0.2,43.13941,-80.26365,North America,1.8382679023465505,8.549176674784274,0.215,Canada,56.65217391304348
Brantford,8,43.157438,-80.272225,NA,NA,0.047619048,43.13941,-80.26365,North America,2.121897168201434,8.549176674784274,0.2482,Canada,51.02173913043478
Brantford,9,43.160246,-80.27272099999998,NA,NA,0.4,43.13941,-80.26365,North America,2.4309144297818293,8.549176674784274,0.2843,Canada,67.12
Brantford,10,43.162222,-80.27308599999998,NA,NA,0.25,43.13941,-80.26365,North America,2.6495631119111183,8.549176674784274,0.3099,Canada,65.64
Brantford,11,43.165812,-80.274803,NA,NA,0.428571429,43.13941,-80.26365,North America,3.0720166232159514,8.549176674784274,0.3593,Canada,77.78260869565217
Brantford,12,43.16823,-80.27313000000002,NA,NA,0.368421053,43.13941,-80.26365,North America,3.295614642086265,8.549176674784274,0.3855,Canada,47.224489795918366
Brantford,13,43.170556,-80.27526999999998,NA,NA,0.14285714300000002,43.13941,-80.26365,North America,3.5892552979710763,8.549176674784274,0.4198,Canada,36.46938775510204
Brantford,14,43.174738,-80.272018,NA,NA,0.2,43.13941,-80.26365,North America,3.986504910354163,8.549176674784274,0.4663,Canada,24.895833333333332
Brantford,15,43.17697800000001,-80.272772,NA,NA,0.666666667,43.13941,-80.26365,North America,4.242393326599499,8.549176674784274,0.4962,Canada,30.04
Brantford,16,43.179057,-80.274167,NA,NA,0.238095238,43.13941,-80.26365,North America,4.490319518816675,8.549176674784274,0.5252,Canada,32.958333333333336
Brantford,17,43.1819,-80.2772,NA,NA,0.352941176,43.13941,-80.26365,North America,4.8508159493246525,8.549176674784274,0.5674,Canada,48.916666666666664
Brantford,18,43.185898,-80.276461,NA,NA,0.3,43.13941,-80.26365,North America,5.272626572084821,8.549176674784274,0.6167,Canada,31.632653061224488
Brantford,19,43.186363,-80.278621,NA,NA,0.333333333,43.13941,-80.26365,North America,5.36027728551512,8.549176674784274,0.627,Canada,46.375
Brantford,20,43.188481,-80.281688,NA,NA,0.5555555560000001,43.13941,-80.26365,North America,5.649169705224835,8.549176674784274,0.6608,Canada,44.48936170212766
Brantford,21,43.190875,-80.28177099999998,NA,NA,0.380952381,43.13941,-80.26365,North America,5.908354910417436,8.549176674784274,0.6911,Canada,28.979166666666668
Brantford,22,43.194148,-80.282199,NA,NA,0.45,43.13941,-80.26365,North America,6.269739925052017,8.549176674784274,0.7334,Canada,9.957446808510639
Brantford,23,43.199135,-80.28202399999998,NA,NA,0.3,43.13941,-80.26365,North America,6.806235334921603,8.549176674784274,0.7961,Canada,16.46938775510204
Brantford,24,43.201926,-80.28038199999997,NA,NA,0.2,43.13941,-80.26365,North America,7.082656462075218,8.549176674784274,0.8285,Canada,45.3125
Brantford,25,43.206048,-80.27915,NA,NA,0.2,43.13941,-80.26365,North America,7.515662397796322,8.549176674784274,0.8791,Canada,34.265306122448976
Brantford,26,43.210093,-80.27905200000002,NA,NA,0.526315789,43.13941,-80.26365,North America,7.958208698639961,8.549176674784274,0.9309,Canada,16.571428571428573
Brantford,27,43.21536,-80.280039,NA,NA,0.333333333,43.13941,-80.26365,North America,8.549176674784274,8.549176674784274,1,Canada,26.5
