OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,La_Verne_pcs__GMIS_OID,La_Verne_pcs__GMIS_FID_,La_Verne_pcs__GMIS_COUNT,La_Verne_pcs__GMIS_AREA,La_Verne_pcs__GMIS_MEAN
-1,La_Verne,1,34.100450000000002,-117.773489999999995,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,0.522400000000000,6.107700000000000,0.085500000000000,100.000000000000000,0,0,0,32,28800.000000000000000,53.625000000000000
-1,La_Verne,2,34.100589999999997,-117.772829999999999,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,0.460700000000000,6.107700000000000,0.075400000000000,100.000000000000000,1,1,1,15,13500.000000000000000,56.000000000000000
-1,La_Verne,3,34.104329999999997,-117.778570000000002,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,1.061700000000000,6.107700000000000,0.173800000000000,100.000000000000000,2,2,2,37,33300.000000000000000,55.594594594599997
-1,La_Verne,4,34.104080000000003,-117.777590000000004,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.967500000000000,6.107700000000000,0.158400000000000,100.000000000000000,3,3,3,21,18900.000000000000000,58.238095238100001
-1,La_Verne,5,34.115110000000001,-117.760810000000006,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,1.713200000000000,6.107700000000000,0.280500000000000,100.000000000000000,4,4,4,35,31500.000000000000000,67.857142857100001
-1,La_Verne,6,34.115130000000001,-117.743870000000001,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,2.718900000000000,6.107700000000000,0.445200000000000,100.000000000000000,5,5,5,37,33300.000000000000000,57.756756756800002
-1,La_Verne,7,34.103220000000000,-117.767319999999998,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.268500000000000,6.107700000000000,0.044000000000000,100.000000000000000,6,6,6,32,28800.000000000000000,71.281250000000000
-1,La_Verne,8,34.104050000000001,-117.766990000000007,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.365000000000000,6.107700000000000,0.059800000000000,100.000000000000000,7,7,7,19,17100.000000000000000,64.052631578900005
-1,La_Verne,9,34.104830000000000,-117.766459999999995,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.461100000000000,6.107700000000000,0.075500000000000,100.000000000000000,8,8,8,24,21600.000000000000000,67.875000000000000
-1,La_Verne,10,34.104309999999998,-117.763840000000002,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.532900000000000,6.107700000000000,0.087300000000000,100.000000000000000,9,9,9,34,30600.000000000000000,39.647058823499997
-1,La_Verne,11,34.105499999999999,-117.763509999999997,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,0.653300000000000,6.107700000000000,0.107000000000000,100.000000000000000,10,10,10,28,25200.000000000000000,31.607142857100001
-1,La_Verne,12,34.107019999999999,-117.762690000000006,15,2,0.133000000000000,34.100842999999998,-117.767836000000003,North America,0.834400000000000,6.107700000000000,0.136600000000000,100.000000000000000,11,11,11,35,31500.000000000000000,38.200000000000003
-1,La_Verne,13,34.106969999999997,-117.762020000000007,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,0.866500000000000,6.107700000000000,0.141900000000000,100.000000000000000,12,12,12,12,10800.000000000000000,68.833333333300004
-1,La_Verne,14,34.107170000000004,-117.760890000000003,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,0.950800000000000,6.107700000000000,0.155700000000000,100.000000000000000,13,13,13,24,21600.000000000000000,75.458333333300004
-1,La_Verne,15,34.108269999999997,-117.759490000000000,15,13,0.867000000000000,34.100842999999998,-117.767836000000003,North America,1.128100000000000,6.107700000000000,0.184700000000000,100.000000000000000,14,14,14,34,30600.000000000000000,76.705882352900005
-1,La_Verne,16,34.108440000000002,-117.759169999999997,15,5,0.333000000000000,34.100842999999998,-117.767836000000003,North America,1.162000000000000,6.107700000000000,0.190300000000000,100.000000000000000,15,15,15,6,5400.000000000000000,80.500000000000000
-1,La_Verne,17,34.123420000000003,-117.739199999999997,15,5,0.333000000000000,34.100842999999998,-117.767836000000003,North America,3.640400000000000,6.107700000000000,0.596000000000000,100.000000000000000,16,16,16,32,28800.000000000000000,35.687500000000000
-1,La_Verne,18,34.117510000000003,-117.738180000000000,15,3,0.200000000000000,34.100842999999998,-117.767836000000003,North America,3.299900000000000,6.107700000000000,0.540300000000000,100.000000000000000,17,17,17,34,30600.000000000000000,46.029411764700001
-1,La_Verne,19,34.116979999999998,-117.738110000000006,15,2,0.133000000000000,34.100842999999998,-117.767836000000003,North America,3.272600000000000,6.107700000000000,0.535800000000000,100.000000000000000,18,18,18,12,10800.000000000000000,45.000000000000000
-1,La_Verne,20,34.116160000000001,-117.738900000000001,15,7,0.467000000000000,34.100842999999998,-117.767836000000003,North America,3.162000000000000,6.107700000000000,0.517700000000000,100.000000000000000,19,19,19,25,22500.000000000000000,43.159999999999997
-1,La_Verne,21,34.115960000000001,-117.740160000000003,15,3,0.200000000000000,34.100842999999998,-117.767836000000003,North America,3.052600000000000,6.107700000000000,0.499800000000000,100.000000000000000,20,20,20,25,22500.000000000000000,57.840000000000003
-1,La_Verne,22,34.117019999999997,-117.739869999999996,15,6,0.400000000000000,34.100842999999998,-117.767836000000003,North America,3.140800000000000,6.107700000000000,0.514200000000000,100.000000000000000,21,21,21,19,17100.000000000000000,14.684210526299999
-1,La_Verne,23,34.124409999999997,-117.733599999999996,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,4.098900000000000,6.107700000000000,0.671100000000000,100.000000000000000,22,22,22,35,31500.000000000000000,61.228571428599999
-1,La_Verne,24,34.124809999999997,-117.735560000000007,15,12,0.800000000000000,34.100842999999998,-117.767836000000003,North America,3.991400000000000,6.107700000000000,0.653500000000000,100.000000000000000,23,23,23,33,29700.000000000000000,36.545454545500000
-1,La_Verne,25,34.127929999999999,-117.725480000000005,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,4.927100000000000,6.107700000000000,0.806700000000000,100.000000000000000,24,24,24,35,31500.000000000000000,44.714285714299997
-1,La_Verne,26,34.127719999999997,-117.725239999999999,15,1,0.067000000000000,34.100842999999998,-117.767836000000003,North America,4.930400000000000,6.107700000000000,0.807200000000000,100.000000000000000,25,25,25,8,7200.000000000000000,41.250000000000000
-1,La_Verne,27,34.127470000000002,-117.724999999999994,15,0,0.000000000000000,34.100842999999998,-117.767836000000003,North America,4.931300000000000,6.107700000000000,0.807400000000000,100.000000000000000,26,26,26,9,8100.000000000000000,50.111111111100001
-1,La_Verne,28,34.127000000000002,-117.724729999999994,15,5,0.333000000000000,34.100842999999998,-117.767836000000003,North America,4.920100000000000,6.107700000000000,0.805600000000000,100.000000000000000,27,27,27,13,11700.000000000000000,55.307692307700002
-1,La_Verne,29,34.126600000000003,-117.724570000000000,15,13,0.867000000000000,34.100842999999998,-117.767836000000003,North America,4.905900000000000,6.107700000000000,0.803200000000000,100.000000000000000,28,28,28,9,8100.000000000000000,62.222222222200003
