OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Glasgow_pcs__GMIS_OID,Glasgow_pcs__GMIS_FID_,Glasgow_pcs__GMIS_COUNT,Glasgow_pcs__GMIS_AREA,Glasgow_pcs__GMIS_MEAN
-1,Glasgow,1,55.867060000000002,-4.261260000000000,13,10,0.769000000000000,55.865681000000002,-4.257140000000000,Europe,0.299300000000000,24.949200000000001,0.012000000000000,100.000000000000000,0,0,0,35,31500.000000000000000,82.057142857100004
-1,Glasgow,2,55.866650000000000,-4.252330000000000,13,4,0.308000000000000,55.865681000000002,-4.257140000000000,Europe,0.318900000000000,24.949200000000001,0.012800000000000,100.000000000000000,1,1,1,36,32400.000000000000000,79.138888888899999
-1,Glasgow,3,55.865349999999999,-4.247620000000000,12,6,0.500000000000000,55.865681000000002,-4.257140000000000,Europe,0.595100000000000,24.949200000000001,0.023900000000000,100.000000000000000,2,2,2,35,31500.000000000000000,43.057142857099997
-1,Glasgow,4,55.869399999999999,-4.255020000000000,14,7,0.500000000000000,55.865681000000002,-4.257140000000000,Europe,0.434200000000000,24.949200000000001,0.017400000000000,100.000000000000000,3,3,3,36,32400.000000000000000,76.805555555599994
-1,Glasgow,5,55.872619999999998,-4.260860000000000,12,2,0.167000000000000,55.865681000000002,-4.257140000000000,Europe,0.805700000000000,24.949200000000001,0.032300000000000,100.000000000000000,4,4,4,35,31500.000000000000000,89.028571428600003
-1,Glasgow,6,55.877850000000002,-4.267000000000000,11,5,0.455000000000000,55.865681000000002,-4.257140000000000,Europe,1.486400000000000,24.949200000000001,0.059600000000000,100.000000000000000,5,5,5,32,28800.000000000000000,36.562500000000000
-1,Glasgow,7,55.882019999999997,-4.278760000000000,12,3,0.250000000000000,55.865681000000002,-4.257140000000000,Europe,2.262700000000000,24.949200000000001,0.090700000000000,100.000000000000000,6,6,6,36,32400.000000000000000,44.833333333299997
-1,Glasgow,8,55.888979999999997,-4.290380000000000,12,1,0.083000000000000,55.865681000000002,-4.257140000000000,Europe,3.318300000000000,24.949200000000001,0.133000000000000,100.000000000000000,7,7,7,32,28800.000000000000000,51.875000000000000
-1,Glasgow,9,55.892719999999997,-4.296050000000000,15,10,0.667000000000000,55.865681000000002,-4.257140000000000,Europe,3.863900000000000,24.949200000000001,0.154900000000000,100.000000000000000,8,8,8,35,31500.000000000000000,37.171428571400000
-1,Glasgow,10,55.899189999999997,-4.302790000000000,10,7,0.700000000000000,55.865681000000002,-4.257140000000000,Europe,4.689300000000000,24.949200000000001,0.188000000000000,100.000000000000000,9,9,9,35,31500.000000000000000,18.228571428599999
-1,Glasgow,11,55.904069999999997,-4.313410000000000,10,4,0.400000000000000,55.865681000000002,-4.257140000000000,Europe,5.526000000000000,24.949200000000001,0.221500000000000,100.000000000000000,10,10,10,32,28800.000000000000000,11.218750000000000
-1,Glasgow,12,55.910020000000003,-4.325730000000000,10,4,0.400000000000000,55.865681000000002,-4.257140000000000,Europe,6.527100000000000,24.949200000000001,0.261600000000000,100.000000000000000,11,11,11,35,31500.000000000000000,24.514285714300001
-1,Glasgow,13,55.919759999999997,-4.331890000000000,14,4,0.286000000000000,55.865681000000002,-4.257140000000000,Europe,7.608100000000000,24.949200000000001,0.304900000000000,100.000000000000000,12,12,12,35,31500.000000000000000,41.200000000000003
-1,Glasgow,14,55.928040000000003,-4.343820000000000,14,7,0.500000000000000,55.865681000000002,-4.257140000000000,Europe,8.791200000000000,24.949200000000001,0.352400000000000,100.000000000000000,13,13,13,36,32400.000000000000000,23.833333333300001
-1,Glasgow,15,55.933900000000001,-4.343370000000000,20,9,0.450000000000000,55.865681000000002,-4.257140000000000,Europe,9.297200000000000,24.949200000000001,0.372600000000000,100.000000000000000,14,14,14,36,32400.000000000000000,12.722222222199999
-1,Glasgow,16,55.942180000000000,-4.349500000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,10.271400000000000,24.949200000000001,0.411700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,7.371428571430000
-1,Glasgow,17,55.946610000000000,-4.352430000000000,8,3,0.375000000000000,55.865681000000002,-4.257140000000000,Europe,10.782299999999999,24.949200000000001,0.432200000000000,100.000000000000000,16,16,16,36,32400.000000000000000,2.694444444440000
-1,Glasgow,18,55.956200000000003,-4.359470000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,11.915600000000000,24.949200000000001,0.477600000000000,100.000000000000000,17,17,17,33,29700.000000000000000,1.000000000000000
-1,Glasgow,19,55.966030000000003,-4.364900000000000,12,2,0.167000000000000,55.865681000000002,-4.257140000000000,Europe,13.023000000000000,24.949200000000001,0.522000000000000,100.000000000000000,18,18,18,35,31500.000000000000000,1.200000000000000
-1,Glasgow,20,55.912840000000003,-4.332470000000000,9,0,0.000000000000000,55.865681000000002,-4.257140000000000,Europe,7.040100000000000,24.949200000000001,0.282200000000000,100.000000000000000,19,19,19,33,29700.000000000000000,17.272727272699999
-1,Glasgow,21,55.968670000000003,-4.363580000000000,15,2,0.133000000000000,55.865681000000002,-4.257140000000000,Europe,13.233900000000000,24.949200000000001,0.530400000000000,100.000000000000000,20,20,20,35,31500.000000000000000,2.342857142860000
-1,Glasgow,22,55.982289999999999,-4.367210000000000,10,2,0.200000000000000,55.865681000000002,-4.257140000000000,Europe,14.667999999999999,24.949200000000001,0.587900000000000,100.000000000000000,21,21,21,35,31500.000000000000000,3.314285714290000
-1,Glasgow,23,55.987749999999998,-4.372700000000000,12,4,0.333000000000000,55.865681000000002,-4.257140000000000,Europe,15.364400000000000,24.949200000000001,0.615800000000000,100.000000000000000,22,22,22,34,30600.000000000000000,1.058823529410000
-1,Glasgow,24,56.003380000000000,-4.391520000000000,12,6,0.500000000000000,55.865681000000002,-4.257140000000000,Europe,17.449700000000000,24.949200000000001,0.699400000000000,100.000000000000000,23,23,23,37,33300.000000000000000,0.783783783784000
