OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Baltimore_pcs__GMIS_OID,Baltimore_pcs__GMIS_FID_,Baltimore_pcs__GMIS_COUNT,Baltimore_pcs__GMIS_AREA,Baltimore_pcs__GMIS_MEAN
-1,Baltimore,1,39.279470000000003,-76.622550000000004,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,1.504000000000000,51.811199999999999,0.029000000000000,100.000000000000000,0,0,0,36,32400.000000000000000,80.444444444400006
-1,Baltimore,2,39.286330000000000,-76.618279999999999,15,4,0.267000000000000,39.290439999999997,-76.612328000000005,North America,0.686500000000000,51.811199999999999,0.013300000000000,100.000000000000000,1,1,1,32,28800.000000000000000,91.687500000000000
-1,Baltimore,3,39.289810000000003,-76.607079999999996,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,0.457000000000000,51.811199999999999,0.008800000000000,100.000000000000000,2,2,2,35,31500.000000000000000,91.428571428599994
-1,Baltimore,4,39.292160000000003,-76.603250000000003,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,0.804300000000000,51.811199999999999,0.015500000000000,100.000000000000000,3,3,3,37,33300.000000000000000,83.783783783800004
-1,Baltimore,5,39.291519999999998,-76.618309999999994,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,0.528600000000000,51.811199999999999,0.010200000000000,100.000000000000000,4,4,4,32,28800.000000000000000,96.218750000000000
-1,Baltimore,6,39.301299999999998,-76.618489999999994,15,0,0.000000000000000,39.290439999999997,-76.612328000000005,North America,1.318900000000000,51.811199999999999,0.025500000000000,100.000000000000000,5,5,5,36,32400.000000000000000,86.000000000000000
-1,Baltimore,7,39.295250000000003,-76.628519999999995,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,1.492500000000000,51.811199999999999,0.028800000000000,100.000000000000000,6,6,6,35,31500.000000000000000,47.885714285699997
-1,Baltimore,8,39.305650000000000,-76.637119999999996,15,4,0.267000000000000,39.290439999999997,-76.612328000000005,North America,2.722400000000000,51.811199999999999,0.052500000000000,100.000000000000000,7,7,7,35,31500.000000000000000,60.314285714299999
-1,Baltimore,9,39.315950000000001,-76.641030000000001,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,3.761000000000000,51.811199999999999,0.072600000000000,100.000000000000000,8,8,8,37,33300.000000000000000,15.891891891900000
-1,Baltimore,10,39.322479999999999,-76.649460000000005,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,4.785300000000000,51.811199999999999,0.092400000000000,100.000000000000000,9,9,9,36,32400.000000000000000,18.416666666699999
-1,Baltimore,11,39.330880000000001,-76.654300000000006,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,5.767100000000000,51.811199999999999,0.111300000000000,100.000000000000000,10,10,10,37,33300.000000000000000,22.810810810800000
-1,Baltimore,12,39.338569999999997,-76.656840000000003,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,6.580700000000000,51.811199999999999,0.127000000000000,100.000000000000000,11,11,11,35,31500.000000000000000,9.457142857139999
-1,Baltimore,13,39.490980000000000,-77.156540000000007,15,6,0.400000000000000,39.290439999999997,-76.612328000000005,North America,51.811199999999999,51.811199999999999,1.000000000000000,100.000000000000000,12,12,12,35,31500.000000000000000,2.114285714290000
-1,Baltimore,14,39.499079999999999,-77.143469999999994,15,4,0.267000000000000,39.290439999999997,-76.612328000000005,North America,51.198999999999998,51.811199999999999,0.988200000000000,100.000000000000000,13,13,13,35,31500.000000000000000,1.971428571430000
-1,Baltimore,15,39.506929999999997,-77.101079999999996,15,6,0.400000000000000,39.290439999999997,-76.612328000000005,North America,48.406300000000002,51.811199999999999,0.934300000000000,100.000000000000000,14,14,14,35,31500.000000000000000,0.000000000000000
-1,Baltimore,16,39.515309999999999,-77.068529999999996,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,46.493299999999998,51.811199999999999,0.897400000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.000000000000000
-1,Baltimore,17,39.516750000000002,-77.038730000000001,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,44.446199999999997,51.811199999999999,0.857800000000000,100.000000000000000,16,16,16,35,31500.000000000000000,2.657142857140000
-1,Baltimore,18,39.503059999999998,-77.025810000000007,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,42.676800000000000,51.811199999999999,0.823700000000000,100.000000000000000,17,17,17,37,33300.000000000000000,0.000000000000000
-1,Baltimore,20,39.494700000000002,-77.003870000000006,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,40.594900000000003,51.811199999999999,0.783500000000000,100.000000000000000,18,18,18,35,31500.000000000000000,0.000000000000000
-1,Baltimore,21,39.485309999999998,-76.989379999999997,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,38.980800000000002,51.811199999999999,0.752400000000000,100.000000000000000,19,19,19,36,32400.000000000000000,0.000000000000000
-1,Baltimore,22,39.488460000000003,-76.970969999999994,15,4,0.267000000000000,39.290439999999997,-76.612328000000005,North America,37.877899999999997,51.811199999999999,0.731100000000000,100.000000000000000,20,20,20,36,32400.000000000000000,2.500000000000000
-1,Baltimore,23,39.480899999999998,-76.954729999999998,15,0,0.000000000000000,39.290439999999997,-76.612328000000005,North America,36.255200000000002,51.811199999999999,0.699800000000000,100.000000000000000,21,21,21,35,31500.000000000000000,2.314285714290000
-1,Baltimore,24,39.468330000000002,-76.939070000000001,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,34.350200000000001,51.811199999999999,0.663000000000000,100.000000000000000,22,22,22,35,31500.000000000000000,32.257142857100000
-1,Baltimore,25,39.469510000000000,-76.901660000000007,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,31.857099999999999,51.811199999999999,0.614900000000000,100.000000000000000,23,23,23,37,33300.000000000000000,0.000000000000000
-1,Baltimore,26,39.448810000000002,-76.896649999999994,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,30.123999999999999,51.811199999999999,0.581400000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.000000000000000
-1,Baltimore,27,39.446350000000002,-76.872000000000000,15,0,0.000000000000000,39.290439999999997,-76.612328000000005,North America,28.263600000000000,51.811199999999999,0.545500000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.000000000000000
-1,Baltimore,28,39.449089999999998,-76.848110000000005,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,26.870100000000001,51.811199999999999,0.518600000000000,100.000000000000000,26,26,26,37,33300.000000000000000,0.000000000000000
-1,Baltimore,29,39.443280000000001,-76.819019999999995,15,5,0.333000000000000,39.290439999999997,-76.612328000000005,North America,24.587399999999999,51.811199999999999,0.474600000000000,100.000000000000000,27,27,27,37,33300.000000000000000,30.054054054100000
-1,Baltimore,30,39.438020000000002,-76.803219999999996,14,1,0.071000000000000,39.290439999999997,-76.612328000000005,North America,23.207799999999999,51.811199999999999,0.447900000000000,100.000000000000000,28,28,28,35,31500.000000000000000,69.599999999999994
-1,Baltimore,31,39.426720000000003,-76.789619999999999,15,11,0.733000000000000,39.290439999999997,-76.612328000000005,North America,21.493500000000001,51.811199999999999,0.414800000000000,100.000000000000000,29,29,29,37,33300.000000000000000,40.945945945900000
-1,Baltimore,32,39.417220000000000,-76.777590000000004,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,20.015999999999998,51.811199999999999,0.386300000000000,100.000000000000000,30,30,30,36,32400.000000000000000,61.916666666700003
-1,Baltimore,33,39.407859999999999,-76.763909999999996,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,18.448799999999999,51.811199999999999,0.356100000000000,100.000000000000000,31,31,31,35,31500.000000000000000,57.200000000000003
-1,Baltimore,34,39.396039999999999,-76.751059999999995,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,16.739400000000000,51.811199999999999,0.323100000000000,100.000000000000000,32,32,32,32,28800.000000000000000,34.906250000000000
-1,Baltimore,35,39.385849999999998,-76.736260000000001,15,0,0.000000000000000,39.290439999999997,-76.612328000000005,North America,15.038300000000000,51.811199999999999,0.290300000000000,100.000000000000000,33,33,33,36,32400.000000000000000,35.194444444399998
-1,Baltimore,36,39.375000000000000,-76.724810000000005,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,13.490700000000000,51.811199999999999,0.260400000000000,100.000000000000000,34,34,34,35,31500.000000000000000,70.085714285700007
-1,Baltimore,37,39.363630000000001,-76.712860000000006,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,11.874599999999999,51.811199999999999,0.229200000000000,100.000000000000000,35,35,35,36,32400.000000000000000,57.944444444399998
-1,Baltimore,38,39.352310000000003,-76.700419999999994,15,5,0.333000000000000,39.290439999999997,-76.612328000000005,North America,10.234800000000000,51.811199999999999,0.197500000000000,100.000000000000000,36,36,36,34,30600.000000000000000,76.029411764700001
-1,Baltimore,39,39.344290000000001,-76.685959999999994,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,8.716500000000000,51.811199999999999,0.168200000000000,100.000000000000000,37,37,37,36,32400.000000000000000,65.638888888899999
-1,Baltimore,40,39.339669999999998,-76.676280000000006,15,5,0.333000000000000,39.290439999999997,-76.612328000000005,North America,7.761100000000000,51.811199999999999,0.149800000000000,100.000000000000000,38,38,38,34,30600.000000000000000,56.970588235299999
