OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,Philadelphia_pcs__GMIS_OID,Philadelphia_pcs__GMIS_FID_,Philadelphia_pcs__GMIS_COUNT,Philadelphia_pcs__GMIS_AREA,Philadelphia_pcs__GMIS_MEAN
-1,Philadelphia,1,39.932980000000001,-75.164770000000004,14,1,0.071000000000000,39.951061000000003,-75.165619000000007,North America,2.011800000000000,53.254399999999997,0.037800000000000,100.000000000000000,0,0,0,32,28800.000000000000000,67.031250000000000
-1,Philadelphia,2,39.941549999999999,-75.162130000000005,13,3,0.231000000000000,39.951061000000003,-75.165619000000007,North America,1.098600000000000,53.254399999999997,0.020600000000000,100.000000000000000,1,1,1,37,33300.000000000000000,87.459459459499996
-1,Philadelphia,3,39.955260000000003,-75.151690000000002,15,1,0.067000000000000,39.951061000000003,-75.165619000000007,North America,1.275800000000000,53.254399999999997,0.024000000000000,100.000000000000000,2,2,2,36,32400.000000000000000,56.083333333299997
-1,Philadelphia,4,39.949900000000000,-75.150509999999997,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,1.294400000000000,53.254399999999997,0.024300000000000,100.000000000000000,3,3,3,37,33300.000000000000000,72.000000000000000
-1,Philadelphia,5,39.949240000000003,-75.169070000000005,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,0.357100000000000,53.254399999999997,0.006700000000000,100.000000000000000,4,4,4,35,31500.000000000000000,91.000000000000000
-1,Philadelphia,6,39.957389999999997,-75.171800000000005,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,0.879100000000000,53.254399999999997,0.016500000000000,100.000000000000000,5,5,5,34,30600.000000000000000,65.764705882399994
-1,Philadelphia,7,39.950409999999998,-75.191500000000005,15,5,0.333000000000000,39.951061000000003,-75.165619000000007,North America,2.207300000000000,53.254399999999997,0.041400000000000,100.000000000000000,6,6,6,35,31500.000000000000000,65.685714285700001
-1,Philadelphia,8,39.954030000000003,-75.201999999999998,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,3.118600000000000,53.254399999999997,0.058600000000000,100.000000000000000,7,7,7,32,28800.000000000000000,72.312500000000000
-1,Philadelphia,9,39.956730000000000,-75.213350000000005,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,4.117000000000000,53.254399999999997,0.077300000000000,100.000000000000000,8,8,8,35,31500.000000000000000,83.028571428600003
-1,Philadelphia,10,39.953400000000002,-75.225840000000005,14,1,0.071000000000000,39.951061000000003,-75.165619000000007,North America,5.139800000000000,53.254399999999997,0.096500000000000,100.000000000000000,9,9,9,33,29700.000000000000000,62.000000000000000
-1,Philadelphia,11,39.958480000000002,-75.239429999999999,14,2,0.143000000000000,39.951061000000003,-75.165619000000007,North America,6.345300000000000,53.254399999999997,0.119200000000000,100.000000000000000,10,10,10,35,31500.000000000000000,85.828571428600000
-1,Philadelphia,12,39.955289999999998,-75.250159999999994,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,7.221500000000000,53.254399999999997,0.135600000000000,100.000000000000000,11,11,11,32,28800.000000000000000,20.406250000000000
-1,Philadelphia,27,40.030799999999999,-75.465260000000001,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,27.022900000000000,53.254399999999997,0.507400000000000,100.000000000000000,26,12,26,32,28800.000000000000000,4.656250000000000
-1,Philadelphia,28,40.021149999999999,-75.448350000000005,15,5,0.333000000000000,39.951061000000003,-75.165619000000007,North America,25.317399999999999,53.254399999999997,0.475400000000000,100.000000000000000,27,13,27,32,28800.000000000000000,0.250000000000000
-1,Philadelphia,29,40.007309999999997,-75.425709999999995,15,5,0.333000000000000,39.951061000000003,-75.165619000000007,North America,23.027100000000001,53.254399999999997,0.432400000000000,100.000000000000000,28,14,28,36,32400.000000000000000,31.277777777800001
-1,Philadelphia,30,39.988109999999999,-75.402259999999998,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,20.582599999999999,53.254399999999997,0.386500000000000,100.000000000000000,29,15,29,36,32400.000000000000000,42.888888888899999
-1,Philadelphia,31,39.983609999999999,-75.378320000000002,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,18.484400000000001,53.254399999999997,0.347100000000000,100.000000000000000,30,16,30,35,31500.000000000000000,59.714285714299997
-1,Philadelphia,32,39.980589999999999,-75.356669999999994,15,1,0.067000000000000,39.951061000000003,-75.165619000000007,North America,16.609700000000000,53.254399999999997,0.311900000000000,100.000000000000000,31,17,31,36,32400.000000000000000,35.305555555600002
-1,Philadelphia,33,39.978520000000003,-75.342250000000007,14,2,0.143000000000000,39.951061000000003,-75.165619000000007,North America,15.359800000000000,53.254399999999997,0.288400000000000,100.000000000000000,32,18,32,32,28800.000000000000000,33.750000000000000
-1,Philadelphia,34,39.974350000000001,-75.327230000000000,15,0,0.000000000000000,39.951061000000003,-75.165619000000007,North America,14.014900000000001,53.254399999999997,0.263200000000000,100.000000000000000,33,19,33,36,32400.000000000000000,31.138888888899999
-1,Philadelphia,35,39.971220000000002,-75.314629999999994,15,4,0.267000000000000,39.951061000000003,-75.165619000000007,North America,12.896300000000000,53.254399999999997,0.242200000000000,100.000000000000000,34,20,34,37,33300.000000000000000,53.432432432399999
-1,Philadelphia,36,39.969459999999998,-75.301169999999999,15,7,0.467000000000000,39.951061000000003,-75.165619000000007,North America,11.732699999999999,53.254399999999997,0.220300000000000,100.000000000000000,35,21,35,32,28800.000000000000000,50.656250000000000
-1,Philadelphia,37,39.967210000000001,-75.289140000000003,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,10.679900000000000,53.254399999999997,0.200500000000000,100.000000000000000,36,22,36,36,32400.000000000000000,54.111111111100001
-1,Philadelphia,38,39.964149999999997,-75.274529999999999,15,6,0.400000000000000,39.951061000000003,-75.165619000000007,North America,9.396200000000000,53.254399999999997,0.176400000000000,100.000000000000000,37,23,37,36,32400.000000000000000,57.750000000000000
-1,Philadelphia,39,39.962200000000003,-75.263450000000006,15,3,0.200000000000000,39.951061000000003,-75.165619000000007,North America,8.430000000000000,53.254399999999997,0.158300000000000,100.000000000000000,38,24,38,35,31500.000000000000000,89.799999999999997
-1,Philadelphia,40,39.962620000000001,-75.254540000000006,15,2,0.133000000000000,39.951061000000003,-75.165619000000007,North America,7.687300000000000,53.254399999999997,0.144400000000000,100.000000000000000,39,25,39,35,31500.000000000000000,86.200000000000003
