index,alpha,lambda,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD
1,0.7000000000000001,0.24480397191685088,0.8948967933006017,0.09565029616703771,0.6817916672563985,0.27638689638609804,0.15359159729794866,0.16306233171118126
2,0.6,0.24480397191685088,0.8872875774393156,0.10686701578526694,0.6695084733174572,0.23393599989200276,0.12955268857718713,0.1314501853530718
3,0.5,0.24480397191685088,0.8867609744346987,0.08277162306421117,0.6718184148275388,0.22926606111176806,0.07424847040165737,0.11259642467814203
4,0.6,0.24480397191685088,0.8873630235106237,0.0851392062782355,0.6742445243814392,0.2627737944389734,0.06876061257036477,0.14961414070324477
5,0.5,0.24480397191685088,0.8979199612312224,0.0828351482634893,0.6795326793853346,0.21801361953785342,0.09409071046922637,0.13281142102305651
6,0.6,0.24480397191685088,0.8836010433792877,0.1236687265744682,0.6647533595300416,0.2265970901079286,0.15807467092336286,0.12126141127210492
7,0.6,0.24480397191685088,0.8884736847176455,0.1571150469540206,0.6735320703365799,0.24257866055899543,0.12567503277593958,0.13109288041427425
8,0.6,0.24480397191685088,0.893807470819508,0.060397488135035204,0.6729292823577095,0.23304347386126414,0.04735435996007388,0.12047788745574571
9,0.6,0.24480397191685088,0.8957098019318799,0.13324230486269692,0.6706435007588205,0.19906637653059484,0.14546659915723903,0.1123627618585874
10,0.8,0.24480397191685088,0.91342546793285,0.1016251584029902,0.6708674982083493,0.1611040419751857,0.1368273285127263,0.06686031785244742
11,0.6,0.24480397191685088,0.8881842429510086,0.12561309553632038,0.6712618260103045,0.2042402038302933,0.10076694592669165,0.1234172678527007
12,0.6,0.24480397191685088,0.9017996056797536,0.11656083880277866,0.6707082234178297,0.17611285994377174,0.10189104263290576,0.08360195001579365
13,0.6,0.24480397191685088,0.8961802520968346,0.1463133810209399,0.6709922211759252,0.20880280052154918,0.16747620462971705,0.10242049705751632
14,0.5,0.24480397191685088,0.8784571270287285,0.12494929524947693,0.6614214610774368,0.22238684252057128,0.14333596966208714,0.1199102624733661
15,0.6,0.24480397191685088,0.9153108074109914,0.04937550709935818,0.6815814279988642,0.16579267706108883,0.04325355852729239,0.07753775557502282
16,0.6,0.24480397191685088,0.8968526763157242,0.08629236955370172,0.6756920274884507,0.22782985698835614,0.1306999671696749,0.111416736950461
17,1,0.24480397191685088,0.911290113972124,0.08242895916234985,0.6815150409532349,0.22557392137863827,0.09951764596129585,0.13713487868588659
18,1,0.24480397191685088,0.909293976258034,0.06472171196376464,0.6884857278511521,0.2596640391741268,0.06842834850145178,0.14158577511787454
19,0.6,0.24480397191685088,0.8997175898375255,0.14547826694273508,0.6675208779556149,0.16991073861175576,0.12873083401966198,0.09161904390540945
20,0.6,0.24480397191685088,0.8996931760124951,0.12411030525106115,0.6771041589673328,0.22939029994421553,0.15283165604324186,0.1473184152731057
21,0.7000000000000001,0.24480397191685088,0.8875521785425083,0.08493299072323998,0.6671748221654904,0.22064351218711525,0.07394557906290995,0.1176626570529347
22,0.7000000000000001,0.24480397191685088,0.8834686131180176,0.08250917240246662,0.6705568981420729,0.28676378252379847,0.09557401721796698,0.15888790392614352
23,0.6,0.24480397191685088,0.8932093009306427,0.10037520567471105,0.6682729344943792,0.19306892124225078,0.07763073231182843,0.07253110557049801
24,0.5,0.24480397191685088,0.8962009445134086,0.12061523929051772,0.6719846579970995,0.19616231553156518,0.1611215931123622,0.11845420562488103
25,0.6,0.24480397191685088,0.8836649615110596,0.14156536524488317,0.6647047936081864,0.2251108414900791,0.10518554486262707,0.12610691019763604
26,0.6,0.24480397191685088,0.8981416203820827,0.13308993846590525,0.6663654686508405,0.18406512811847142,0.1323436257226694,0.0766688383573145
27,0.7000000000000001,0.24480397191685088,0.902005600721862,0.14715313398094212,0.6732324694672706,0.20294611234401666,0.14933104066231526,0.10078484254006352
28,0.6,0.24480397191685088,0.8937445863866743,0.12689257650382657,0.6682509262867532,0.21087895752419353,0.15520261190342557,0.10440882673761488
29,0.6,0.24480397191685088,0.9047255632113044,0.12020489600747422,0.6785367161546385,0.1905001646635895,0.1333874373119223,0.09633777602421868
30,0.6,0.24480397191685088,0.8816488718089823,0.13130454348427398,0.6638649976141184,0.22882270412306496,0.13947426764842402,0.12661529848375896
31,0.6,0.24480397191685088,0.8898937884071487,0.15357166198556244,0.6733461405068254,0.22380866232095514,0.19562507009925242,0.12300245207180499
32,0.6,0.24480397191685088,0.8909229736072778,0.1378398734949293,0.668921232071464,0.23653849876127178,0.17688295839487042,0.1213358110871947
33,0.6,0.24480397191685088,0.8932666137932396,0.1143665117923486,0.6624394334480298,0.2028105479818602,0.08039351492509181,0.10013286724120014
34,0.6,0.24480397191685088,0.8974607947167645,0.15580264537072203,0.6702683008218013,0.17560140015212466,0.1417117539111757,0.08922902623855268
35,0.6,0.24480397191685088,0.8870683852013275,0.10695693815087032,0.6694293143416076,0.24479036920474473,0.11889446970432559,0.1321864901096456
36,0.6,0.24480397191685088,0.8992532377262654,0.10139688744533634,0.6721449923621119,0.1969230672535059,0.09043971384750021,0.09915445151241661
37,0.7000000000000001,0.24480397191685088,0.8983822737084556,0.1274458036074528,0.6695603348397577,0.19775907461215075,0.1426538166074935,0.09538489908399686
38,0.6,0.24480397191685088,0.9034468819293877,0.11488499411951004,0.6729577222535194,0.178566452706906,0.17268843659626834,0.0784393578294457
39,0.6,0.24480397191685088,0.8830585658055995,0.09073966025502994,0.6676535974454351,0.2566229774605664,0.06827205483653431,0.13260022862190732
40,0.9,0.24480397191685088,0.8728833909026055,0.10534500583977893,0.67547367423006,0.33293877343236883,0.15643151003549607,0.192968365380341
41,0.6,0.24480397191685088,0.8885719465356556,0.1290517950871373,0.6734172575279921,0.23900001585986724,0.1757601492370965,0.12282437728413359
42,0.6,0.24480397191685088,0.9009015355906712,0.087734844579961,0.673285658875248,0.1855344711168281,0.0992293897845172,0.09345058037983903
43,0.6,0.24480397191685088,0.889030829063086,0.0823446474586317,0.6727961678889948,0.24998284102100496,0.14907196384812604,0.13714469033210164
44,0.7000000000000001,0.24480397191685088,0.8887662793344729,0.09713362422218515,0.6685914449960366,0.22664781763856165,0.09940711093247266,0.11240662958466205
45,0.6,0.24480397191685088,0.8813912979721592,0.11351281201549288,0.6639082383446312,0.2242642614680648,0.09644842081334633,0.12350759592372235
