OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,indianapolis_021032_20140213_NDSI_pcs_OID,indianapolis_021032_20140213_NDSI_pcs_FID_,indianapolis_021032_20140213_NDSI_pcs_COUNT,indianapolis_021032_20140213_NDSI_pcs_AREA,indianapolis_021032_20140213_NDSI_pcs_MEAN
-1,Indianapolis,1,39.770099999999999,-86.157899999999998,15,1,0.067000000000000,39.768402000000002,-86.158066000000005,North America,0.189300000000000,24.556300000000000,0.007700000000000,100.000000000000000,0,0,0,35,31500.000000000000000,0.667301134180000
-1,Indianapolis,2,39.765819999999998,-86.152330000000006,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,0.568100000000000,24.556300000000000,0.023100000000000,100.000000000000000,1,1,1,35,31500.000000000000000,0.234860731448000
-1,Indianapolis,3,39.767640000000000,-86.146000000000001,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,1.034700000000000,24.556300000000000,0.042100000000000,100.000000000000000,2,2,2,36,32400.000000000000000,0.590482667916000
-1,Indianapolis,4,39.766829999999999,-86.140330000000006,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,1.525900000000000,24.556300000000000,0.062100000000000,100.000000000000000,3,3,3,37,33300.000000000000000,0.541173668931000
-1,Indianapolis,5,39.766410000000000,-86.134379999999993,20,5,0.250000000000000,39.768402000000002,-86.158066000000005,North America,2.036500000000000,24.556300000000000,0.082900000000000,100.000000000000000,4,4,4,35,31500.000000000000000,0.765545925498000
-1,Indianapolis,6,39.767009999999999,-86.128259999999997,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,2.552200000000000,24.556300000000000,0.103900000000000,100.000000000000000,5,5,5,36,32400.000000000000000,0.800615985360000
-1,Indianapolis,7,39.767270000000003,-86.121849999999995,16,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,3.097900000000000,24.556300000000000,0.126200000000000,100.000000000000000,6,6,6,37,33300.000000000000000,0.769479657347000
-1,Indianapolis,8,39.768479999999997,-86.117769999999993,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,3.444000000000000,24.556300000000000,0.140200000000000,100.000000000000000,7,7,7,35,31500.000000000000000,0.681519595853000
-1,Indianapolis,9,39.768419999999999,-86.112300000000005,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,3.911500000000000,24.556300000000000,0.159300000000000,100.000000000000000,8,8,8,35,31500.000000000000000,0.814703005127000
-1,Indianapolis,10,39.769520000000000,-86.105829999999997,19,5,0.263000000000000,39.768402000000002,-86.158066000000005,North America,4.466200000000000,24.556300000000000,0.181900000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.762462036525000
-1,Indianapolis,11,39.768830000000001,-86.099890000000002,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,4.972400000000000,24.556300000000000,0.202500000000000,100.000000000000000,10,10,10,32,28800.000000000000000,0.720200597774000
-1,Indianapolis,12,39.769129999999997,-86.093990000000005,20,5,0.250000000000000,39.768402000000002,-86.158066000000005,North America,5.477000000000000,24.556300000000000,0.223000000000000,100.000000000000000,11,11,11,34,30600.000000000000000,0.703141775201000
-1,Indianapolis,13,39.769579999999998,-86.087119999999999,20,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,6.065000000000000,24.556300000000000,0.247000000000000,100.000000000000000,12,12,12,36,32400.000000000000000,0.607594576509000
-1,Indianapolis,14,39.770020000000002,-86.082440000000005,18,1,0.056000000000000,39.768402000000002,-86.158066000000005,North America,6.466100000000000,24.556300000000000,0.263300000000000,100.000000000000000,13,13,13,36,32400.000000000000000,0.611058373056000
-1,Indianapolis,15,39.769900000000000,-86.076819999999998,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,6.945900000000000,24.556300000000000,0.282900000000000,100.000000000000000,14,14,14,37,33300.000000000000000,0.582394213793000
-1,Indianapolis,16,39.770040000000002,-86.070830000000001,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,7.458100000000000,24.556300000000000,0.303700000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.549952806745000
-1,Indianapolis,17,39.770629999999997,-86.063029999999998,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,8.126200000000001,24.556300000000000,0.330900000000000,100.000000000000000,16,16,16,32,28800.000000000000000,0.682183150202000
-1,Indianapolis,18,39.771220000000000,-86.058189999999996,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,8.541800000000000,24.556300000000000,0.347800000000000,100.000000000000000,17,17,17,32,28800.000000000000000,0.594594622577000
-1,Indianapolis,19,39.771410000000003,-86.052599999999998,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,9.020000000000000,24.556300000000000,0.367300000000000,100.000000000000000,18,18,18,32,28800.000000000000000,0.685333800036000
-1,Indianapolis,20,39.771599999999999,-86.048330000000007,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,9.385500000000000,24.556300000000000,0.382200000000000,100.000000000000000,19,19,19,32,28800.000000000000000,0.710682685953000
-1,Indianapolis,21,39.771039999999999,-86.040279999999996,20,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,10.071099999999999,24.556300000000000,0.410100000000000,100.000000000000000,20,20,20,32,28800.000000000000000,0.704549009446000
-1,Indianapolis,22,39.772060000000003,-86.035600000000002,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,10.474600000000001,24.556300000000000,0.426600000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.439848644566000
-1,Indianapolis,23,39.772469999999998,-86.028660000000002,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,11.069100000000001,24.556300000000000,0.450800000000000,100.000000000000000,22,22,22,35,31500.000000000000000,0.542119597910000
-1,Indianapolis,24,39.773640000000000,-86.022819999999996,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,11.573499999999999,24.556300000000000,0.471300000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.616563673235000
-1,Indianapolis,25,39.772799999999997,-86.018259999999998,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,11.958600000000001,24.556300000000000,0.487000000000000,100.000000000000000,24,24,24,35,31500.000000000000000,0.758680718286000
-1,Indianapolis,26,39.773499999999999,-86.013000000000005,20,7,0.350000000000000,39.768402000000002,-86.158066000000005,North America,12.411099999999999,24.556300000000000,0.505400000000000,100.000000000000000,25,25,25,34,30600.000000000000000,0.658649989787000
-1,Indianapolis,27,39.773530000000001,-86.000479999999996,20,4,0.200000000000000,39.768402000000002,-86.158066000000005,North America,13.480200000000000,24.556300000000000,0.549000000000000,100.000000000000000,26,26,26,37,33300.000000000000000,0.673084477315000
-1,Indianapolis,28,39.773930000000000,-86.000889999999998,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,13.447100000000001,24.556300000000000,0.547600000000000,100.000000000000000,27,27,27,11,9900.000000000000000,0.620329060338000
-1,Indianapolis,29,39.773949999999999,-85.996080000000006,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,13.857900000000001,24.556300000000000,0.564300000000000,100.000000000000000,28,28,28,32,28800.000000000000000,0.382705281256000
-1,Indianapolis,30,39.774180000000001,-85.988140000000001,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,14.536899999999999,24.556300000000000,0.592000000000000,100.000000000000000,29,29,29,37,33300.000000000000000,0.444499981514000
-1,Indianapolis,31,39.775590000000001,-85.982299999999995,20,3,0.150000000000000,39.768402000000002,-86.158066000000005,North America,15.042899999999999,24.556300000000000,0.612600000000000,100.000000000000000,30,30,30,35,31500.000000000000000,0.374465920590000
-1,Indianapolis,32,39.777270000000001,-85.977959999999996,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,15.423900000000000,24.556300000000000,0.628100000000000,100.000000000000000,31,31,31,35,31500.000000000000000,0.855811544827000
-1,Indianapolis,33,39.775250000000000,-85.970889999999997,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,16.015000000000001,24.556300000000000,0.652200000000000,100.000000000000000,32,32,32,33,29700.000000000000000,0.658797557607000
-1,Indianapolis,34,39.776620000000001,-85.962180000000004,19,1,0.053000000000000,39.768402000000002,-86.158066000000005,North America,16.765999999999998,24.556300000000000,0.682800000000000,100.000000000000000,33,33,33,35,31500.000000000000000,0.785798762526000
-1,Indianapolis,35,39.775939999999999,-85.957960000000000,20,2,0.100000000000000,39.768402000000002,-86.158066000000005,North America,17.122299999999999,24.556300000000000,0.697300000000000,100.000000000000000,34,34,34,35,31500.000000000000000,0.679241376264000
-1,Indianapolis,36,39.776640000000000,-85.952830000000006,19,7,0.368000000000000,39.768402000000002,-86.158066000000005,North America,17.564100000000000,24.556300000000000,0.715300000000000,100.000000000000000,35,35,35,37,33300.000000000000000,0.781595656195000
-1,Indianapolis,37,39.777500000000003,-85.948989999999995,18,3,0.167000000000000,39.768402000000002,-86.158066000000005,North America,17.896799999999999,24.556300000000000,0.728800000000000,100.000000000000000,36,36,36,35,31500.000000000000000,0.714542024476000
-1,Indianapolis,38,39.776660000000000,-85.940250000000006,19,1,0.053000000000000,39.768402000000002,-86.158066000000005,North America,18.637899999999998,24.556300000000000,0.759000000000000,100.000000000000000,37,37,37,35,31500.000000000000000,0.852166779552000
-1,Indianapolis,39,39.777299999999997,-85.936080000000004,20,1,0.050000000000000,39.768402000000002,-86.158066000000005,North America,18.997399999999999,24.556300000000000,0.773600000000000,100.000000000000000,38,38,38,35,31500.000000000000000,0.825161947523000
-1,Indianapolis,40,39.778489999999998,-85.927809999999994,20,4,0.200000000000000,39.768402000000002,-86.158066000000005,North America,19.710100000000001,24.556300000000000,0.802600000000000,100.000000000000000,39,39,39,35,31500.000000000000000,0.833086528948000
-1,Indianapolis,41,39.778089999999999,-85.921049999999994,20,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,20.284600000000001,24.556300000000000,0.826000000000000,100.000000000000000,40,40,40,32,28800.000000000000000,0.845430834219000
-1,Indianapolis,42,39.778070000000000,-85.918850000000006,20,0,0.000000000000000,39.768402000000002,-86.158066000000005,North America,20.472200000000001,24.556300000000000,0.833700000000000,100.000000000000000,41,41,41,36,32400.000000000000000,0.875512735711000
