OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,halle_194024_20160114_NDSI_pcs_OID,halle_194024_20160114_NDSI_pcs_FID_,halle_194024_20160114_NDSI_pcs_COUNT,halle_194024_20160114_NDSI_pcs_AREA,halle_194024_20160114_NDSI_pcs_MEAN
-1,Halle,1,51.472079999999998,11.967330000000000,20,4,0.200000000000000,51.482503999999999,11.970545000000000,Europe,1.180300000000000,10.305300000000001,0.114500000000000,100.000000000000000,0,0,0,36,32400.000000000000000,-0.326408304895000
-1,Halle,2,51.473390000000002,11.971250000000000,18,0,0.000000000000000,51.482503999999999,11.970545000000000,Europe,1.014600000000000,10.305300000000001,0.098500000000000,100.000000000000000,1,1,1,34,30600.000000000000000,-0.354580719462000
-1,Halle,3,51.475409999999997,11.972830000000000,19,3,0.158000000000000,51.482503999999999,11.970545000000000,Europe,0.804500000000000,10.305300000000001,0.078100000000000,100.000000000000000,2,2,2,36,32400.000000000000000,-0.438131242784000
-1,Halle,4,51.477449999999997,11.971259999999999,21,7,0.333000000000000,51.482503999999999,11.970545000000000,Europe,0.564200000000000,10.305300000000001,0.054700000000000,100.000000000000000,3,3,3,37,33300.000000000000000,-0.385730641718000
-1,Halle,5,51.479599999999998,11.969720000000001,19,2,0.105000000000000,51.482503999999999,11.970545000000000,Europe,0.327900000000000,10.305300000000001,0.031800000000000,100.000000000000000,4,4,4,36,32400.000000000000000,-0.397734772000000
-1,Halle,6,51.480780000000003,11.973210000000000,20,4,0.200000000000000,51.482503999999999,11.970545000000000,Europe,0.266100000000000,10.305300000000001,0.025800000000000,100.000000000000000,5,5,5,36,32400.000000000000000,-0.304814262833000
-1,Halle,7,51.482709999999997,11.975619999999999,18,5,0.278000000000000,51.482503999999999,11.970545000000000,Europe,0.352200000000000,10.305300000000001,0.034200000000000,100.000000000000000,6,6,6,35,31500.000000000000000,-0.411941723738000
-1,Halle,8,51.483840000000001,11.979089999999999,18,1,0.056000000000000,51.482503999999999,11.970545000000000,Europe,0.610100000000000,10.305300000000001,0.059200000000000,100.000000000000000,7,7,7,34,30600.000000000000000,-0.388515147764000
-1,Halle,9,51.487740000000002,11.978660000000000,19,1,0.053000000000000,51.482503999999999,11.970545000000000,Europe,0.809100000000000,10.305300000000001,0.078500000000000,100.000000000000000,8,8,8,36,32400.000000000000000,-0.319078279866000
-1,Halle,10,51.490229999999997,11.980280000000000,19,0,0.000000000000000,51.482503999999999,11.970545000000000,Europe,1.092000000000000,10.305300000000001,0.106000000000000,100.000000000000000,9,9,9,36,32400.000000000000000,-0.355899286974000
-1,Halle,11,51.492040000000003,11.982379999999999,21,3,0.143000000000000,51.482503999999999,11.970545000000000,Europe,1.340100000000000,10.305300000000001,0.130000000000000,100.000000000000000,10,10,10,35,31500.000000000000000,-0.419886777231000
-1,Halle,12,51.495010000000001,11.981940000000000,20,6,0.300000000000000,51.482503999999999,11.970545000000000,Europe,1.598800000000000,10.305300000000001,0.155100000000000,100.000000000000000,11,11,11,35,31500.000000000000000,-0.331210371200000
-1,Halle,13,51.497160000000001,11.981579999999999,18,4,0.222000000000000,51.482503999999999,11.970545000000000,Europe,1.799900000000000,10.305300000000001,0.174700000000000,100.000000000000000,12,12,12,37,33300.000000000000000,-0.347686436531000
-1,Halle,14,51.500230000000002,11.983400000000000,20,5,0.250000000000000,51.482503999999999,11.970545000000000,Europe,2.162700000000000,10.305300000000001,0.209900000000000,100.000000000000000,13,13,13,35,31500.000000000000000,-0.401728427250000
-1,Halle,15,51.502130000000001,11.985440000000001,20,2,0.100000000000000,51.482503999999999,11.970545000000000,Europe,2.413700000000000,10.305300000000001,0.234200000000000,100.000000000000000,14,14,14,36,32400.000000000000000,-0.391740500099000
-1,Halle,16,51.503779999999999,11.987710000000000,20,4,0.200000000000000,51.482503999999999,11.970545000000000,Europe,2.647500000000000,10.305300000000001,0.256900000000000,100.000000000000000,15,15,15,35,31500.000000000000000,-0.458439271365000
-1,Halle,17,51.505620000000000,11.991260000000000,17,6,0.353000000000000,51.482503999999999,11.970545000000000,Europe,2.943400000000000,10.305300000000001,0.285600000000000,100.000000000000000,16,16,16,35,31500.000000000000000,-0.479176135574000
-1,Halle,18,51.507629999999999,11.993490000000000,19,3,0.158000000000000,51.482503999999999,11.970545000000000,Europe,3.213900000000000,10.305300000000001,0.311900000000000,100.000000000000000,17,17,17,37,33300.000000000000000,-0.435538250852000
-1,Halle,19,51.509979999999999,11.994710000000000,20,3,0.150000000000000,51.482503999999999,11.970545000000000,Europe,3.483200000000000,10.305300000000001,0.338000000000000,100.000000000000000,18,18,18,34,30600.000000000000000,-0.412335236283000
-1,Halle,20,51.512720000000002,11.994859999999999,14,5,0.357000000000000,51.482503999999999,11.970545000000000,Europe,3.757900000000000,10.305300000000001,0.364700000000000,100.000000000000000,19,19,19,35,31500.000000000000000,-0.390976225053000
-1,Halle,21,51.516109999999998,11.996110000000000,20,7,0.350000000000000,51.482503999999999,11.970545000000000,Europe,4.134700000000000,10.305300000000001,0.401200000000000,100.000000000000000,20,20,20,35,31500.000000000000000,-0.480183075156000
-1,Halle,22,51.518200000000000,11.998900000000001,18,10,0.556000000000000,51.482503999999999,11.970545000000000,Europe,4.428000000000000,10.305300000000001,0.429700000000000,100.000000000000000,21,21,21,36,32400.000000000000000,-0.271511818179000
-1,Halle,23,51.522109999999998,11.996259999999999,18,0,0.000000000000000,51.482503999999999,11.970545000000000,Europe,4.750100000000000,10.305300000000001,0.460900000000000,100.000000000000000,22,22,22,37,33300.000000000000000,-0.432503303966000
-1,Halle,24,51.524839999999998,11.999150000000000,18,12,0.667000000000000,51.482503999999999,11.970545000000000,Europe,5.107000000000000,10.305300000000001,0.495600000000000,100.000000000000000,23,23,23,35,31500.000000000000000,-0.550676899297000
-1,Halle,25,51.527349999999998,11.996900000000000,18,5,0.278000000000000,51.482503999999999,11.970545000000000,Europe,5.309800000000000,10.305300000000001,0.515200000000000,100.000000000000000,24,24,24,35,31500.000000000000000,-0.504463882106000
-1,Halle,26,51.530560000000001,11.994719999999999,19,7,0.368000000000000,51.482503999999999,11.970545000000000,Europe,5.599400000000000,10.305300000000001,0.543400000000000,100.000000000000000,25,25,25,36,32400.000000000000000,-0.407116085291000
-1,Halle,27,51.533000000000001,11.988759999999999,20,13,0.650000000000000,51.482503999999999,11.970545000000000,Europe,5.754700000000000,10.305300000000001,0.558400000000000,100.000000000000000,26,26,26,35,31500.000000000000000,-0.306015213898000
-1,Halle,28,51.535359999999997,11.989250000000000,18,3,0.167000000000000,51.482503999999999,11.970545000000000,Europe,6.018200000000000,10.305300000000001,0.584000000000000,100.000000000000000,27,27,27,35,31500.000000000000000,-0.356963623422000
-1,Halle,29,51.538040000000002,11.989480000000000,17,9,0.529000000000000,51.482503999999999,11.970545000000000,Europe,6.312800000000000,10.305300000000001,0.612600000000000,100.000000000000000,28,28,28,35,31500.000000000000000,-0.376909691095000
-1,Halle,30,51.540280000000003,11.990230000000000,21,8,0.381000000000000,51.482503999999999,11.970545000000000,Europe,6.567200000000000,10.305300000000001,0.637300000000000,100.000000000000000,29,29,29,32,28800.000000000000000,-0.369309228845000
-1,Halle,31,51.542900000000003,11.991680000000001,18,6,0.333000000000000,51.482503999999999,11.970545000000000,Europe,6.873100000000000,10.305300000000001,0.666900000000000,100.000000000000000,30,30,30,32,28800.000000000000000,-0.363205111586000
