OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,edmonton_043023_20140223_NDSI_pcs_OID,edmonton_043023_20140223_NDSI_pcs_FID_,edmonton_043023_20140223_NDSI_pcs_COUNT,edmonton_043023_20140223_NDSI_pcs_AREA,edmonton_043023_20140223_NDSI_pcs_MEAN
-1,Edmonton,1,53.536940000000001,-113.497119999999995,20,5,0.250000000000000,53.544387999999998,-113.490928999999994,North America,0.923700000000000,22.866299999999999,0.040400000000000,100.000000000000000,0,0,0,36,32400.000000000000000,0.518278404242000
-1,Edmonton,10,53.575470000000003,-113.491470000000007,20,1,0.050000000000000,53.544387999999998,-113.490928999999994,North America,3.456300000000000,22.866299999999999,0.151200000000000,100.000000000000000,1,1,1,36,32400.000000000000000,0.666114617553000
-1,Edmonton,10A,53.578339999999997,-113.502830000000003,20,2,0.100000000000000,53.544387999999998,-113.490928999999994,North America,3.856200000000000,22.866299999999999,0.168600000000000,100.000000000000000,2,2,2,32,28800.000000000000000,0.682182399556000
-1,Edmonton,11,53.590299999999999,-113.488360000000000,20,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,5.108000000000000,22.866299999999999,0.223400000000000,100.000000000000000,3,3,3,34,30600.000000000000000,0.714049730231000
-1,Edmonton,12,53.595700000000001,-113.478960000000001,17,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,5.760100000000000,22.866299999999999,0.251900000000000,100.000000000000000,4,4,4,34,30600.000000000000000,0.706110358238000
-1,Edmonton,13,53.603230000000003,-113.481800000000007,9,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,6.570600000000000,22.866299999999999,0.287300000000000,100.000000000000000,5,5,5,35,31500.000000000000000,0.729862497534000
-1,Edmonton,14,53.609009999999998,-113.475970000000004,18,3,0.167000000000000,53.544387999999998,-113.490928999999994,North America,7.253200000000000,22.866299999999999,0.317200000000000,100.000000000000000,6,6,6,35,31500.000000000000000,0.723623277460000
-1,Edmonton,15,53.610489999999999,-113.482270000000000,17,0,0.000000000000000,53.544387999999998,-113.490928999999994,North America,7.372400000000000,22.866299999999999,0.322400000000000,100.000000000000000,7,7,7,37,33300.000000000000000,0.724876690555000
-1,Edmonton,16,53.614080000000001,-113.484269999999995,19,6,0.316000000000000,53.544387999999998,-113.490928999999994,North America,7.761900000000000,22.866299999999999,0.339400000000000,100.000000000000000,8,8,8,37,33300.000000000000000,0.699726786162000
-1,Edmonton,16A,53.617429999999999,-113.490099999999998,18,2,0.111000000000000,53.544387999999998,-113.490928999999994,North America,8.122100000000000,22.866299999999999,0.355200000000000,100.000000000000000,9,9,9,35,31500.000000000000000,0.651786068508000
-1,Edmonton,17,53.622540000000001,-113.490989999999996,9,2,0.222000000000000,53.544387999999998,-113.490928999999994,North America,8.690099999999999,22.866299999999999,0.380000000000000,100.000000000000000,10,10,10,32,28800.000000000000000,0.573935491964000
-1,Edmonton,18,53.626809999999999,-113.486729999999994,15,4,0.267000000000000,53.544387999999998,-113.490928999999994,North America,9.169100000000000,22.866299999999999,0.401000000000000,100.000000000000000,11,11,11,37,33300.000000000000000,0.692058216881000
-1,Edmonton,19,53.630200000000002,-113.484409999999997,19,2,0.105000000000000,53.544387999999998,-113.490928999999994,North America,9.551600000000001,22.866299999999999,0.417700000000000,100.000000000000000,12,12,12,35,31500.000000000000000,0.696266329288000
-1,Edmonton,2,53.533070000000002,-113.496120000000005,16,4,0.250000000000000,53.544387999999998,-113.490928999999994,North America,1.304400000000000,22.866299999999999,0.057000000000000,100.000000000000000,13,13,13,32,28800.000000000000000,0.549538160674000
-1,Edmonton,20,53.639499999999998,-113.490480000000005,18,1,0.056000000000000,53.544387999999998,-113.490928999999994,North America,10.576000000000001,22.866299999999999,0.462500000000000,100.000000000000000,14,14,14,32,28800.000000000000000,0.701556463726000
-1,Edmonton,21,53.642600000000002,-113.488609999999994,17,1,0.059000000000000,53.544387999999998,-113.490928999999994,North America,10.921700000000000,22.866299999999999,0.477600000000000,100.000000000000000,15,15,15,35,31500.000000000000000,0.711055552959000
-1,Edmonton,22,53.636809999999997,-113.491650000000007,20,4,0.200000000000000,53.544387999999998,-113.490928999999994,North America,10.276999999999999,22.866299999999999,0.449400000000000,100.000000000000000,16,16,16,32,28800.000000000000000,0.696922237054000
-1,Edmonton,23,53.644379999999998,-113.491200000000006,20,6,0.300000000000000,53.544387999999998,-113.490928999999994,North America,11.118600000000001,22.866299999999999,0.486200000000000,100.000000000000000,17,17,17,35,31500.000000000000000,0.670103478432000
-1,Edmonton,24,53.649400000000000,-113.491060000000004,20,8,0.400000000000000,53.544387999999998,-113.490928999999994,North America,11.676800000000000,22.866299999999999,0.510700000000000,100.000000000000000,18,18,18,34,30600.000000000000000,0.661794178626000
-1,Edmonton,25,53.654290000000003,-113.493200000000002,18,5,0.278000000000000,53.544387999999998,-113.490928999999994,North America,12.221500000000001,22.866299999999999,0.534500000000000,100.000000000000000,19,19,19,37,33300.000000000000000,0.699163256465000
-1,Edmonton,26,53.658099999999997,-113.498480000000001,20,5,0.250000000000000,53.544387999999998,-113.490928999999994,North America,12.654000000000000,22.866299999999999,0.553400000000000,100.000000000000000,20,20,20,32,28800.000000000000000,0.662704740651000
-1,Edmonton,27,53.657919999999997,-113.533879999999996,20,13,0.650000000000000,53.544387999999998,-113.490928999999994,North America,12.938400000000000,22.866299999999999,0.565800000000000,100.000000000000000,21,21,21,35,31500.000000000000000,0.714641760077000
-1,Edmonton,28,53.661459999999998,-113.491879999999995,20,2,0.100000000000000,53.544387999999998,-113.490928999999994,North America,13.018000000000001,22.866299999999999,0.569300000000000,100.000000000000000,22,22,22,36,32400.000000000000000,0.744015744991000
-1,Edmonton,29,53.665619999999997,-113.491829999999993,19,3,0.158000000000000,53.544387999999998,-113.490928999999994,North America,13.480499999999999,22.866299999999999,0.589500000000000,100.000000000000000,23,23,23,36,32400.000000000000000,0.704873782065000
-1,Edmonton,3,53.542990000000003,-113.475399999999993,16,4,0.250000000000000,53.544387999999998,-113.490928999999994,North America,1.037800000000000,22.866299999999999,0.045400000000000,100.000000000000000,24,24,24,32,28800.000000000000000,0.636436138302000
-1,Edmonton,30,53.669199999999996,-113.491020000000006,20,4,0.200000000000000,53.544387999999998,-113.490928999999994,North America,13.878500000000001,22.866299999999999,0.606900000000000,100.000000000000000,25,25,25,35,31500.000000000000000,0.709975727967000
-1,Edmonton,31,53.672899999999998,-113.491039999999998,18,2,0.111000000000000,53.544387999999998,-113.490928999999994,North America,14.289899999999999,22.866299999999999,0.624900000000000,100.000000000000000,26,26,26,35,31500.000000000000000,0.701312322276000
-1,Edmonton,32,53.677140000000001,-113.491759999999999,20,3,0.150000000000000,53.544387999999998,-113.490928999999994,North America,14.761500000000000,22.866299999999999,0.645600000000000,100.000000000000000,27,27,27,37,33300.000000000000000,0.733018556157000
-1,Edmonton,33,53.681300000000000,-113.491730000000004,20,7,0.350000000000000,53.544387999999998,-113.490928999999994,North America,15.224000000000000,22.866299999999999,0.665800000000000,100.000000000000000,28,28,28,35,31500.000000000000000,0.719048338277000
-1,Edmonton,34,53.684860000000000,-113.494090000000000,20,3,0.150000000000000,53.544387999999998,-113.490928999999994,North America,15.621200000000000,22.866299999999999,0.683200000000000,100.000000000000000,29,29,29,33,29700.000000000000000,0.731074517423000
