OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,leiden_198024_20170213_NDSI_pcs_OID,leiden_198024_20170213_NDSI_pcs_FID_,leiden_198024_20170213_NDSI_pcs_COUNT,leiden_198024_20170213_NDSI_pcs_AREA,leiden_198024_20170213_NDSI_pcs_MEAN
-1,Leiden,1,52.160299999999999,4.481400000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.603300000000000,7.263600000000000,0.083100000000000,100.000000000000000,0,0,0,32,28800.000000000000000,0.258979232865000
-1,Leiden,2,52.161600000000000,4.482100000000000,20,4,0.200000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.552000000000000,7.263600000000000,0.076000000000000,100.000000000000000,1,1,1,30,27000.000000000000000,0.215590673064000
-1,Leiden,3,52.164200000000001,4.485700000000000,19,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.460000000000000,7.263600000000000,0.063300000000000,100.000000000000000,2,2,2,37,33300.000000000000000,0.279125038635000
-1,Leiden,4,52.165599999999998,4.492200000000000,20,2,0.100000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.520500000000000,7.263600000000000,0.071700000000000,100.000000000000000,3,3,3,32,28800.000000000000000,0.295939409523000
-1,Leiden,5,52.163899999999998,4.496300000000000,19,4,0.211000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.523000000000000,7.263600000000000,0.072000000000000,100.000000000000000,4,4,4,36,32400.000000000000000,0.420311319952000
-1,Leiden,6,52.163499999999999,4.499600000000000,20,1,0.050000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,0.698000000000000,7.263600000000000,0.096100000000000,100.000000000000000,5,5,5,35,31500.000000000000000,0.402946266855000
-1,Leiden,7,52.166100000000000,4.504500000000000,21,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.126200000000000,7.263600000000000,0.155000000000000,100.000000000000000,6,6,6,36,32400.000000000000000,0.322984441235000
-1,Leiden,8,52.167600000000000,4.506700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.340900000000000,7.263600000000000,0.184600000000000,100.000000000000000,7,7,7,32,28800.000000000000000,0.596125417389000
-1,Leiden,9,52.167900000000003,4.508700000000000,20,0,0.000000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.474500000000000,7.263600000000000,0.203000000000000,100.000000000000000,8,8,8,31,27900.000000000000000,0.480278304448000
-1,Leiden,10,52.168300000000002,4.510600000000000,17,1,0.059000000000000,52.161090999999999,4.490150000000000,Netherlands,Europe,1.608800000000000,7.263600000000000,0.221500000000000,100.000000000000000,9,9,9,26,23400.000000000000000,0.307637425265000
