OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,BUFF_DIST,ORIG_FID,curitiba_220078_20180720_NDSI_pcs_OID,curitiba_220078_20180720_NDSI_pcs_FID_,curitiba_220078_20180720_NDSI_pcs_COUNT,curitiba_220078_20180720_NDSI_pcs_AREA,curitiba_220078_20180720_NDSI_pcs_MEAN
-1,Curitiba,1,-25.755490000000002,-49.168509999999998,14,14,1.000000000000000,-25.433385999999999,-49.271746999999998,South America,37.282600000000002,37.434500000000000,0.995900000000000,100.000000000000000,0,0,0,34,30600.000000000000000,-0.577692275538000
-1,Curitiba,2,-25.757280000000002,-49.169939999999997,11,6,0.545000000000000,-25.433385999999999,-49.271746999999998,South America,37.434500000000000,37.434500000000000,1.000000000000000,100.000000000000000,1,1,1,35,31500.000000000000000,-0.555648050989000
-1,Curitiba,3,-25.755530000000000,-49.174320000000002,15,6,0.400000000000000,-25.433385999999999,-49.271746999999998,South America,37.129300000000001,37.434500000000000,0.991800000000000,100.000000000000000,2,2,2,35,31500.000000000000000,-0.540697661468000
-1,Curitiba,4,-25.750499999999999,-49.177160000000001,21,9,0.429000000000000,-25.433385999999999,-49.271746999999998,South America,36.515099999999997,37.434500000000000,0.975400000000000,100.000000000000000,3,3,3,35,31500.000000000000000,-0.523198949439000
-1,Curitiba,5,-25.743919999999999,-49.175240000000002,16,14,0.875000000000000,-25.433385999999999,-49.271746999999998,South America,35.860599999999998,37.434500000000000,0.958000000000000,100.000000000000000,4,4,4,35,31500.000000000000000,-0.522560460227000
-1,Curitiba,6,-25.739780000000000,-49.175789999999999,16,16,1.000000000000000,-25.433385999999999,-49.271746999999998,South America,35.402600000000000,37.434500000000000,0.945700000000000,100.000000000000000,5,5,5,35,31500.000000000000000,-0.537152021272000
-1,Curitiba,7,-25.735869999999998,-49.176900000000003,20,12,0.600000000000000,-25.433385999999999,-49.271746999999998,South America,34.953899999999997,37.434500000000000,0.933700000000000,100.000000000000000,6,6,6,35,31500.000000000000000,-0.532284684692000
-1,Curitiba,8,-25.733000000000001,-49.177599999999998,12,6,0.500000000000000,-25.433385999999999,-49.271746999999998,South America,34.627800000000001,37.434500000000000,0.925000000000000,100.000000000000000,7,7,7,32,28800.000000000000000,-0.518455030397000
-1,Curitiba,9,-25.716500000000000,-49.177140000000001,19,16,0.842000000000000,-25.433385999999999,-49.271746999999998,South America,32.879899999999999,37.434500000000000,0.878300000000000,100.000000000000000,8,8,8,36,32400.000000000000000,-0.544228840205000
-1,Curitiba,10,-25.692350000000001,-49.171979999999998,12,10,0.833000000000000,-25.433385999999999,-49.271746999999998,South America,30.484999999999999,37.434500000000000,0.814400000000000,100.000000000000000,9,9,9,36,32400.000000000000000,-0.507256415155000
-1,Curitiba,11,-25.681419999999999,-49.172719999999998,19,14,0.737000000000000,-25.433385999999999,-49.271746999999998,South America,29.314599999999999,37.434500000000000,0.783100000000000,100.000000000000000,10,10,10,33,29700.000000000000000,-0.556390916759000
-1,Curitiba,12,-25.678529999999999,-49.174979999999998,20,14,0.700000000000000,-25.433385999999999,-49.271746999999998,South America,28.935600000000001,37.434500000000000,0.773000000000000,100.000000000000000,11,11,11,35,31500.000000000000000,-0.555371206999000
-1,Curitiba,13,-25.674060000000001,-49.179589999999997,20,12,0.600000000000000,-25.433385999999999,-49.271746999999998,South America,28.313600000000001,37.434500000000000,0.756400000000000,100.000000000000000,12,12,12,35,31500.000000000000000,-0.482357367447000
-1,Curitiba,14,-25.665859999999999,-49.182519999999997,15,10,0.667000000000000,-25.433385999999999,-49.271746999999998,South America,27.355899999999998,37.434500000000000,0.730800000000000,100.000000000000000,13,13,13,32,28800.000000000000000,-0.537219531834000
-1,Curitiba,15,-25.655380000000001,-49.186610000000002,15,12,0.800000000000000,-25.433385999999999,-49.271746999999998,South America,26.120600000000000,37.434500000000000,0.697800000000000,100.000000000000000,14,14,14,35,31500.000000000000000,-0.468833757298000
-1,Curitiba,16,-25.641790000000000,-49.186709999999998,14,11,0.786000000000000,-25.433385999999999,-49.271746999999998,South America,24.694199999999999,37.434500000000000,0.659700000000000,100.000000000000000,15,15,15,32,28800.000000000000000,-0.544531451538000
-1,Curitiba,17,-25.632169999999999,-49.179330000000000,15,10,0.667000000000000,-25.433385999999999,-49.271746999999998,South America,23.969999999999999,37.434500000000000,0.640300000000000,100.000000000000000,16,16,16,36,32400.000000000000000,-0.509273565478000
-1,Curitiba,18,-25.613070000000000,-49.171799999999998,18,16,0.889000000000000,-25.433385999999999,-49.271746999999998,South America,22.355799999999999,37.434500000000000,0.597200000000000,100.000000000000000,17,17,17,37,33300.000000000000000,-0.394640339387000
-1,Curitiba,19,-25.603400000000001,-49.172759999999997,16,13,0.812000000000000,-25.433385999999999,-49.271746999999998,South America,21.355399999999999,37.434500000000000,0.570500000000000,100.000000000000000,18,18,18,36,32400.000000000000000,-0.401912432578000
-1,Curitiba,20,-25.591400000000000,-49.171550000000003,18,16,0.889000000000000,-25.433385999999999,-49.271746999999998,South America,20.244000000000000,37.434500000000000,0.540800000000000,100.000000000000000,19,19,19,37,33300.000000000000000,-0.479609716583000
-1,Curitiba,21,-25.539020000000001,-49.192160000000001,20,15,0.750000000000000,-25.433385999999999,-49.271746999999998,South America,14.205100000000000,37.434500000000000,0.379500000000000,100.000000000000000,20,20,20,32,28800.000000000000000,-0.365595956333000
-1,Curitiba,22,-25.509470000000000,-49.204020000000000,18,13,0.722000000000000,-25.433385999999999,-49.271746999999998,South America,10.853500000000000,37.434500000000000,0.289900000000000,100.000000000000000,21,21,21,35,31500.000000000000000,-0.352534730945000
-1,Curitiba,23,-25.501970000000000,-49.207419999999999,20,14,0.700000000000000,-25.433385999999999,-49.271746999999998,South America,9.993100000000000,37.434500000000000,0.266900000000000,100.000000000000000,22,22,22,35,31500.000000000000000,-0.430355439016000
-1,Curitiba,24,-25.489139999999999,-49.214070000000000,18,17,0.944000000000000,-25.433385999999999,-49.271746999999998,South America,8.483200000000000,37.434500000000000,0.226600000000000,100.000000000000000,23,23,23,32,28800.000000000000000,-0.439906115644000
-1,Curitiba,25,-25.481950000000001,-49.213970000000003,20,15,0.750000000000000,-25.433385999999999,-49.271746999999998,South America,7.925200000000000,37.434500000000000,0.211700000000000,100.000000000000000,24,24,24,35,31500.000000000000000,-0.421564375503000
-1,Curitiba,26,-25.475590000000000,-49.218760000000003,18,10,0.556000000000000,-25.433385999999999,-49.271746999999998,South America,7.094000000000000,37.434500000000000,0.189500000000000,100.000000000000000,25,25,25,34,30600.000000000000000,-0.404583440984000
-1,Curitiba,27,-25.466200000000001,-49.222130000000000,20,16,0.800000000000000,-25.433385999999999,-49.271746999999998,South America,6.175100000000000,37.434500000000000,0.165000000000000,100.000000000000000,26,26,26,32,28800.000000000000000,-0.448565237224000
