OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,baltimore_015033_DEM_pcs_OID,baltimore_015033_DEM_pcs_FID_,baltimore_015033_DEM_pcs_COUNT,baltimore_015033_DEM_pcs_AREA,baltimore_015033_DEM_pcs_MEAN
-1,Baltimore,1,39.279470000000003,-76.622550000000004,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,1.504000000000000,51.811199999999999,0.029000000000000,0,0,1,772.707342197999992,6.000000000000000
-1,Baltimore,2,39.286330000000000,-76.618279999999999,15,4,0.267000000000000,39.290439999999997,-76.612328000000005,North America,0.686500000000000,51.811199999999999,0.013300000000000,1,1,1,772.707342197999992,32.000000000000000
-1,Baltimore,3,39.289810000000003,-76.607079999999996,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,0.457000000000000,51.811199999999999,0.008800000000000,2,2,1,772.707342197999992,15.000000000000000
-1,Baltimore,4,39.292160000000003,-76.603250000000003,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,0.804300000000000,51.811199999999999,0.015500000000000,3,3,1,772.707342197999992,12.000000000000000
-1,Baltimore,5,39.291519999999998,-76.618309999999994,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,0.528600000000000,51.811199999999999,0.010200000000000,4,4,1,772.707342197999992,25.000000000000000
-1,Baltimore,6,39.301299999999998,-76.618489999999994,15,0,0.000000000000000,39.290439999999997,-76.612328000000005,North America,1.318900000000000,51.811199999999999,0.025500000000000,5,5,1,772.707342197999992,35.000000000000000
-1,Baltimore,7,39.295250000000003,-76.628519999999995,15,2,0.133000000000000,39.290439999999997,-76.612328000000005,North America,1.492500000000000,51.811199999999999,0.028800000000000,6,6,1,772.707342197999992,25.000000000000000
-1,Baltimore,8,39.305650000000000,-76.637119999999996,15,4,0.267000000000000,39.290439999999997,-76.612328000000005,North America,2.722400000000000,51.811199999999999,0.052500000000000,7,7,1,772.707342197999992,57.000000000000000
-1,Baltimore,9,39.315950000000001,-76.641030000000001,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,3.761000000000000,51.811199999999999,0.072600000000000,8,8,1,772.707342197999992,74.000000000000000
-1,Baltimore,10,39.322479999999999,-76.649460000000005,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,4.785300000000000,51.811199999999999,0.092400000000000,9,9,1,772.707342197999992,91.000000000000000
-1,Baltimore,11,39.330880000000001,-76.654300000000006,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,5.767100000000000,51.811199999999999,0.111300000000000,10,10,1,772.707342197999992,75.000000000000000
-1,Baltimore,12,39.338569999999997,-76.656840000000003,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,6.580700000000000,51.811199999999999,0.127000000000000,11,11,1,772.707342197999992,111.000000000000000
-1,Baltimore,13,39.490980000000000,-77.156540000000007,15,6,0.400000000000000,39.290439999999997,-76.612328000000005,North America,51.811199999999999,51.811199999999999,1.000000000000000,12,12,1,772.707342197999992,186.000000000000000
-1,Baltimore,14,39.499079999999999,-77.143469999999994,15,4,0.267000000000000,39.290439999999997,-76.612328000000005,North America,51.198999999999998,51.811199999999999,0.988200000000000,13,13,1,772.707342197999992,216.000000000000000
-1,Baltimore,15,39.506929999999997,-77.101079999999996,15,6,0.400000000000000,39.290439999999997,-76.612328000000005,North America,48.406300000000002,51.811199999999999,0.934300000000000,14,14,1,772.707342197999992,201.000000000000000
-1,Baltimore,16,39.515309999999999,-77.068529999999996,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,46.493299999999998,51.811199999999999,0.897400000000000,15,15,1,772.707342197999992,217.000000000000000
-1,Baltimore,17,39.516750000000002,-77.038730000000001,15,1,0.067000000000000,39.290439999999997,-76.612328000000005,North America,44.446199999999997,51.811199999999999,0.857800000000000,16,16,1,772.707342197999992,200.000000000000000
-1,Baltimore,18,39.503059999999998,-77.025810000000007,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,42.676800000000000,51.811199999999999,0.823700000000000,17,17,1,772.707342197999992,196.000000000000000
-1,Baltimore,20,39.494700000000002,-77.003870000000006,15,7,0.467000000000000,39.290439999999997,-76.612328000000005,North America,40.594900000000003,51.811199999999999,0.783500000000000,18,18,1,772.707342197999992,218.000000000000000
-1,Baltimore,21,39.485309999999998,-76.989379999999997,15,3,0.200000000000000,39.290439999999997,-76.612328000000005,North America,38.980800000000002,51.811199999999999,0.752400000000000,19,19,1,772.707342197999992,216.000000000000000
-1,Baltimore,22,39.488460000000003,-76.970969999999994,15,4,0.267000000000000,39.290439999999997,-76.612328000000005,North America,37.877899999999997,51.811199999999999,0.731100000000000,20,20,1,772.707342197999992,242.000000000000000
-1,Baltimore,23,39.480899999999998,-76.954729999999998,15,0,0.000000000000000,39.290439999999997,-76.612328000000005,North America,36.255200000000002,51.811199999999999,0.699800000000000,21,21,1,772.707342197999992,210.000000000000000
