OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,norfolk_014035_DEM_pcs_OID,norfolk_014035_DEM_pcs_FID_,norfolk_014035_DEM_pcs_COUNT,norfolk_014035_DEM_pcs_AREA,norfolk_014035_DEM_pcs_MEAN
-1,Norfolk,1,36.525734000000000,-76.249270999999993,15,11,0.733000000000000,36.845714000000001,-76.288634000000002,USA,North America,35.752899999999997,35.752899999999997,1,0,0,1,791.253609543000039,4.000000000000000
-1,Norfolk,2,36.533611000000001,-76.250144000000006,15,12,0.800000000000000,36.845714000000001,-76.288634000000002,USA,North America,34.873600000000003,35.752899999999997,1,1,1,1,791.253609543000039,9.000000000000000
-1,Norfolk,3,36.547404000000000,-76.242497999999998,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,33.424599999999998,35.752899999999997,1,2,2,1,791.253609543000039,7.000000000000000
-1,Norfolk,4,36.551476999999998,-76.231768000000002,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,33.108100000000000,35.752899999999997,1,3,3,1,791.253609543000039,9.000000000000000
-1,Norfolk,5,36.559063000000002,-76.227748000000005,15,7,0.467000000000000,36.845714000000001,-76.288634000000002,USA,North America,32.332999999999998,35.752899999999997,1,4,4,1,791.253609543000039,6.000000000000000
-1,Norfolk,6,36.559572000000003,-76.215361999999999,15,9,0.600000000000000,36.845714000000001,-76.288634000000002,USA,North America,32.481200000000001,35.752899999999997,1,5,5,1,791.253609543000039,5.000000000000000
-1,Norfolk,7,36.561526999999998,-76.201243000000005,15,6,0.400000000000000,36.845714000000001,-76.288634000000002,USA,North America,32.546399999999998,35.752899999999997,1,6,6,1,791.253609543000039,6.000000000000000
-1,Norfolk,8,36.575296999999999,-76.200137999999995,15,10,0.667000000000000,36.845714000000001,-76.288634000000002,USA,North America,31.086600000000001,35.752899999999997,1,7,7,1,791.253609543000039,4.000000000000000
-1,Norfolk,9,36.587978999999997,-76.205731999999998,15,7,0.467000000000000,36.845714000000001,-76.288634000000002,USA,North America,29.596100000000000,35.752899999999997,1,8,8,1,791.253609543000039,6.000000000000000
-1,Norfolk,10,36.598354000000000,-76.209854000000007,14,5,0.357000000000000,36.845714000000001,-76.288634000000002,USA,North America,28.387200000000000,35.752899999999997,1,9,9,1,791.253609543000039,5.000000000000000
-1,Norfolk,11,36.605777000000003,-76.210656000000000,14,2,0.143000000000000,36.845714000000001,-76.288634000000002,USA,North America,27.570100000000000,35.752899999999997,1,10,10,1,791.253609543000039,6.000000000000000
-1,Norfolk,12,36.619210000000002,-76.211040999999994,15,13,0.867000000000000,36.845714000000001,-76.288634000000002,USA,North America,26.118099999999998,35.752899999999997,1,11,11,1,791.253609543000039,9.000000000000000
-1,Norfolk,13,36.631025000000001,-76.208697999999998,15,2,0.133000000000000,36.845714000000001,-76.288634000000002,USA,North America,24.912299999999998,35.752899999999997,1,12,12,1,791.253609543000039,9.000000000000000
-1,Norfolk,14,36.644722000000002,-76.216358999999997,15,8,0.533000000000000,36.845714000000001,-76.288634000000002,USA,North America,23.258600000000001,35.752899999999997,1,13,13,1,791.253609543000039,9.000000000000000
-1,Norfolk,15,36.654204999999997,-76.223185999999998,15,9,0.600000000000000,36.845714000000001,-76.288634000000002,USA,North America,22.078800000000001,35.752899999999997,1,14,14,1,791.253609543000039,10.000000000000000
-1,Norfolk,16,36.666569000000003,-76.226393000000002,15,11,0.733000000000000,36.845714000000001,-76.288634000000002,USA,North America,20.677399999999999,35.752899999999997,1,15,15,1,791.253609543000039,6.000000000000000
-1,Norfolk,17,36.675113000000003,-76.226348999999999,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,USA,North America,19.764800000000001,35.752899999999997,1,16,16,1,791.253609543000039,6.000000000000000
-1,Norfolk,18,36.686554999999998,-76.229693999999995,15,9,0.600000000000000,36.845714000000001,-76.288634000000002,USA,North America,18.460000000000001,35.752899999999997,1,17,17,1,791.253609543000039,9.000000000000000
-1,Norfolk,19,36.697414000000002,-76.232787999999999,15,13,0.867000000000000,36.845714000000001,-76.288634000000002,USA,North America,17.224100000000000,35.752899999999997,0,18,18,1,791.253609543000039,3.000000000000000
-1,Norfolk,20,36.706203000000002,-76.235476000000006,15,7,0.467000000000000,36.845714000000001,-76.288634000000002,USA,North America,16.219300000000000,35.752899999999997,0,19,19,1,791.253609543000039,11.000000000000000
-1,Norfolk,21,36.715957000000003,-76.238298999999998,14,5,0.357000000000000,36.845714000000001,-76.288634000000002,USA,North America,15.108700000000001,35.752899999999997,0,20,20,1,791.253609543000039,4.000000000000000
-1,Norfolk,22,36.725735000000000,-76.242221000000001,14,6,0.429000000000000,36.845714000000001,-76.288634000000002,USA,North America,13.966699999999999,35.752899999999997,0,21,21,1,791.253609543000039,5.000000000000000
-1,Norfolk,23,36.739235000000001,-76.241467000000000,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,12.562799999999999,35.752899999999997,0,22,22,1,791.253609543000039,6.000000000000000
-1,Norfolk,24,36.750321000000000,-76.245681000000005,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,11.275600000000001,35.752899999999997,0,23,23,1,791.253609543000039,8.000000000000000
-1,Norfolk,25,36.758378999999998,-76.248450000000005,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,10.349299999999999,35.752899999999997,0,24,24,1,791.253609543000039,10.000000000000000
-1,Norfolk,26,36.768737000000002,-76.251938999999993,15,6,0.400000000000000,36.845714000000001,-76.288634000000002,USA,North America,9.161700000000000,35.752899999999997,0,25,25,1,791.253609543000039,11.000000000000000
-1,Norfolk,27,36.785235000000000,-76.258458000000005,11,3,0.273000000000000,36.845714000000001,-76.288634000000002,USA,North America,7.241600000000000,35.752899999999997,0,26,26,1,791.253609543000039,6.000000000000000
-1,Norfolk,28,36.793588000000000,-76.260703000000007,15,11,0.733000000000000,36.845714000000001,-76.288634000000002,USA,North America,6.306900000000000,35.752899999999997,0,27,27,1,791.253609543000039,8.000000000000000
-1,Norfolk,29,36.804583000000001,-76.262898000000007,15,7,0.467000000000000,36.845714000000001,-76.288634000000002,USA,North America,5.115200000000000,35.752899999999997,0,28,28,1,791.253609543000039,6.000000000000000
-1,Norfolk,30,36.813868999999997,-76.263465999999994,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,4.190000000000000,35.752899999999997,0,29,29,1,791.253609543000039,8.000000000000000
-1,Norfolk,31,36.828899000000000,-76.260808999999995,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,USA,North America,3.102900000000000,35.752899999999997,0,30,30,1,791.253609543000039,10.000000000000000
-1,Norfolk,32,36.835780000000000,-76.263064999999997,15,1,0.067000000000000,36.845714000000001,-76.288634000000002,USA,North America,2.529300000000000,35.752899999999997,0,31,31,1,791.253609543000039,10.000000000000000
-1,Norfolk,33,36.847040999999997,-76.271874999999994,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.498600000000000,35.752899999999997,0,32,32,1,791.253609543000039,7.000000000000000
-1,Norfolk,34,36.853597999999998,-76.278857000000002,15,4,0.267000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.235100000000000,35.752899999999997,0,33,33,1,791.253609543000039,3.000000000000000
-1,Norfolk,35,36.852333999999999,-76.285657000000000,14,1,0.071000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.782300000000000,35.752899999999997,0,34,34,1,791.253609543000039,6.000000000000000
-1,Norfolk,36,36.846924000000001,-76.285781000000000,15,5,0.333000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.287300000000000,35.752899999999997,0,35,35,1,791.253609543000039,9.000000000000000
-1,Norfolk,37,36.846860999999997,-76.294678000000005,9,2,0.222000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.552700000000000,35.752899999999997,0,36,36,1,791.253609543000039,7.000000000000000
-1,Norfolk,38,36.843603000000002,-76.288229000000001,15,0,0.000000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.237500000000000,35.752899999999997,0,37,37,1,791.253609543000039,10.000000000000000
-1,Norfolk,39,36.849063000000001,-76.290701999999996,15,3,0.200000000000000,36.845714000000001,-76.288634000000002,USA,North America,0.415400000000000,35.752899999999997,0,38,38,1,791.253609543000039,7.000000000000000
-1,Norfolk,40,36.860801000000002,-76.285964000000007,15,1,0.067000000000000,36.845714000000001,-76.288634000000002,USA,North America,1.694300000000000,35.752899999999997,0,39,39,1,791.253609543000039,7.000000000000000
