OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,warsaw_187024_DEM_pcs_OID,warsaw_187024_DEM_pcs_FID_,warsaw_187024_DEM_pcs_COUNT,warsaw_187024_DEM_pcs_AREA,warsaw_187024_DEM_pcs_MEAN
-1,Warsaw,1,52.239800000000002,21.022980000000000,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,1.342900000000000,27.533100000000001,0.048800000000000,0,0,1,603.458251927999981,85.000000000000000
-1,Warsaw,2,52.234520000000003,21.026589999999999,17,2,0.118000000000000,52.229675000000000,21.012229999999999,Europe,1.116500000000000,27.533100000000001,0.040600000000000,1,1,1,603.458251927999981,87.000000000000000
-1,Warsaw,3,52.229550000000003,21.026119999999999,17,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,0.946100000000000,27.533100000000001,0.034400000000000,2,2,1,603.458251927999981,100.000000000000000
-1,Warsaw,4,52.223500000000001,21.025069999999999,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,1.111900000000000,27.533100000000001,0.040400000000000,3,3,1,603.458251927999981,111.000000000000000
-1,Warsaw,5,52.218249999999998,21.025980000000001,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,1.578300000000000,27.533100000000001,0.057300000000000,4,4,1,603.458251927999981,111.000000000000000
-1,Warsaw,6,52.213169999999998,21.028279999999999,20,5,0.250000000000000,52.229675000000000,21.012229999999999,Europe,2.136200000000000,27.533100000000001,0.077600000000000,5,5,1,603.458251927999981,108.000000000000000
-1,Warsaw,7,52.207439999999998,21.032180000000000,20,5,0.250000000000000,52.229675000000000,21.012229999999999,Europe,2.821300000000000,27.533100000000001,0.102500000000000,6,6,1,603.458251927999981,88.000000000000000
-1,Warsaw,8,52.202730000000003,21.034300000000002,10,1,0.100000000000000,52.229675000000000,21.012229999999999,Europe,3.352300000000000,27.533100000000001,0.121800000000000,7,7,1,603.458251927999981,89.000000000000000
-1,Warsaw,9,52.197969999999998,21.038309999999999,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,3.947900000000000,27.533100000000001,0.143400000000000,8,8,1,603.458251927999981,88.000000000000000
-1,Warsaw,10,52.193510000000003,21.042940000000002,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,4.533200000000000,27.533100000000001,0.164600000000000,9,9,1,603.458251927999981,82.000000000000000
-1,Warsaw,11,52.189000000000000,21.047779999999999,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,5.130700000000000,27.533100000000001,0.186300000000000,10,10,1,603.458251927999981,81.000000000000000
-1,Warsaw,12,52.184860000000000,21.052099999999999,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,5.675700000000000,27.533100000000001,0.206100000000000,11,11,1,603.458251927999981,84.000000000000000
-1,Warsaw,13,52.180590000000002,21.057490000000001,19,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,6.269100000000000,27.533100000000001,0.227700000000000,12,12,1,603.458251927999981,86.000000000000000
-1,Warsaw,14,52.176209999999998,21.062200000000001,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,6.851300000000000,27.533100000000001,0.248800000000000,13,13,1,603.458251927999981,87.000000000000000
-1,Warsaw,15,52.171680000000002,21.066949999999999,17,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,7.449400000000000,27.533100000000001,0.270600000000000,14,14,1,603.458251927999981,91.000000000000000
-1,Warsaw,16,52.168520000000001,21.074359999999999,17,1,0.059000000000000,52.229675000000000,21.012229999999999,Europe,8.010700000000000,27.533100000000001,0.290900000000000,15,15,1,603.458251927999981,83.000000000000000
-1,Warsaw,17,52.165880000000001,21.082920000000001,15,1,0.067000000000000,52.229675000000000,21.012229999999999,Europe,8.575100000000001,27.533100000000001,0.311400000000000,16,16,1,603.458251927999981,82.000000000000000
-1,Warsaw,18,52.160040000000002,21.086490000000001,11,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,9.250600000000000,27.533100000000001,0.336000000000000,17,17,1,603.458251927999981,85.000000000000000
-1,Warsaw,19,52.149189999999997,21.090450000000001,20,3,0.150000000000000,52.229675000000000,21.012229999999999,Europe,10.417600000000000,27.533100000000001,0.378400000000000,18,18,1,603.458251927999981,84.000000000000000
-1,Warsaw,20,52.155380000000001,21.088519999999999,15,1,0.067000000000000,52.229675000000000,21.012229999999999,Europe,9.761699999999999,27.533100000000001,0.354500000000000,19,19,1,603.458251927999981,84.000000000000000
-1,Warsaw,21,52.144489999999998,21.094719999999999,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,11.015700000000001,27.533100000000001,0.400100000000000,20,20,1,603.458251927999981,83.000000000000000
-1,Warsaw,22,52.139580000000002,21.097930000000002,14,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,11.597400000000000,27.533100000000001,0.421200000000000,21,21,1,603.458251927999981,84.000000000000000
-1,Warsaw,23,52.133699999999997,21.099299999999999,14,2,0.143000000000000,52.229675000000000,21.012229999999999,Europe,12.211900000000000,27.533100000000001,0.443500000000000,22,22,1,603.458251927999981,85.000000000000000
-1,Warsaw,24,52.128149999999998,21.097380000000001,14,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,12.694500000000000,27.533100000000001,0.461100000000000,23,23,1,603.458251927999981,83.000000000000000
-1,Warsaw,25,52.123049999999999,21.096620000000001,11,2,0.182000000000000,52.229675000000000,21.012229999999999,Europe,13.178800000000001,27.533100000000001,0.478700000000000,24,24,1,603.458251927999981,86.000000000000000
-1,Warsaw,26,52.118940000000002,21.103510000000000,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,13.797100000000000,27.533100000000001,0.501100000000000,25,25,1,603.458251927999981,85.000000000000000
-1,Warsaw,27,52.114429999999999,21.108940000000000,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,14.412200000000000,27.533100000000001,0.523400000000000,26,26,1,603.458251927999981,86.000000000000000
-1,Warsaw,28,52.109600000000000,21.113280000000000,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,15.025300000000000,27.533100000000001,0.545700000000000,27,27,1,603.458251927999981,87.000000000000000
-1,Warsaw,29,52.104070000000000,21.114090000000001,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,15.599000000000000,27.533100000000001,0.566600000000000,28,28,1,603.458251927999981,92.000000000000000
-1,Warsaw,30,52.098329999999997,21.115829999999999,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,16.224499999999999,27.533100000000001,0.589300000000000,29,29,1,603.458251927999981,91.000000000000000
-1,Warsaw,31,52.093200000000003,21.117540000000002,15,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,16.789600000000000,27.533100000000001,0.609800000000000,30,30,1,603.458251927999981,89.000000000000000
-1,Warsaw,32,52.088960000000000,21.122940000000000,13,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,17.373999999999999,27.533100000000001,0.631000000000000,31,31,1,603.458251927999981,90.000000000000000
-1,Warsaw,33,52.084110000000003,21.127870000000001,12,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,18.006200000000000,27.533100000000001,0.654000000000000,32,32,1,603.458251927999981,95.000000000000000
-1,Warsaw,34,52.079219999999999,21.132549999999998,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,18.635100000000001,27.533100000000001,0.676800000000000,33,33,1,603.458251927999981,102.000000000000000
-1,Warsaw,35,52.074579999999997,21.137550000000001,14,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,19.248899999999999,27.533100000000001,0.699100000000000,34,34,1,603.458251927999981,103.000000000000000
-1,Warsaw,36,52.070709999999998,21.143239999999999,2,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,19.807700000000001,27.533100000000001,0.719400000000000,35,35,1,603.458251927999981,101.000000000000000
-1,Warsaw,37,52.064529999999998,21.149699999999999,8,1,0.125000000000000,52.229675000000000,21.012229999999999,Europe,20.620300000000000,27.533100000000001,0.748900000000000,36,36,1,603.458251927999981,105.000000000000000
-1,Warsaw,38,52.061120000000003,21.153400000000001,17,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,21.073000000000000,27.533100000000001,0.765400000000000,37,37,1,603.458251927999981,108.000000000000000
-1,Warsaw,39,52.057740000000003,21.158410000000000,13,2,0.154000000000000,52.229675000000000,21.012229999999999,Europe,21.564100000000000,27.533100000000001,0.783200000000000,38,38,1,603.458251927999981,110.000000000000000
-1,Warsaw,40,52.052610000000001,21.164980000000000,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,22.277899999999999,27.533100000000001,0.809100000000000,39,39,1,603.458251927999981,110.000000000000000
-1,Warsaw,41,52.048740000000002,21.168900000000001,11,2,0.182000000000000,52.229675000000000,21.012229999999999,Europe,22.783600000000000,27.533100000000001,0.827500000000000,40,40,1,603.458251927999981,110.000000000000000
-1,Warsaw,42,52.044269999999997,21.173800000000000,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,23.379799999999999,27.533100000000001,0.849200000000000,41,41,1,603.458251927999981,110.000000000000000
-1,Warsaw,43,52.039070000000002,21.176259999999999,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,23.969500000000000,27.533100000000001,0.870600000000000,42,42,1,603.458251927999981,104.000000000000000
-1,Warsaw,44,52.033870000000000,21.179469999999998,16,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,24.583500000000001,27.533100000000001,0.892900000000000,43,43,1,603.458251927999981,106.000000000000000
-1,Warsaw,45,52.028579999999998,21.187889999999999,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,25.372800000000002,27.533100000000001,0.921500000000000,44,44,1,603.458251927999981,89.000000000000000
-1,Warsaw,46,52.024839999999998,21.189219999999999,15,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,25.782699999999998,27.533100000000001,0.936400000000000,45,45,1,603.458251927999981,98.000000000000000
-1,Warsaw,47,52.019559999999998,21.192419999999998,20,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,26.404199999999999,27.533100000000001,0.959000000000000,46,46,1,603.458251927999981,104.000000000000000
-1,Warsaw,48,52.016880000000000,21.194759999999999,6,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,26.742500000000000,27.533100000000001,0.971300000000000,47,47,1,603.458251927999981,96.000000000000000
-1,Warsaw,49,52.013489999999997,21.195060000000002,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,27.086200000000002,27.533100000000001,0.983800000000000,48,48,1,603.458251927999981,100.000000000000000
-1,Warsaw,50,52.009239999999998,21.195910000000001,10,0,0.000000000000000,52.229675000000000,21.012229999999999,Europe,27.533100000000001,27.533100000000001,1.000000000000000,49,49,1,603.458251927999981,109.000000000000000
