OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,kalamazoo_022030_DEM_pcs_OID,kalamazoo_022030_DEM_pcs_FID_,kalamazoo_022030_DEM_pcs_COUNT,kalamazoo_022030_DEM_pcs_AREA,kalamazoo_022030_DEM_pcs_MEAN
-1,Kalamazoo,1,42.277625000000000,-85.587393000000006,20,4,0.200000000000000,42.289780000000000,-85.584678999999994,USA,North America,1.369900000000000,8.461700000000000,0.161900000000000,0,0,1,0.000000077160494,240.000000000000000
-1,Kalamazoo,2,42.280684999999998,-85.587155999999993,19,2,0.105000000000000,42.289780000000000,-85.584678999999994,USA,North America,1.031600000000000,8.461700000000000,0.121900000000000,1,1,1,0.000000077160494,242.000000000000000
-1,Kalamazoo,3,42.282749000000003,-85.587377000000004,19,5,0.263000000000000,42.289780000000000,-85.584678999999994,USA,North America,0.812700000000000,8.461700000000000,0.096000000000000,2,2,1,0.000000077160494,245.000000000000000
-1,Kalamazoo,4,42.285023000000002,-85.587331000000006,20,5,0.250000000000000,42.289780000000000,-85.584678999999994,USA,North America,0.572200000000000,8.461700000000000,0.067600000000000,3,3,1,0.000000077160494,239.000000000000000
-1,Kalamazoo,5,42.287340000000000,-85.587261999999996,20,6,0.300000000000000,42.289780000000000,-85.584678999999994,USA,North America,0.344600000000000,8.461700000000000,0.040700000000000,4,4,1,0.000000077160494,240.000000000000000
-1,Kalamazoo,6,42.289833999999999,-85.586979999999997,20,4,0.200000000000000,42.289780000000000,-85.584678999999994,USA,North America,0.189400000000000,8.461700000000000,0.022400000000000,5,5,1,0.000000077160494,236.000000000000000
-1,Kalamazoo,7,42.292476999999998,-85.587468000000001,20,5,0.250000000000000,42.289780000000000,-85.584678999999994,USA,North America,0.377600000000000,8.461700000000000,0.044600000000000,6,6,1,0.000000077160494,240.000000000000000
-1,Kalamazoo,8,42.294322999999999,-85.587512000000004,20,2,0.100000000000000,42.289780000000000,-85.584678999999994,USA,North America,0.556300000000000,8.461700000000000,0.065700000000000,7,7,1,0.000000077160494,234.000000000000000
-1,Kalamazoo,9,42.296287000000000,-85.587576999999996,20,5,0.250000000000000,42.289780000000000,-85.584678999999994,USA,North America,0.761800000000000,8.461700000000000,0.090000000000000,8,8,1,0.000000077160494,243.000000000000000
-1,Kalamazoo,10,42.298831999999997,-85.587622999999994,20,2,0.100000000000000,42.289780000000000,-85.584678999999994,USA,North America,1.035300000000000,8.461700000000000,0.122400000000000,9,9,1,0.000000077160494,240.000000000000000
-1,Kalamazoo,11,42.301420000000000,-85.587698000000003,20,5,0.250000000000000,42.289780000000000,-85.584678999999994,USA,North America,1.317900000000000,8.461700000000000,0.155700000000000,10,10,1,0.000000077160494,241.000000000000000
-1,Kalamazoo,12,42.303314999999998,-85.587740999999994,20,10,0.500000000000000,42.289780000000000,-85.584678999999994,USA,North America,1.525900000000000,8.461700000000000,0.180300000000000,11,11,1,0.000000077160494,239.000000000000000
-1,Kalamazoo,13,42.305571999999998,-85.587575000000001,20,7,0.350000000000000,42.289780000000000,-85.584678999999994,USA,North America,1.772100000000000,8.461700000000000,0.209400000000000,12,12,1,0.000000077160494,238.000000000000000
-1,Kalamazoo,14,42.307504999999999,-85.587593999999996,19,4,0.211000000000000,42.289780000000000,-85.584678999999994,USA,North America,1.985500000000000,8.461700000000000,0.234600000000000,13,13,1,0.000000077160494,238.000000000000000
-1,Kalamazoo,15,42.309483999999998,-85.589882000000003,19,6,0.316000000000000,42.289780000000000,-85.584678999999994,USA,North America,2.232400000000000,8.461700000000000,0.263800000000000,14,14,1,0.000000077160494,238.000000000000000
-1,Kalamazoo,16,42.311478999999999,-85.589916000000002,20,5,0.250000000000000,42.289780000000000,-85.584678999999994,USA,North America,2.451000000000000,8.461700000000000,0.289700000000000,15,15,1,0.000000077160494,238.000000000000000
-1,Kalamazoo,17,42.313206999999998,-85.589962999999997,19,9,0.474000000000000,42.289780000000000,-85.584678999999994,USA,North America,2.641000000000000,8.461700000000000,0.312100000000000,16,16,1,0.000000077160494,239.000000000000000
-1,Kalamazoo,18,42.315744000000002,-85.589907999999994,20,4,0.200000000000000,42.289780000000000,-85.584678999999994,USA,North America,2.918900000000000,8.461700000000000,0.345000000000000,17,17,1,0.000000077160494,237.000000000000000
-1,Kalamazoo,19,42.318190999999999,-85.589883999999998,19,2,0.105000000000000,42.289780000000000,-85.584678999999994,USA,North America,3.188000000000000,8.461700000000000,0.376800000000000,18,18,1,0.000000077160494,236.000000000000000
-1,Kalamazoo,20,42.320183999999998,-85.589850999999996,16,5,0.312000000000000,42.289780000000000,-85.584678999999994,USA,North America,3.407400000000000,8.461700000000000,0.402700000000000,19,19,1,0.000000077160494,235.000000000000000
-1,Kalamazoo,21,42.322122000000000,-85.589360999999997,20,3,0.150000000000000,42.289780000000000,-85.584678999999994,USA,North America,3.616800000000000,8.461700000000000,0.427400000000000,20,20,1,0.000000077160494,233.000000000000000
-1,Kalamazoo,22,42.324544000000003,-85.589793000000000,18,2,0.111000000000000,42.289780000000000,-85.584678999999994,USA,North America,3.888400000000000,8.461700000000000,0.459500000000000,21,21,1,0.000000077160494,234.000000000000000
-1,Kalamazoo,23,42.327227000000001,-85.589749999999995,19,7,0.368000000000000,42.289780000000000,-85.584678999999994,USA,North America,4.184700000000000,8.461700000000000,0.494500000000000,22,22,1,0.000000077160494,236.000000000000000
-1,Kalamazoo,24,42.329473000000000,-85.589977000000005,20,0,0.000000000000000,42.289780000000000,-85.584678999999994,USA,North America,4.435100000000000,8.461700000000000,0.524100000000000,23,23,1,0.000000077160494,236.000000000000000
-1,Kalamazoo,25,42.331422000000003,-85.589725999999999,20,10,0.500000000000000,42.289780000000000,-85.584678999999994,USA,North America,4.648900000000000,8.461700000000000,0.549400000000000,24,24,1,0.000000077160494,236.000000000000000
-1,Kalamazoo,26,42.333373000000002,-85.589760999999996,19,5,0.263000000000000,42.289780000000000,-85.584678999999994,USA,North America,4.865300000000000,8.461700000000000,0.575000000000000,25,25,1,0.000000077160494,242.000000000000000
-1,Kalamazoo,27,42.335253999999999,-85.589828999999995,20,7,0.350000000000000,42.289780000000000,-85.584678999999994,USA,North America,5.074200000000000,8.461700000000000,0.599700000000000,26,26,1,0.000000077160494,243.000000000000000
-1,Kalamazoo,28,42.337148999999997,-85.590076999999994,20,5,0.250000000000000,42.289780000000000,-85.584678999999994,USA,North America,5.285900000000000,8.461700000000000,0.624700000000000,27,27,1,0.000000077160494,244.000000000000000
-1,Kalamazoo,29,42.339098000000000,-85.589905999999999,19,5,0.263000000000000,42.289780000000000,-85.584678999999994,USA,North America,5.500700000000000,8.461700000000000,0.650100000000000,28,28,1,0.000000077160494,259.000000000000000
-1,Kalamazoo,30,42.340983999999999,-85.590131999999997,14,4,0.286000000000000,42.289780000000000,-85.584678999999994,USA,North America,5.711300000000000,8.461700000000000,0.675000000000000,29,29,1,0.000000077160494,267.000000000000000
-1,Kalamazoo,31,42.346393999999997,-85.590181999999999,20,8,0.400000000000000,42.289780000000000,-85.584678999999994,USA,North America,6.311400000000000,8.461700000000000,0.745900000000000,30,30,1,0.000000077160494,261.000000000000000
-1,Kalamazoo,32,42.348362000000002,-85.589935999999994,20,7,0.350000000000000,42.289780000000000,-85.584678999999994,USA,North America,6.528300000000000,8.461700000000000,0.771500000000000,31,31,1,0.000000077160494,263.000000000000000
-1,Kalamazoo,33,42.350239000000002,-85.590051000000003,20,3,0.150000000000000,42.289780000000000,-85.584678999999994,USA,North America,6.737200000000000,8.461700000000000,0.796200000000000,32,32,1,0.000000077160494,270.000000000000000
-1,Kalamazoo,34,42.352080999999998,-85.589958999999993,19,5,0.263000000000000,42.289780000000000,-85.584678999999994,USA,North America,6.941100000000000,8.461700000000000,0.820300000000000,33,33,1,0.000000077160494,267.000000000000000
-1,Kalamazoo,35,42.353988000000001,-85.589956000000001,19,4,0.211000000000000,42.289780000000000,-85.584678999999994,USA,North America,7.152800000000000,8.461700000000000,0.845300000000000,34,34,1,0.000000077160494,271.000000000000000
-1,Kalamazoo,36,42.356104999999999,-85.589967999999999,20,7,0.350000000000000,42.289780000000000,-85.584678999999994,USA,North America,7.387800000000000,8.461700000000000,0.873100000000000,35,35,1,0.000000077160494,276.000000000000000
-1,Kalamazoo,37,42.358111999999998,-85.590035000000000,20,3,0.150000000000000,42.289780000000000,-85.584678999999994,USA,North America,7.610900000000000,8.461700000000000,0.899500000000000,36,36,1,0.000000077160494,268.000000000000000
-1,Kalamazoo,38,42.361457000000001,-85.590035999999998,19,4,0.211000000000000,42.289780000000000,-85.584678999999994,USA,North America,7.982300000000000,8.461700000000000,0.943300000000000,37,37,1,0.000000077160494,269.000000000000000
-1,Kalamazoo,39,42.363419999999998,-85.590204000000000,20,4,0.200000000000000,42.289780000000000,-85.584678999999994,USA,North America,8.201000000000001,8.461700000000000,0.969200000000000,38,38,1,0.000000077160494,275.000000000000000
-1,Kalamazoo,40,42.365772000000000,-85.590098999999995,20,3,0.150000000000000,42.289780000000000,-85.584678999999994,USA,North America,8.461700000000000,8.461700000000000,1.000000000000000,39,39,1,0.000000077160494,272.000000000000000
