OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,north_bay_018028_DEM_pcs_OID,north_bay_018028_DEM_pcs_FID_,north_bay_018028_DEM_pcs_COUNT,north_bay_018028_DEM_pcs_AREA,north_bay_018028_DEM_pcs_MEAN
-1,North_Bay,1,46.311450000000001,-79.467619999999997,15,5,0.333000000000000,46.309116000000003,-79.460823000000005,North America,0.583000000000000,17.804500000000001,0.032700000000000,0,0,1,684.796276537000040,199.000000000000000
-1,North_Bay,2,46.313789999999997,-79.463899999999995,15,6,0.400000000000000,46.309116000000003,-79.460823000000005,North America,0.570900000000000,17.804500000000001,0.032100000000000,1,1,1,684.796276537000040,207.000000000000000
-1,North_Bay,3,46.314999999999998,-79.463220000000007,15,8,0.533000000000000,46.309116000000003,-79.460823000000005,North America,0.679700000000000,17.804500000000001,0.038200000000000,2,2,1,684.796276537000040,207.000000000000000
-1,North_Bay,4,46.314700000000002,-79.458780000000004,15,7,0.467000000000000,46.309116000000003,-79.460823000000005,North America,0.640400000000000,17.804500000000001,0.036000000000000,3,3,1,684.796276537000040,206.000000000000000
-1,North_Bay,5,46.317599999999999,-79.458140000000000,15,3,0.200000000000000,46.309116000000003,-79.460823000000005,North America,0.965600000000000,17.804500000000001,0.054200000000000,4,4,1,684.796276537000040,211.000000000000000
-1,North_Bay,6,46.319110000000002,-79.453159999999997,15,4,0.267000000000000,46.309116000000003,-79.460823000000005,North America,1.257500000000000,17.804500000000001,0.070600000000000,5,5,1,684.796276537000040,210.000000000000000
-1,North_Bay,7,46.319929999999999,-79.447080000000000,15,11,0.733000000000000,46.309116000000003,-79.460823000000005,North America,1.600000000000000,17.804500000000001,0.089900000000000,6,6,1,684.796276537000040,212.000000000000000
-1,North_Bay,8,46.316310000000001,-79.445980000000006,15,3,0.200000000000000,46.309116000000003,-79.460823000000005,North America,1.392700000000000,17.804500000000001,0.078200000000000,7,7,1,684.796276537000040,205.000000000000000
-1,North_Bay,9,46.318060000000003,-79.440160000000006,15,8,0.533000000000000,46.309116000000003,-79.460823000000005,North America,1.872900000000000,17.804500000000001,0.105200000000000,8,8,1,684.796276537000040,205.000000000000000
-1,North_Bay,10,46.320149999999998,-79.438029999999998,15,1,0.067000000000000,46.309116000000003,-79.460823000000005,North America,2.137700000000000,17.804500000000001,0.120100000000000,9,9,1,684.796276537000040,211.000000000000000
-1,North_Bay,11,46.322490000000002,-79.435180000000003,15,4,0.267000000000000,46.309116000000003,-79.460823000000005,North America,2.467800000000000,17.804500000000001,0.138600000000000,10,10,1,684.796276537000040,216.000000000000000
-1,North_Bay,12,46.324930000000002,-79.433629999999994,15,8,0.533000000000000,46.309116000000003,-79.460823000000005,North America,2.730100000000000,17.804500000000001,0.153300000000000,11,11,1,684.796276537000040,218.000000000000000
-1,North_Bay,13,46.325339999999997,-79.428169999999994,15,6,0.400000000000000,46.309116000000003,-79.460823000000005,North America,3.089200000000000,17.804500000000001,0.173500000000000,12,12,1,684.796276537000040,222.000000000000000
-1,North_Bay,14,46.325299999999999,-79.422719999999998,15,5,0.333000000000000,46.309116000000003,-79.460823000000005,North America,3.435300000000000,17.804500000000001,0.192900000000000,13,13,1,684.796276537000040,216.000000000000000
-1,North_Bay,15,46.327280000000002,-79.418610000000001,15,6,0.400000000000000,46.309116000000003,-79.460823000000005,North America,3.819500000000000,17.804500000000001,0.214500000000000,14,14,1,684.796276537000040,213.000000000000000
-1,North_Bay,16,46.327050000000000,-79.414760000000001,15,2,0.133000000000000,46.309116000000003,-79.460823000000005,North America,4.060900000000000,17.804500000000001,0.228100000000000,15,15,1,684.796276537000040,203.000000000000000
