OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,halifax_008029_DEM_pcs_OID,halifax_008029_DEM_pcs_FID_,halifax_008029_DEM_pcs_COUNT,halifax_008029_DEM_pcs_AREA,halifax_008029_DEM_pcs_MEAN
-1,Halifax,1,44.639620000000001,-63.574480000000001,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.018800000000000,24.200900000000001,0.042100000000000,0,0,1,690.167915905999962,39.000000000000000
-1,Halifax,2,44.638620000000003,-63.577820000000003,20,5,0.250000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.146500000000000,24.200900000000001,0.047400000000000,1,1,1,690.167915905999962,32.000000000000000
-1,Halifax,3,44.640709999999999,-63.579720000000002,19,4,0.211000000000000,44.648766000000002,-63.575237000000001,Canada,North America,0.963400000000000,24.200900000000001,0.039800000000000,2,2,1,690.167915905999962,40.000000000000000
-1,Halifax,4,44.644240000000003,-63.584800000000001,20,1,0.050000000000000,44.648766000000002,-63.575237000000001,Canada,North America,0.908600000000000,24.200900000000001,0.037500000000000,3,3,1,690.167915905999962,49.000000000000000
-1,Halifax,5,44.643929999999997,-63.588580000000000,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.184600000000000,24.200900000000001,0.048900000000000,4,4,1,690.167915905999962,56.000000000000000
-1,Halifax,6,44.645919999999997,-63.589540000000000,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.174900000000000,24.200900000000001,0.048500000000000,5,5,1,690.167915905999962,62.000000000000000
-1,Halifax,7,44.649160000000002,-63.591310000000000,20,6,0.300000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.272200000000000,24.200900000000001,0.052600000000000,6,6,1,690.167915905999962,50.000000000000000
-1,Halifax,8,44.650579999999998,-63.597349999999999,20,0,0.000000000000000,44.648766000000002,-63.575237000000001,Canada,North America,1.760900000000000,24.200900000000001,0.072800000000000,7,7,1,690.167915905999962,60.000000000000000
-1,Halifax,9,44.651220000000002,-63.605899999999998,20,1,0.050000000000000,44.648766000000002,-63.575237000000001,Canada,North America,2.440900000000000,24.200900000000001,0.100900000000000,8,8,1,690.167915905999962,63.000000000000000
-1,Halifax,10,44.649250000000002,-63.613639999999997,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,3.038400000000000,24.200900000000001,0.125500000000000,9,9,1,690.167915905999962,44.000000000000000
-1,Halifax,11,44.646729999999998,-63.609800000000000,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,2.743600000000000,24.200900000000001,0.113400000000000,10,10,1,690.167915905999962,45.000000000000000
-1,Halifax,12,44.652670000000001,-63.619140000000002,20,1,0.050000000000000,44.648766000000002,-63.575237000000001,Canada,North America,3.500000000000000,24.200900000000001,0.144600000000000,11,11,1,690.167915905999962,25.000000000000000
-1,Halifax,13,44.653959999999998,-63.622570000000003,20,2,0.100000000000000,44.648766000000002,-63.575237000000001,Canada,North America,3.788500000000000,24.200900000000001,0.156500000000000,12,12,1,690.167915905999962,22.000000000000000
