OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,medellin_009056_DEM_pcs_OID,medellin_009056_DEM_pcs_FID_,medellin_009056_DEM_pcs_COUNT,medellin_009056_DEM_pcs_AREA,medellin_009056_DEM_pcs_MEAN
-1,Medellin,1,6.247800000000000,-75.578800000000001,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,1.406900000000000,18.102200000000000,0.077700000000000,0,0,1,945.022552786999995,1478.000000000000000
-1,Medellin,2,6.247200000000000,-75.581500000000005,20,2,0.100000000000000,6.249957000000000,-75.566258000000005,South America,1.712400000000000,18.102200000000000,0.094600000000000,1,1,1,945.022552786999995,1466.000000000000000
-1,Medellin,3,6.245400000000000,-75.580100000000002,20,6,0.300000000000000,6.249957000000000,-75.566258000000005,South America,1.611700000000000,18.102200000000000,0.089000000000000,2,2,1,945.022552786999995,1473.000000000000000
-1,Medellin,4,6.239300000000000,-75.576499999999996,14,1,0.071000000000000,6.249957000000000,-75.566258000000005,South America,1.638900000000000,18.102200000000000,0.090500000000000,3,3,1,945.022552786999995,1485.000000000000000
-1,Medellin,5,6.232000000000000,-75.576499999999996,18,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,2.295300000000000,18.102200000000000,0.126800000000000,4,4,1,945.022552786999995,1481.000000000000000
-1,Medellin,6,6.220700000000000,-75.580699999999993,12,5,0.417000000000000,6.249957000000000,-75.566258000000005,South America,3.623800000000000,18.102200000000000,0.200200000000000,5,5,1,945.022552786999995,1488.000000000000000
-1,Medellin,7,6.214700000000000,-75.578500000000005,17,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,4.147400000000000,18.102200000000000,0.229100000000000,6,6,1,945.022552786999995,1489.000000000000000
-1,Medellin,8,6.209800000000000,-75.579300000000003,12,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,4.692200000000000,18.102200000000000,0.259200000000000,7,7,1,945.022552786999995,1502.000000000000000
-1,Medellin,9,6.205000000000000,-75.579899999999995,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,5.221500000000000,18.102200000000000,0.288400000000000,8,8,1,945.022552786999995,1502.000000000000000
-1,Medellin,10,6.202600000000000,-75.580299999999994,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,5.489900000000000,18.102200000000000,0.303300000000000,9,9,1,945.022552786999995,1497.000000000000000
-1,Medellin,11,6.188200000000000,-75.584699999999998,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,7.163300000000000,18.102200000000000,0.395700000000000,10,10,1,945.022552786999995,1518.000000000000000
-1,Medellin,12,6.186000000000000,-75.587400000000002,18,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,7.485900000000000,18.102200000000000,0.413500000000000,11,11,1,945.022552786999995,1521.000000000000000
-1,Medellin,13,6.183200000000000,-75.589900000000000,12,1,0.083000000000000,6.249957000000000,-75.566258000000005,South America,7.869700000000000,18.102200000000000,0.434700000000000,12,12,1,945.022552786999995,1522.000000000000000
-1,Medellin,14,6.177500000000000,-75.593900000000005,11,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,8.616800000000000,18.102200000000000,0.476000000000000,13,13,1,945.022552786999995,1528.000000000000000
-1,Medellin,15,6.174900000000000,-75.597700000000003,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,9.040800000000001,18.102200000000000,0.499400000000000,14,14,1,945.022552786999995,1538.000000000000000
-1,Medellin,16,6.169700000000000,-75.595799999999997,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,9.502900000000000,18.102200000000000,0.525000000000000,15,15,1,945.022552786999995,1544.000000000000000
-1,Medellin,17,6.167300000000000,-75.598299999999995,15,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,9.849900000000000,18.102200000000000,0.544100000000000,16,16,1,945.022552786999995,1552.000000000000000
-1,Medellin,18,6.164600000000000,-75.600200000000001,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,10.206000000000000,18.102200000000000,0.563800000000000,17,17,1,945.022552786999995,1556.000000000000000
-1,Medellin,19,6.162200000000000,-75.603399999999993,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,10.586700000000000,18.102200000000000,0.584800000000000,18,18,1,945.022552786999995,1561.000000000000000
-1,Medellin,20,6.162200000000000,-75.606399999999994,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,10.719700000000000,18.102200000000000,0.592200000000000,19,19,1,945.022552786999995,1561.000000000000000
-1,Medellin,21,6.159900000000000,-75.602199999999996,14,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,10.773300000000001,18.102200000000000,0.595100000000000,20,20,1,945.022552786999995,1576.000000000000000
-1,Medellin,22,6.155700000000000,-75.607500000000002,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,11.429500000000001,18.102200000000000,0.631400000000000,21,21,1,945.022552786999995,1586.000000000000000
-1,Medellin,23,6.154400000000000,-75.609800000000007,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,11.664800000000000,18.102200000000000,0.644400000000000,22,22,1,945.022552786999995,1582.000000000000000
-1,Medellin,24,6.146600000000000,-75.616399999999999,13,2,0.154000000000000,6.249957000000000,-75.566258000000005,South America,12.759600000000001,18.102200000000000,0.704900000000000,23,23,1,945.022552786999995,1621.000000000000000
-1,Medellin,25,6.146900000000000,-75.620300000000000,19,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,12.923100000000000,18.102200000000000,0.713900000000000,24,24,1,945.022552786999995,1613.000000000000000
-1,Medellin,26,6.145100000000000,-75.621300000000005,17,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,13.151700000000000,18.102200000000000,0.726500000000000,25,25,1,945.022552786999995,1626.000000000000000
-1,Medellin,27,6.146200000000000,-75.625100000000003,19,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,13.244600000000000,18.102200000000000,0.731700000000000,26,26,1,945.022552786999995,1627.000000000000000
-1,Medellin,28,6.143600000000000,-75.629300000000001,15,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,13.727000000000000,18.102200000000000,0.758300000000000,27,27,1,945.022552786999995,1718.000000000000000
-1,Medellin,29,6.141400000000000,-75.631900000000002,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,14.084199999999999,18.102200000000000,0.778000000000000,28,28,1,945.022552786999995,1685.000000000000000
-1,Medellin,30,6.139200000000000,-75.631900000000002,18,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,14.294400000000000,18.102200000000000,0.789600000000000,29,29,1,945.022552786999995,1698.000000000000000
-1,Medellin,31,6.136000000000000,-75.631600000000006,15,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,14.585699999999999,18.102200000000000,0.805700000000000,30,30,1,945.022552786999995,1718.000000000000000
-1,Medellin,32,6.132200000000000,-75.631299999999996,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,14.938200000000000,18.102200000000000,0.825200000000000,31,31,1,945.022552786999995,1740.000000000000000
-1,Medellin,33,6.128300000000000,-75.629700000000000,17,1,0.059000000000000,6.249957000000000,-75.566258000000005,South America,15.237600000000000,18.102200000000000,0.841800000000000,32,32,1,945.022552786999995,1729.000000000000000
-1,Medellin,34,6.120300000000000,-75.629300000000001,19,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,16.013300000000001,18.102200000000000,0.884600000000000,33,33,1,945.022552786999995,1713.000000000000000
-1,Medellin,35,6.117100000000000,-75.629900000000006,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,16.362800000000000,18.102200000000000,0.903900000000000,34,34,1,945.022552786999995,1745.000000000000000
-1,Medellin,36,6.113600000000000,-75.629900000000006,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,16.715000000000000,18.102200000000000,0.923400000000000,35,35,1,945.022552786999995,1768.000000000000000
-1,Medellin,37,6.113700000000000,-75.633499999999998,20,1,0.050000000000000,6.249957000000000,-75.566258000000005,South America,16.876400000000000,18.102200000000000,0.932300000000000,36,36,1,945.022552786999995,1787.000000000000000
-1,Medellin,38,6.110500000000000,-75.633300000000006,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,17.187000000000001,18.102200000000000,0.949400000000000,37,37,1,945.022552786999995,1799.000000000000000
-1,Medellin,39,6.107300000000000,-75.633399999999995,20,0,0.000000000000000,6.249957000000000,-75.566258000000005,South America,17.513400000000001,18.102200000000000,0.967500000000000,38,38,1,945.022552786999995,1798.000000000000000
-1,Medellin,40,6.102200000000000,-75.635000000000005,19,1,0.053000000000000,6.249957000000000,-75.566258000000005,South America,18.102200000000000,18.102200000000000,1.000000000000000,39,39,1,945.022552786999995,1797.000000000000000
