OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,continent,distance,max_dist,std_distan,bogota_008057_DEM_pcs_OID,bogota_008057_DEM_pcs_FID_,bogota_008057_DEM_pcs_COUNT,bogota_008057_DEM_pcs_AREA,bogota_008057_DEM_pcs_MEAN
-1,Bogota,1,4.654020000000000,-74.073430000000002,9,2,0.222000000000000,4.627184000000000,-74.106993000000003,South America,4.768800000000000,29.488000000000000,0.161700000000000,0,0,1,947.547205869999971,2557.000000000000000
-1,Bogota,2,4.662810000000000,-74.069609999999997,10,0,0.000000000000000,4.627184000000000,-74.106993000000003,South America,5.732200000000000,29.488000000000000,0.194400000000000,1,1,1,947.547205869999971,2558.000000000000000
-1,Bogota,3,4.664770000000000,-74.075230000000005,6,1,0.167000000000000,4.627184000000000,-74.106993000000003,South America,5.464400000000000,29.488000000000000,0.185300000000000,2,2,1,947.547205869999971,2553.000000000000000
-1,Bogota,4,4.667490000000000,-74.079549999999998,9,3,0.333000000000000,4.627184000000000,-74.106993000000003,South America,5.416400000000000,29.488000000000000,0.183700000000000,3,3,1,947.547205869999971,2553.000000000000000
-1,Bogota,5,4.674120000000000,-74.084559999999996,8,3,0.375000000000000,4.627184000000000,-74.106993000000003,South America,5.781000000000000,29.488000000000000,0.196000000000000,4,4,1,947.547205869999971,2551.000000000000000
-1,Bogota,6,4.677330000000000,-74.087500000000006,17,1,0.059000000000000,4.627184000000000,-74.106993000000003,South America,5.979900000000000,29.488000000000000,0.202800000000000,5,5,1,947.547205869999971,2547.000000000000000
-1,Bogota,7,4.682980000000000,-74.088120000000004,13,0,0.000000000000000,4.627184000000000,-74.106993000000003,South America,6.547300000000000,29.488000000000000,0.222000000000000,6,6,1,947.547205869999971,2552.000000000000000
-1,Bogota,8,4.695430000000000,-74.085499999999996,17,10,0.588000000000000,4.627184000000000,-74.106993000000003,South America,7.953700000000000,29.488000000000000,0.269700000000000,7,7,1,947.547205869999971,2546.000000000000000
-1,Bogota,9,4.699470000000000,-74.093440000000001,17,7,0.412000000000000,4.627184000000000,-74.106993000000003,South America,8.177000000000000,29.488000000000000,0.277300000000000,8,8,1,947.547205869999971,2550.000000000000000
-1,Bogota,10,4.705280000000000,-74.100149999999999,18,4,0.222000000000000,4.627184000000000,-74.106993000000003,South America,8.716900000000001,29.488000000000000,0.295600000000000,9,9,1,947.547205869999971,2555.000000000000000
-1,Bogota,11,4.709190000000000,-74.108140000000006,19,13,0.684000000000000,4.627184000000000,-74.106993000000003,South America,9.119500000000000,29.488000000000000,0.309300000000000,10,10,1,947.547205869999971,2549.000000000000000
-1,Bogota,12,4.715720000000000,-74.111720000000005,20,9,0.450000000000000,4.627184000000000,-74.106993000000003,South America,9.858700000000001,29.488000000000000,0.334300000000000,11,11,1,947.547205869999971,2548.000000000000000
-1,Bogota,13,4.717790000000000,-74.115970000000004,18,7,0.389000000000000,4.627184000000000,-74.106993000000003,South America,10.123900000000001,29.488000000000000,0.343300000000000,12,12,1,947.547205869999971,2550.000000000000000
-1,Bogota,14,4.725130000000000,-74.119209999999995,20,2,0.100000000000000,4.627184000000000,-74.106993000000003,South America,10.974900000000000,29.488000000000000,0.372200000000000,13,13,1,947.547205869999971,2549.000000000000000
-1,Bogota,15,4.729130000000000,-74.121229999999997,20,14,0.700000000000000,4.627184000000000,-74.106993000000003,South America,11.445200000000000,29.488000000000000,0.388100000000000,14,14,1,947.547205869999971,2548.000000000000000
-1,Bogota,16,4.732320000000000,-74.129729999999995,20,9,0.450000000000000,4.627184000000000,-74.106993000000003,South America,11.959099999999999,29.488000000000000,0.405600000000000,15,15,1,947.547205869999971,2542.000000000000000
-1,Bogota,17,4.739170000000000,-74.135890000000003,20,7,0.350000000000000,4.627184000000000,-74.106993000000003,South America,12.857500000000000,29.488000000000000,0.436000000000000,16,16,1,947.547205869999971,2548.000000000000000
-1,Bogota,18,4.751750000000000,-74.135310000000004,20,14,0.700000000000000,4.627184000000000,-74.106993000000003,South America,14.202199999999999,29.488000000000000,0.481600000000000,17,17,1,947.547205869999971,2550.000000000000000
-1,Bogota,19,4.749680000000000,-74.145550000000000,20,11,0.550000000000000,4.627184000000000,-74.106993000000003,South America,14.275399999999999,29.488000000000000,0.484100000000000,18,18,1,947.547205869999971,2552.000000000000000
-1,Bogota,20,4.756820000000000,-74.153369999999995,20,5,0.250000000000000,4.627184000000000,-74.106993000000003,South America,15.303699999999999,29.488000000000000,0.519000000000000,19,19,1,947.547205869999971,2549.000000000000000
-1,Bogota,21,4.761200000000000,-74.160020000000003,20,7,0.350000000000000,4.627184000000000,-74.106993000000003,South America,16.018799999999999,29.488000000000000,0.543200000000000,20,20,1,947.547205869999971,2550.000000000000000
-1,Bogota,22,4.765570000000000,-74.165030000000002,20,11,0.550000000000000,4.627184000000000,-74.106993000000003,South America,16.677900000000001,29.488000000000000,0.565600000000000,21,21,1,947.547205869999971,2553.000000000000000
