OID,city,population,populati_1,populati_2,total_plan,numCyanoge,freqHCN,latitude_c,longitude_,Country,continent,distance,max_dist,std_distan,ottawa_015029_DEM_pcs_OID,ottawa_015029_DEM_pcs_FID_,ottawa_015029_DEM_pcs_COUNT,ottawa_015029_DEM_pcs_AREA,ottawa_015029_DEM_pcs_MEAN
,Ottawa,1,45.419944999999998,-75.706850000000003,16,5,0.312000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.774400000000000,14.727399999999999,0.052600000000000,0,0,1,678.586746379000033,69.000000000000000
,Ottawa,2,45.417394000000002,-75.695447999999999,15,11,0.733000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.479800000000000,14.727399999999999,0.032600000000000,1,1,1,678.586746379000033,78.000000000000000
,Ottawa,3,45.414583000000000,-75.696205000000006,15,5,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.776500000000000,14.727399999999999,0.052700000000000,2,2,1,678.586746379000033,72.000000000000000
,Ottawa,4,45.413665000000002,-75.698559399999994,14,4,0.286000000000000,45.421531999999999,-75.697188999999995,Canada,North America,0.881300000000000,14.727399999999999,0.059800000000000,3,3,1,678.586746379000033,76.000000000000000
,Ottawa,5,45.412697000000001,-75.701505999999995,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,1.038600000000000,14.727399999999999,0.070500000000000,4,4,1,678.586746379000033,77.000000000000000
,Ottawa,6,45.408192000000000,-75.703249000000000,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,1.556900000000000,14.727399999999999,0.105700000000000,5,5,1,678.586746379000033,68.000000000000000
,Ottawa,7,45.403278000000000,-75.701058000000003,12,6,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,2.052100000000000,14.727399999999999,0.139300000000000,6,6,1,678.586746379000033,75.000000000000000
,Ottawa,8,45.389986000000000,-75.696263000000002,15,6,0.400000000000000,45.421531999999999,-75.697188999999995,Canada,North America,3.508500000000000,14.727399999999999,0.238200000000000,7,7,1,678.586746379000033,62.000000000000000
,Ottawa,9,45.389657999999997,-75.696263000000002,14,1,0.071000000000000,45.421531999999999,-75.697188999999995,Canada,North America,3.545000000000000,14.727399999999999,0.240700000000000,8,8,1,678.586746379000033,62.000000000000000
,Ottawa,10,45.380344999999998,-75.687860000000001,16,3,0.188000000000000,45.421531999999999,-75.697188999999995,Canada,North America,4.637300000000000,14.727399999999999,0.314900000000000,9,9,1,678.586746379000033,72.000000000000000
,Ottawa,11,45.375579999999999,-75.692857000000004,12,4,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,5.120800000000000,14.727399999999999,0.347700000000000,10,10,1,678.586746379000033,80.000000000000000
,Ottawa,12,45.371529000000002,-75.691063999999997,14,2,0.143000000000000,45.421531999999999,-75.697188999999995,Canada,North America,5.580600000000000,14.727399999999999,0.378900000000000,11,11,1,678.586746379000033,79.000000000000000
,Ottawa,13,45.379154000000000,-75.690950999999998,16,3,0.188000000000000,45.421531999999999,-75.697188999999995,Canada,North America,4.737300000000000,14.727399999999999,0.321700000000000,12,12,1,678.586746379000033,74.000000000000000
,Ottawa,14,45.366885000000003,-75.690136999999993,15,5,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.101400000000000,14.727399999999999,0.414300000000000,13,13,1,678.586746379000033,84.000000000000000
,Ottawa,15,45.364870000000003,-75.687217000000004,16,5,0.312000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.348500000000000,14.727399999999999,0.431100000000000,14,14,1,678.586746379000033,79.000000000000000
,Ottawa,16,45.365096999999999,-75.683010999999993,13,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.372200000000000,14.727399999999999,0.432700000000000,15,15,1,678.586746379000033,79.000000000000000
,Ottawa,17,45.363346999999997,-75.688309000000004,15,2,0.133000000000000,45.421531999999999,-75.697188999999995,Canada,North America,6.506900000000000,14.727399999999999,0.441800000000000,16,16,1,678.586746379000033,76.000000000000000
,Ottawa,18,45.356619999999999,-75.691749000000002,15,2,0.133000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.230400000000000,14.727399999999999,0.490900000000000,17,17,1,678.586746379000033,82.000000000000000
,Ottawa,19,45.353262000000001,-75.692874000000003,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.598800000000000,14.727399999999999,0.516000000000000,18,18,1,678.586746379000033,88.000000000000000
,Ottawa,20,45.353262000000001,-75.699112000000000,12,0,0.000000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.592800000000000,14.727399999999999,0.515600000000000,19,19,1,678.586746379000033,79.000000000000000
,Ottawa,21,45.352291000000001,-75.695804999999993,12,9,0.750000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.700000000000000,14.727399999999999,0.522800000000000,20,20,1,678.586746379000033,91.000000000000000
,Ottawa,22,45.355390000000000,-75.690526000000006,16,2,0.125000000000000,45.421531999999999,-75.697188999999995,Canada,North America,7.373000000000000,14.727399999999999,0.500600000000000,21,21,1,678.586746379000033,89.000000000000000
,Ottawa,23,45.345334000000001,-75.691725000000005,12,1,0.083000000000000,45.421531999999999,-75.697188999999995,Canada,North America,8.483599999999999,14.727399999999999,0.576000000000000,22,22,1,678.586746379000033,95.000000000000000
,Ottawa,24,45.342216999999998,-75.691725000000005,14,1,0.071000000000000,45.421531999999999,-75.697188999999995,Canada,North America,8.829700000000001,14.727399999999999,0.599500000000000,23,23,1,678.586746379000033,94.000000000000000
,Ottawa,25,45.339871000000002,-75.692036999999999,11,3,0.273000000000000,45.421531999999999,-75.697188999999995,Canada,North America,9.089200000000000,14.727399999999999,0.617200000000000,24,24,1,678.586746379000033,102.000000000000000
,Ottawa,26,45.336153000000003,-75.693166000000005,14,2,0.143000000000000,45.421531999999999,-75.697188999999995,Canada,North America,9.498900000000001,14.727399999999999,0.645000000000000,25,25,1,678.586746379000033,99.000000000000000
,Ottawa,27,45.329690999999997,-75.694084000000004,16,4,0.250000000000000,45.421531999999999,-75.697188999999995,Canada,North America,10.215100000000000,14.727399999999999,0.693600000000000,26,26,1,678.586746379000033,105.000000000000000
,Ottawa,28,45.323048000000000,-75.689336999999995,16,7,0.438000000000000,45.421531999999999,-75.697188999999995,Canada,North America,10.968100000000000,14.727399999999999,0.744700000000000,27,27,1,678.586746379000033,102.000000000000000
,Ottawa,29,45.320335000000000,-75.689971999999997,16,8,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.266700000000000,14.727399999999999,0.765000000000000,28,28,1,678.586746379000033,95.000000000000000
,Ottawa,30,45.303286000000000,-75.679958999999997,16,8,0.500000000000000,45.421531999999999,-75.697188999999995,Canada,North America,13.217100000000000,14.727399999999999,0.897400000000000,29,29,1,678.586746379000033,90.000000000000000
,Ottawa,31,45.308829000000003,-75.692695000000001,16,2,0.125000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.536899999999999,14.727399999999999,0.851300000000000,30,30,1,678.586746379000033,91.000000000000000
,Ottawa,32,45.307474999999997,-75.692359999999994,15,3,0.200000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.688200000000000,14.727399999999999,0.861500000000000,31,31,1,678.586746379000033,88.000000000000000
,Ottawa,33,45.313327999999998,-75.693374000000006,16,4,0.250000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.035399999999999,14.727399999999999,0.817200000000000,32,32,1,678.586746379000033,90.000000000000000
,Ottawa,34,45.313054000000001,-75.693158999999994,10,8,0.800000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.066300000000000,14.727399999999999,0.819300000000000,33,33,1,678.586746379000033,90.000000000000000
,Ottawa,35,45.318708999999998,-75.688027000000005,12,4,0.333000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.455800000000000,14.727399999999999,0.777900000000000,34,34,1,678.586746379000033,95.000000000000000
,Ottawa,36,45.315683999999997,-75.687319000000002,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.795000000000000,14.727399999999999,0.800900000000000,35,35,1,678.586746379000033,93.000000000000000
,Ottawa,37,45.315657000000002,-75.687321999999995,11,3,0.273000000000000,45.421531999999999,-75.697188999999995,Canada,North America,11.798000000000000,14.727399999999999,0.801100000000000,36,36,1,678.586746379000033,91.000000000000000
,Ottawa,38,45.313361000000000,-75.685666999999995,14,4,0.286000000000000,45.421531999999999,-75.697188999999995,Canada,North America,12.061700000000000,14.727399999999999,0.819000000000000,37,37,1,678.586746379000033,92.000000000000000
,Ottawa,39,45.302652000000002,-75.679811999999998,12,9,0.750000000000000,45.421531999999999,-75.697188999999995,Canada,North America,13.288399999999999,14.727399999999999,0.902300000000000,38,38,1,678.586746379000033,93.000000000000000
,Ottawa,40,45.290227000000002,-75.672489999999996,13,2,0.154000000000000,45.421531999999999,-75.697188999999995,Canada,North America,14.727399999999999,14.727399999999999,1.000000000000000,39,39,1,678.586746379000033,92.000000000000000
